
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
action_liftweights                      Trage De Fiare
action_phonehome                        Telefonează Familia
action_watchtv                          Se Uită La TV
action_playpool                         Joacă Biliard
action_stealknife                       Se Poartă Suspect
action_stealspoon                       Se Poartă Suspect
action_urinate                          Urinează
action_soilsuit                         Murdărește Hainele
action_eat                              Mănâncă
action_complain                         Se Plânge
action_work                             Muncește
action_visitation                       În Vizită
action_parole                           Audiere Pentru Eliberare Condiționată
action_none                             Niciunul
action_misbehaving                      Își Face De Cap
action_escaping                         Evadează
action_destroying                       Distruge
action_spoiling                         Are Chef De Scandal
action_fighting                         Se Bate
action_rioting                          Revoltă
action_hostagetaking                    Ia Ostatici
action_reformprogram                    Program De Reformă
action_changeclothes                    Schimbă Hainele
action_getbook                          Ia O Carte
action_pray                             Se Roagă
action_shopping                         La Cumpărături

status_effect_title						 =[Efectele Condițiilor]=
status_effect_none						Niciunul
status_effect_suppressed				Docil
status_effect_goodfood					Bine Hrănit
status_effect_drunk						Beat
status_effect_high                      Înalt
status_effect_withdrawal				Sevraj
status_effect_tazed                     Electrocutat
status_effect_overdosed                 Supradoză
status_effect_surrendered               Predat
status_effect_calming                   Se Calmează
status_effect_angst                     Nervos
status_effect_wounded                   Sângerează
status_effect_virus                     Bolnav
status_effect_virusdeadly               Bolnav

condition_treated                       Tratat
condition_needstreating                 Necesită Tratament

experience_totaltime                    Timp Total
experience_misconduct                   Abatere
experience_lockeddown                   Închidere Generală
experience_regime                       Regim
experience_sleep                        Somn
experience_work                         Muncă
experience_class                        Clasă
experience_freetime                     Timp Liber
experience_moodbad                      Rea
experience_moodnormal                   Normală
experience_moodgood                     Bună
experience_nocondition                  Niciunul
experience_kod                          Doborât
experience_hurt                         Rănit
experience_suppressed                   Docil
experience_intoxicated                  Intoxicat
experience_wellfed                      Bine Hrănit
experience_exercise                     Exerciții

need_name_nothing                       Nimic
need_name_bladder                       Vezică
need_name_bowels                        Intestine
need_name_sleep                         Somn
need_name_food                          Mâncare
need_name_safety                        Siguranță
need_name_hygiene                       Igienă
need_name_exercise                      Exerciții
need_name_family                        Familie
need_name_recreation                    Recreere
need_name_comfort                       Confort
need_name_environment                   Mediu
need_name_privacy                       Intimitate
need_name_freedom                       Libertate
need_name_clothing                      Haine
need_name_drugs                         Droguri
need_name_alcohol                       Alcool
need_name_starving                      Moare De Foame
need_name_spirituality                  Spiritualitate
need_name_literacy                      Alfabetizare
needs_locked                            (Psiholog Necesar Pentru A Arăta Nevoile)
needs_title                              =[Nevoi]=

reputation_title                        Reputație
reputation_hidden                       (Reputație Necunoscută)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDAR--
reputation_strong                       Puternic
reputation_tough                        Dur
reputation_volatile                     Volatil
reputation_snitch                       Turnăor
reputation_deadly                       Periculos
reputation_stoical                      Stoic
reputation_fearless                     Fără Frică
reputation_exlaw                        Fost Polițist
reputation_copkiller                    Ucigaș De Polițist
reputation_quick                        Rapid
reputation_instigator                   Scandalagiu
reputation_fighter                      Luptător Bun
reputation_gangmember                   Membru Al Unei Găști
reputation_federalwitness               Martor Federal

reputation_strong_high                  Extrem De Puternic
reputation_tough_high                   Extrem De Dur
reputation_volatile_high                Extrem De Volatil
reputation_deadly_high                  Extrem De Periculos
reputation_exlaw_high                   Fost Paznic
reputation_quick_high                   Extrem De Rapid
reputation_fighter_high                 Luptător Expert

reputation_legendary_high               --LEGENDAR--
reputation_snitch_high                  Turnăor
reputation_stoical_high                 Stoic
reputation_fearless_high                Fără Frică
reputation_copkiller_high               Ucigaș De Polițist
reputation_instigator_high              Scandalagiu
reputation_gangmember_high              Membru Al Unei Găști

reputationtooltip_legendary             Acest prizonier este o legendă a lumii interlope și are multe abilități care îl fac foarte periculos.
reputationtooltip_strong                Acest prizonier lovește din ce în ce mai tare, în timpul unei lupte.
reputationtooltip_tough                 Acest prizonier poate rezista la mai multă durere, în timpul unei lupte. Uneori poate rezista și Pistoalelor Cu Șoc Electric.
reputationtooltip_volatile              Acest prizonier poate deveni foarte nervos, fără vreun motiv.
reputationtooltip_stoical               Acest prizonier nu va deveni docil când este pus în carceră. Chiar nu-i pasă.
reputationtooltip_snitch                Acest prizonier e un informator cunoscut, așadar viața lui ar putea fi în pericol. Nu îl lăsa singur printre alți prizonieri, pentru prea mult timp.
reputationtooltip_deadly                Acest prizonier este un maestru în lovituri fatale și poate ucide uneori cu o singură lovitură.
reputationtooltip_exlaw                 Acest prizonier a fost polițist sau ceva asemănător. Viața lui ar putea fi în pericol.
reputationtooltip_copkiller             Acest prizonier e vinovat de uciderea unui polițist. E posibil ca paznicii tăi să il lovească fără milă, când încearcă să-l aducă sub control.
reputationtooltip_fearless              Acest prizonier nu este intimidat de paznici înarmați și e mai puțin probabil să se predea în timpul unei lupte.
reputationtooltip_quick                 Acest prizonier e incredibil de rapid.
reputationtooltip_instigator            Acest prizonier plantează semințe de discordie în cei din jurul lui. Când el cauzează probleme, prizonierii din apropierea lui vor simți nevoia să facă la fel.
reputationtooltip_fighter               Acest prizonier este foarte priceput la mișcări de luptă defensive. Poate să dezarmeze un oponent sau chiar să le fure arma în timpul luptei.
reputationtooltip_gangmember            Acest prizonier face parte dintr-o gașcă. Va lua apărarea celorlalți membri din gașcă și îi va urî pe cei din găști rivale.
reputationtooltip_federalwitness        Acest prizonier este ținta unei găști sau a unui interlop, deoarece e martor într-un caz important.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Muncește
nameplate_stationed                     Staționat
nameplate_patrolling                    În Patrulă
nameplate_resting                       Se Odihnește
nameplate_tired                         Obosit
nameplate_injured                       Rănit
nameplate_unconscious                   Inconștient
nameplate_dead                          MORT
nameplate_released                      ELIBERAT
nameplate_researching                   Cercetează
nameplate_overdose                      A LUAT SUPRADOZĂ
nameplate_starving                      MOARE DE FOAME
nameplate_wounded                       SÂNGEREAZĂ


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Hrănește toți prizonierii
objective_caption_prisoners             Prizonieri
objective_caption_meals                 Mese
objective_readceosletter                Citește scrisoarea de la Directorul General
objective_actionrequired                Rapoarte de Incidente

objective_deathrowinmates               Situația Condamnaților La Moarte

objective_prisonerintake                Sosire Prizonieri
objective_intake_arrivals               *X prizonieri sosesc la ora 8am
objective_intake_closed                 Prizonierii noi nu sunt primiți în închisoarea ta
objective_intake_closed2                (Vezi Raportul Prizonierilor)
objective_intake_closed3                (Vezi Raportul Sosiri)
objective_intake_specials				Transferuri Speciale:
objective_intake_categories             Categori:
objective_intake_minsec                 Minimă,
objective_intake_medsec                 Medie,
objective_intake_maxsec                 Maximă
objective_intake_deathrow               Condamnat La Moarte

objective_builddeliveriesroom           Stabilește o zonă de livrare

objective_outgoing                      Prizonieri care urmează să fie eliberați
objective_outgoing_count                *X prizonieri trebuie să fie eliberați în curând
objective_outgoing_timer                (*X ore)

objective_visitors                      Vizitatori (8am – 8pm)
objective_visitors_waiting              *X familii care așteaptă să viziteze
objective_visitors_onsite               *X vizitatori în *Y grupuri

objective_staffexhausted                Personal Epuizat
objective_reststaff_exhausted           *X angajați sunt epuizați
objective_reststaff_resting             (*X se odihnesc)
objective_reststaff_needstaffroom       Construiește o Cameră Pentru Personal, să se poată odihni și ei.

objective_punishment_solitary           *X în carceră
objective_punishment_solitary_queue     *X în așteptare pentru carceră
objective_punishment_solitary_mix       *X În carceră (+*Y în așteptare)
objective_punishment_lockdown           *X sub Închidere Generală
objective_incident_medical              *X au nevoie de îngrijire medicală
objective_incident_dead                 *X cadavre

objective_prisonerparole                Eliberare Condiționată
objective_parole_count                  *X prizonieri sunt eligibili pentru Eliberare Condiționată

objective_payment_receivedfull          Plată: *X achitați
objective_payment_receivedpart          Plată: *X achitați din *Y

objective_grant_bootstraps                  Centru de Detenție de bază
objective_grant_bootstraps_description      Transformă un teren gol într-o închisoare. Acest contract guvernamental te va ajuta să construiești absolut minimul necesar pentru primul tău set de prizonieri.
objective_grant_bootstraps_holdingcell      Construiește o celulă de deținere
objective_grant_bootstraps_shower           Construiește dușuri
objective_grant_bootstraps_yard             Construiește o curte
objective_grant_bootstraps_kitchen          Construiește o bucătărie
objective_grant_bootstraps_canteen          Construiește o cantină
objective_grant_bootstraps_guard            Angajează cel puțin doi paznici
objective_grant_bootstraps_chef             Angajează cel puțin doi bucătari

objective_grant_administration                          Centrul De Administrație
objective_grant_administration_description              Fiecare proiect de închisoare are nevoie de o clădire administrativă funcțională, pentru a asigura că lucrurile vor merge bine și că proiectul este pus la punct. Acest contract acoperă cheltuielile pentru un Director, un Contabil și birourile lor, care la rândul lor ne vor da acces la întregul sistem de Subvenții Federale.
objective_grant_administration_offices                  Construiește două birouri
objective_grant_administration_warden                   Angajează un Director
objective_grant_administration_accountant_research      Deblochează Finanțele prin Birocrație
objective_grant_administration_accountant               Angajează un Contabil

objective_grant_firstcellblock                  Blocul De Celule A
objective_grant_firstcellblock_description      Lucrurile de bază sunt funcționale. A venit timpul să construiești primul bloc de celule și să transferi prizonierii existenți în celule proprii.
objective_grant_firstcellblock_cells            Crește valoarea de Capacitate Prizonieri la 15

objective_grant_health                      Sănătatea și BunăStarea Prizonierilor
objective_grant_health_description          Sănătatea fizică și mentală a prizonierilor noștri este foarte importantă pentru noi. Această subvenție are ca scop construcția unei secții medicale cu tehnologie de ultimă oră și angajarea unor doctori și psihologi care să se ocupe de nevoile medicale ale prizonierilor.
objective_grant_health_ward                 Construiește o secție medicală
objective_grant_health_doctors              Angajează cel puțin doi doctori
objective_grant_health_psychologist         Angajează un psiholog (necesită un birou)

objective_grant_bailout                     Ajutor De La Guvern
objective_grant_bailout_description         Guvernul este foarte nemulțumit de performanța ta, dar au decis că închisoarea ta e prea importantă ca să eșueze. Fonduri din taxele plătite de cetățeni, vor fi trimise să îți salveze închisoarea de la faliment. Va trebui să îți aduci fluxul de numerar înapoi pe plus (venit zilnic mai mare decât cheltuieli) și să scapi de datoriile la bancă.
objective_grant_bailout_cashflow            Venit mai mare decăt cheltuieli
objective_grant_bailout_debt                Scapă de datorii


objective_grant_maintenance                         Mentenanță Închisoare
objective_grant_maintenance_description             Îngrijirea generală a închisorii și a terenului ei, este importantă pentru securitatea și siguranța personalului și a prizonierilor. Angajează personalul necesar pentru a ține închisoarea curată și ordonată.
objective_grant_maintenance_research_root           Deblochează Mentenanță prin Birocrație
objective_grant_maintenance_research_cleaning       Deblochează Curățenie prin Birocrație
objective_grant_maintenance_research_groundskeeping Deblochează Grădinărit prin Birocrație
objective_grant_maintenance_foreman                 Angajează un Șef De Atelier (necesită un birou)
objective_grant_maintenance_janitor                 Angajează cel puțin doi oameni de serviciu
objective_grant_maintenance_gardener                Angajează un grădinar

objective_grant_visitation                          Drepturi La Vizită
objective_grant_visitation_description              Mai multe închisori din regiune au de-a face cu probleme legale pentru că le-au negat prizonierilor dreptul la vizite. Investitorii nu vor un scandal și oferă această subvenție să se asigure că sunt valabile facilități adecvate.
objective_grant_visitation_room                     Contruiește o cameră de vizitare
objective_grant_visitation_tables                   Adaugă cel puțin trei mese pentru vizitatori
objective_grant_visitation_commonroom               Construiește o cameră de zi
objective_grant_visitation_pooltable                Adaugă o masă de biliard
objective_grant_visitation_tv                       Adaugă cel puțin două Tvuri
objective_grant_visitation_phones                   Construiește cel puțin cinci cabine telefonice

objective_grant_basicsecurity                       Certificare Procedură De Securitate
objective_grant_basicsecurity_description           O problemă comună a închisorilor noi este securitatea slabă provocată de lipsa de experiență a personalului cu clădirea respectivă. Asigură un nivel acceptabil de securitate pentru a evita incidente și a ne păstra reputația intactă.
objective_grant_basicsecurity_chief                 Angajează un Șef Al Securității (necesită un birou)
objective_grant_basicsecurity_guards                Angajează zece paznici
objective_grant_basicsecurity_patrols               Desemnează trei paznici pe rute de patrulă
objective_grant_basicsecurity_research              Deblochează Patrule prin Birocrație

objective_grant_enhancedsecurity                    Evaluări Guvernamentale De Securitate
objective_grant_enhancedsecurity_description        Guvernul are anumite cerințe în legătură cu securitatea închisorilor care depășesc o anumită mărime, și dau niște amenzi usturătoare celor care nu îndeplinesc condițiile.
objective_grant_enhancedsecurity_armoury            Construiește o Armurărie
objective_grant_enhancedsecurity_kennel             Construiește un Coteț
objective_grant_enhancedsecurity_guards             Angajează doi Paznici Înarmați
objective_grant_enhancedsecurity_dogs               Angajează doi Dresori
objective_grant_enhancedsecurity_patroldogs         Desemnează doi Dresori unei Patrule De Câini
objective_grant_enhancedsecurity_patrolarmed        Desemnează doi Paznici Înarmați unei Patrule

objective_grant_advancedsecurity                    Implementare Infrastructură Maximă Securitate
objective_grant_advancedsecurity_description        Menținerea securității pentru un număr mare de prizonieri poate fi dificilă, dar te costă mai mult o greșeală decât implementarea unor măsuri bune de securitate. Instalează echipamentul necesar prin închisoarea ta.
objective_grant_advancedsecurity_guards             Mărește-ți echipa de securitate
objective_grant_advancedsecurity_researchcctv       Deblochează sistemul CCTV prin Birocrație
objective_grant_advancedsecurity_researchbodyarmour Deblochează Armură prin Birocrație
objective_grant_advancedsecurity_researchtazers     Deblochează Pistoale Cu Șoc Electric prin Birocrație
objective_grant_advancedsecurity_office             Construiește un Birou De Securitate
objective_grant_advancedsecurity_cctvmonitor        Construiește un monitor CCTV
objective_grant_advancedsecurity_cctvcameras        Amplasează camere CCTV prin închisoare

objective_grant_prisonerworkforce                   Aclimatizare Prizonieri și Angajament
objective_grant_prisonerworkforce_description       Să pui prizonierii la muncă în închisoarea ta este o metodă bună prin care să îi acomodezi cu noul lor mediu în timp ce mai economisești și niște bani. Completează antrenamentul necesar și construiește facilitățile necesare pentru a pune prizonierii la muncă.
objective_grant_prisonerworkforce_research          Deblochează programul de Muncă prin Birocrație
objective_grant_prisonerworkforce_cleaning          Construiește un dulap pentru produse de curățat
objective_grant_prisonerworkforce_laundry           Construiește o Spălătorie
objective_grant_prisonerworkforce_kitchenclass      Pune trei prizonieri să treacă prin programul de Siguranță și Igienă în Bucătărie
objective_grant_prisonerworkforce_laundryassigned   Desemnează trei prizonieri să lucreze la Spălătorie
objective_grant_prisonerworkforce_kitchenassigned   Desemnează trei prizonieri să lucreze la Bucătărie
objective_grant_prisonerworkforce_cleaningassigned  Desemnează trei prizonieri să lucreze la Curățenie (dulapul pentru produse de curățat)

objective_grant_educationreformprogram              Inițiativa Reformă prin Educație
objective_grant_educationreformprogram_description  Un grup cunoscut desfășoară un experiment social la scară largă, despre efectele educației asupra ratei de recidivă a prizonierilor. Pregătește niște săli de clasă și începe educarea prizonierilor tăi.
objective_grant_educationreformprogram_research     Deblochează Educație prin Birocrație
objective_grant_educationreformprogram_classroom    Construiește o Sală De Clasă
objective_grant_educationreformprogram_desks        Construiește douăzeci de Bănci Școlare
objective_grant_educationreformprogram_foundationed Pune zece prizonieri să treacă prin Cursul De Educație Fundamentală
objective_grant_educationreformprogram_generaled    Pune un prizonier să treacă prin Cursul De Educație Generală

objective_grant_prisonlabour                        Facilități De Fabricare În Închisoare
objective_grant_prisonlabour_description            Niște finanțatori doresc să îți crești profitabilitatea închisorii și sunt dispuși să investeacă în construcția unor ateliere care îți vor transforma prizonierii într-o forță de muncă.
objective_grant_prisonlabour_workshop               Construiește un Atelier
objective_grant_prisonlabour_saw                    Construiește două fierăstraie mecanice
objective_grant_prisonlabour_press                  Construiește două prese mecanice
objective_grant_prisonlabour_reform                 Pune cinci prizonieri să treacă prin Cursul De Siguranță În Atelier
objective_grant_prisonlabour_plates                 Să produci 30 de plăcuțe de înmatriculare

objective_grant_furnituremanufacturing              Program Ucenicie Tâmplar
objective_grant_furnituremanufacturing_description  Prin a oferi cursuri de tâmplărie prizonierilor tăi, îi poți învăța o meserie valoroasă pe care o pot folosi când sunt eliberați. Deasemenea, vor putea produce mobilă de calitate în atelierele tale, pe care o poți vinde să îți crești venitul.
objective_grant_furnituremanufacturing_forestry     Construiește o Silvicultură
objective_grant_furnituremanufacturing_table        Construiește două mese pentru tâmplari
objective_grant_furnituremanufacturing_reform       Pune doi prizonieri să treacă prin cursul de tâmplărie
objective_grant_furnituremanufacturing_bed          Să produci zece Paturi Superioare

objective_grant_reducestaffstress                   Inițiativă Pentru Bunăstarea Personalului
objective_grant_reducestaffstress_description       Sindicate pentru angajați ai închisorilor au primit rapoarte în care personalul este atât de stresat și epuizat încât au început să facă greșeli. Asigură-te că astfel de probleme nu vor avea loc în închisoarea ta.
objective_grant_reducestaffstress_staffroom         Construiește o Cameră Pentru Personal
objective_grant_reducestaffstress_freeguards        Să ai cel puțin cinci paznici care nu au sarcini desemnate
objective_grant_reducestaffstress_restedstaff       Asigură-te că personalul tău nu este epuizat

objective_grant_shortterminvestment                 Investiție pe Termen Scurt
objective_grant_shortterminvestment_description     Bagă bani într-un fond de investiții din care, cu timpul, vei putea retrage o sumă mai mare.
objective_grant_shortterminvestment_wait            Așteaptă fonduri...

objective_grant_longterminvestment                  Investiție pe Termen Lung
objective_grant_longterminvestment_description      Bagă bani într-un fond de investiții pe termen lung din care, cu timpul, vei putea retrage o sumă mult mai mare.
objective_grant_longterminvestment_wait             Așteaptă fonduri...

objective_grant_cellblock50                         Bloc De Celule B
objective_grant_cellblock50_description             A venit timpul să ne extindem închisoarea, dincolo de o simplă clădire de detenție.
objective_grant_cellblock50_cells                   Crește valoarea de Capacitate Prizonieri la 50

objective_grant_cellblock100                        Bloc De Celule C
objective_grant_cellblock100_description            Profită de pământul tău prin extinderea închisorii.
objective_grant_cellblock100_cells                  Crește valoarea de Capacitate Prizonieri la 100

objective_grant_cellblock200                        Bloc De Celule D
objective_grant_cellblock200_description            Mai mulți prizonieri înseamnă mai multe fonduri de la guvern. Mărește-ți capacitatea pentru a profita de asta.
objective_grant_cellblock200_cells                  Crește valoarea de Capacitate Prizonieri la 200

objective_grant_cellblock500                        Bloc De Celule E
objective_grant_cellblock500_description            Guvernul oferă multe stimulente financiare celor mai mari închisori. A venit timpul să lucrăm spre acest scop.
objective_grant_cellblock500_cells                  Crește valoarea de Capacitate Prizonieri la 500

objective_grant_nutritionresearch                   Cercetare Nutriție Prizonieri
objective_grant_nutritionresearch_description       Un grup de cercetare privat ne oferă fonduri pentru a participa într-un studiu asupra efectelor obiceiurilor alimentare ale mai multor prizonieri.
objective_grant_nutritionresearch_poor              Servește o singură masă de calitate și varietate scăzută, timp de două zile
objective_grant_nutritionresearch_good              Servește trei mese de varietate și calitate ridicată, timp de două zile

objective_grant_drugsearch                          Rezolvă Problema Drogurilor
objective_grant_drugsearch_description              În ultimul timp, au început să fie exprimate tot mai multe griji în privința consumului de droguri, în închisori mari. Ia măsuri pro-active și demonstrează că te ocupi de problemă.
objective_grant_drugsearch_find                     Găsește zece narcotice ilegale

objective_grant_contrabandsupply                    Confiscare Unelte
objective_grant_contrabandsupply_description        În urma unor incidente cu obiecte furate în alte închisori, un grup face un studiu despre distribuirea uneltelor și armelor prin închisori. Această parte din studiu implică confiscarea acestor obiecte din mâinile populației închisorii.
objective_grant_contrabandsupply_tools              Oprește aprovizionarea de unelte furate
objective_grant_contrabandsupply_weapons            Oprește aprovizionarea de arme furate

grant_category_completed                            Terminate:
grant_category_unlocked                             Deblocate:
grant_category_cash                                 Bani:
grant_category_cashflow                             Flux De Numerar:
grant_category_debt                                 Datorie:
grant_category_prisoners                            Prizonieri:

grant_property_atleast                              Cel Puțin *X
grant_property_atmost                               Nu Mai Mult De *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Niciunul
object_box                               Cutie
object_stack                             Stivă
object_bed                               Pat
object_toilet                            Toaletă
object_table                             Masă
object_chair                             Scaun
object_bench                             Bancă
object_electricchair                     Scaun Electric
object_jaildoor                          Ușă Pentru Celulă
object_jaildoorlarge                     Ușă Mare Pentru Celulă
object_door                              Ușă
object_solitarydoor                      Ușă Pentru Carceră
object_staffdoor                         Ușă Pentru Personal
object_remotedoor                        Ușă Cu Deschidere De La Distanță
object_roadgate                          Poartă
object_jailbars                          Bare De Celulă
object_window                            Fereastră
object_windowlarge                       Fereastră Mare
object_tree                              Copac
object_light                             Lumină
object_cooker                            Aragaz
object_fridge                            Frigider
object_bin                               Coș
object_sink                              Chiuvetă
object_servingtable                      Masă De Servire
object_showerhead                        Cap De Duș
object_brick                             Cărămidă
object_concrete                          Beton
object_steel                             Oțel
object_ingredients                       Ingrediente
object_ingredientscooking                Ingrediente (În Curs De Gătire)
object_ingredientscooked                 Ingrediente (Gătite)
object_ingredientsspoiled                Ingrediente (Stricate)
object_meal                              Mâncare
object_foodtray                          Tavă
object_foodtraydirty                     Tavă (Murdară)
object_grassturf                         Gazon
object_prisoneruniform                   Uniformă De Prizonier
object_dirtyprisoneruniform              Uniformă De Prizonier (Murdară)
object_crumpledprisoneruniform           Uniformă De Prizonier (Șifonată)
object_bleach                            Înălbitor
object_sheetmetal                        Tablă
object_licenseplateblank                 Plăcuțe De Înmatriculare (Goale)
object_licenseplate                      Plăcuțe De Înmatriculare
object_log                               Butuc
object_wood                              Lemn
object_workman                           Lucrător
object_truckdriver                       Șofer De Camion
object_guard                             Paznic
object_riotguard                         Jandarm
object_armedguard                        Paznic Înarmat
object_prisoner                          Prizonier
object_doctor                            Doctor
object_paramedic                         Paramedic
object_cook                              Bucătar
object_gardener                          Grădinar
object_janitor                           Om De Serviciu
object_fireman                           Pompier
object_avatar                            Avatar
object_actor                             Actor
object_visitor                           Vizitator
object_executionwitness                  Martor La Execuție
object_doghandler                        Dresor
object_dog                               Câine De Pază
object_dogcrate                          Cușcă
object_teacher                           Profesor
object_soldier                           Soldat
object_warden                            Director
object_chief                             Șeful Securității
object_foreman                           Șef De Atelier
object_psychologist                      Psiholog
object_accountant                        Contabilă
object_lawyer                            Avocat
object_supplytruck                       Camion De Aprovizionare
object_prisonerbus                       Autobuz
object_fireengine                        Camion De Pompieri
object_riotvan                           Dubă De Jandarmerie
object_ambulance                         Ambulanță
object_hearse                            Dric
object_trooptruck                        Camion De Trupe
object_fire                              Foc
object_garbage                           Gunoi
object_rubble                            Moloz
object_bookshelf                         Raft
object_officedesk                        Birou
object_filingcabinet                     Fișet
object_medicalbed                        Pat Medical
object_morgueslab                        Pat Morgă
object_equipment                         Echipament
object_prop                              Suport
object_dummy                             Manechin
object_powerstation                      Centrală Electrică
object_capacitor                         Condensator
object_electricalcable                   Cablu Electric
object_powerswitch                       Intrerupător
object_logiccircuit                      Circuit Logic
object_logicbridge                       Punte Logică
object_waterpumpstation                  Stație De Pompare
object_pipevalve                         Supapă
object_pipelarge                         Țeavă Groasă
object_pipesmall                         Țeavă Subțire
object_drain                             Scurgere
object_sprinkler                         Stropitoare
object_metaldetector                     Detector De Metal
object_weightsbench                      Bancă De Forță
object_phonebooth                        Cabină Telefonică
object_tv                                Televizor
object_largetv                           Televizor Mare
object_pooltable                         Masă De Biliard
object_polaroid                          Polaroid
object_cctv                              CCTV
object_cctvmonitor                       Monitor CCTV
object_laundrymachine                    Mașină De Spălat
object_laundrybasket                     Coș De Rufe
object_ironingboard                      Masă De Călcat
object_visitortable                      Masă Pentru Vizitatori
object_workshopsaw                       Fierăstrău Mecanic
object_workshoppress                     Presă Mecanică
object_carpentertable                    Masă Pentru Tâmplar
object_boombox                           Casetofon
object_guardlocker                       Dulap Paznic
object_sofachairsingle                   Fotoliu
object_sofachairdouble                   Canapea
object_drinkmachine                      Automat De Sucuri
object_arcadecabinet                     Cabinet Arcade
object_radio                             Radio
object_bookshelflarge                    Raft De Bibliotecă
object_weaponrack                        Cuier Pentru Arme
object_treestump                         Ciot
object_schooldesk                        Bancă Școlară
object_superiorbed                       Pat Superior
object_doorcontrolsystem                 Sistem De Control Pentru Uși
object_phonemonitor                      Monitor De Convorbiri
object_servo                             Servomotor Pentru Ușă
object_doortimer                         Cronometru Pentru Ușă
object_pressurepad                       Senzor De Greutate
object_statuslight                       Indicator Cu Lumini
object_wire                              Conectează
object_dismantleobject                   Demontează Obiect
object_dismantleutility                  Demontează Utilitate
object_sellobject                        Vinde Obiect
object_canceljobs                        Anulează Locuri De Muncă
object_showallwires                      Arată Fire
object_tidywires                         Ordonează Fire
object_cutscenepolaroid                  Polaroid Pentru Filmuleț
object_cutscenecamera                    Cameră Pentru Filmuleț
object_cutscenecue                       Declanșare Filmuleț
object_foodwaste                         Deșeu Alimentar
object_altar                             Altar
object_pews                              Strane
object_prayermat                         Preș Pentru Rugăciune
object_paroleofficer                     Ofițer De Eliberare Condiționată
object_parolelawyer                      Avocat De Eliberare Condiționată
object_spiritualleader                   Lider Spiritual
object_librarybookshelf                  Raft De Bibliotecă
object_librarybookunsorted               Carte De Bibliotecă (Nesortată)
object_librarybooksorted                 Carte De Bibliotecă (Sortată)
object_sortingtable                      Birou Pentru Sortare
object_ruinedbook                        Carte Ruinată
object_foodbowl                          Mâncare
object_appealslawyer                     Avocat De Recurs
object_appealsmagistrate                 Magistrat De Recurs
object_mailsatchel                       Tolbă De Poștă
object_mailunsorted                      Corespondență Nesortată
object_mailsorted                        Corespondență Sortată
object_prisonermail                      Scrisoare
object_prisonermailopened                Scrisoare (Deschisă)
object_shopfront                         Vitrină
object_shopgoods                         Mărfuri De Magazin
object_shopshelf                         Raft De Magazin

material_none                            Niciunul
material_building                        Clădire (Cărămidă)
material_buildingconcrete                Clădire (Beton)
material_demolish                        Buldozer
material_clearindoorarea                 Golește Zonă De Interior
material_demolishwalls                   Demolează Pereți
material_removetunnels                   Elimină Tunele
material_canceljobs                      Anulează Locuri De Muncă
material_dirt                            Pământ
material_sand                            Nisip
material_pavingstone                     Pavaj
material_grass                           Iarbă
material_gravel                          Pietriș
material_road                            Drum
material_roadmarkings                    Marcaje Rutiere
material_roadmarkingsleft                Marcaje Rutiere (Stânga)
material_roadmarkingsright               Marcaje Rutiere (Dreapta)
material_stone                           Piatră
material_fence                           Gard
material_concretetiles                   Gresie De Beton
material_concretefloor                   Podea De Beton
material_woodenfloor                     Parchet
material_ceramicfloor                    Podea Ceramică
material_mosaicfloor                     Podea Mozaic
material_metalfloor                      Podea De Metal
material_marbletiles                     Gresie De Marmură
material_whitetiles                      Gresie Albă
material_fancytiles                      Gresie De Lux
material_concretewall                    Zid De Beton
material_brickwall                       Zid De Cărămidă
material_perimeterwall                   Zid Perimetru
material_burntfloor                      Podea Arsă
material_burntwall                       Perete Ars
material_buildingframe                   Schelet
material_roof                            Acoperiș

room_none                                Niciunul
room_cell                                Celulă
room_holdingcell                         Celulă De Detenție
room_solitary                            Carceră
room_superiorcell                        Celulă Superioară
room_canteen                             Cantină
room_kitchen                             Bucătărie
room_shower                              Dușuri
room_yard                                Curte
room_storage                             Depozit
room_deliveries                          Livrări
room_garbage                             Ghenă
room_execution                           Execuție
room_workshop                            Atelier
room_security                            Securitate
room_office                              Birou
room_medicalward                         Infirmerie
room_morgue                              Morgă
room_commonroom                          Cameră De Zi
room_laundry                             Spălătorie
room_visitation                          Vizită
room_cleaningcupboard                    Dulap Pentru Produse De Curățat
room_kennel                              Coteț
room_armoury                             Armurărie
room_staffroom                           Cameră Pentru Personal
room_library                             Bibliotecă
room_forestry                            Silvicultură
room_classroom                           Sală De Clasă
room_exports                             Exporturi
room_chapel                              Capelă
room_intake                              Recepție
room_clearrooms                          Camere Goale
room_paroleroom                          Eliberare Condiționată
room_mailroom                            Cameră De Poștă
room_shop                                Magazin

equipment_none                           Niciunul
equipment_fists                          Pumni
equipment_baton                          Pulan
equipment_club                           Bâtă
equipment_shank                          Lamă Artizanală
equipment_knife                          Cuțit
equipment_fork                           Furculiță
equipment_gun                            Pistol
equipment_spoon                          Lingură
equipment_needle                         Ac
equipment_booze                          Băutură
equipment_poison                         Otravă
