
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Νέο
victory_adviserwarning_executions1      Αυτή είναι η δεύτερη φορά που οδήγησες έναν αθώο κρατούμενο στον θάνατο. Η δημόσια κατακραυγή έχει πάρει τρομαχτικές διαστάσεις.
victory_adviserwarning_executions2      Αν εκτελεστεί κι άλλος αθώος κρατούμενος, οι ευθύνες θα αποδοθούν σε σένα.
victory_advisernotice_executions1       Επέτρεψες την εκτέλεση πάρα πολλών αθώων ανθρώπων. Δεν μπορούμε να σε αφήσουμε να διευθύνεις πλέον αυτή τη φυλακή. Απέτυχες.
victory_advisernotice_InnocentsExecuted1 Μόλις εκτέλεσες κάποιον χωρίς να ακολουθήσεις τη δέουσα διαδικασία και αποδείχτηκε τελικά ότι ήταν αθώος. Πρόκειται για κακοδικία στον χείριστο βαθμό και η ευθύνη είναι δική σου. Απολύεσαι και πιθανώς να καταδικαστείς και εσύ σε φυλάκιση.

score_title                             ΒΑΘΜΟΛΟΓΙΑ ΦΥΛΑΚΗΣ
score_reoffendingrate                   ΠΟΣΟΣΤΟ ΥΠΟΤΡΟΠΗΣ
score_prisonersreleased                 *X κρατούμενοι έχουν αποφυλακιστεί
score_minimumprisonersreleased          *X κρατούμενοι πρέπει να αποφυλακιστούν για να συνταχθεί αυτή η αναφορά
score_deaths                            *X κρατούμενοι πέθαναν εντός του ιδρύματος
score_escapes                           *X κρατούμενοι απέδρασαν
score_reoffendingchance                 Εκτίμηση πιθανότητας υποτροπής
score_startingreoffendingchance         Εκτίμηση κατά την άφιξη: *X%
score_prisonersparoled                  Αποφυλακίσεις υπό όρους (υποτροπές)
score_prisonersparoled_info             *P (*E%)
score_clemencychance                    Πιθανότητα χάριτος
score_convictionstrength                Εγκεκριμένο από την Πολιτεία σθένος καταδίκης
score_prisonersexecuted                 Εκτελέσεις κρατουμένων (αθώοι)
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                Αυτή είναι μια βαθμολογία του πόσο κατάλληλα έχει τιμωρηθεί ο κρατούμενος για τα εγκλήματά του, σύμφωνα με την κοινή γνώμη. Αν και η έκτιση μιας μακρόχρονης ποινής στη φυλακή αποτελεί τη βάση μιας υποδειγματικής τιμωρίας, η απομόνωση συμβάλλει επίσης σε αυτή τη βαθμολογία.\n\nΈχε υπόψη ότι οι μεγάλες περίοδοι αναμόρφωσης και ελεύθερου χρόνου ερμηνεύονται ως ένδειξη ανοχής προς το έγκλημα και θα έχουν αρνητική επίπτωση στη βαθμολογία τιμωρίας.\n\nΜια υψηλή βαθμολογία τιμωρίας θα αποτρέψει τον κρατούμενο από την υποτροπή μετά την αποφυλάκισή του.
score_tooltip_reform                    Μια βαθμολογία του πόσο καλά αναμόρφωσες και αποκατέστησες αυτόν τον κρατούμενο με τη χρήση προγραμμάτων Αναμόρφωσης.\n\nΜια υψηλή βαθμολογία αναμόρφωσης θα δώσει στον κρατούμενο μια πολύ μεγαλύτερη πιθανότητα να βρει νόμιμη εργασία μετά την αποφυλάκισή του, μειώνοντας έτσι την πιθανότητα υποτροπής του.\n\nΣημείωση: Σε αυτό βοηθάει και η απασχόληση των φυλακισμένων στη φυλακή σου.
score_tooltip_health                    Μια καταγραφή της υγείας και της ευεξίας του κρατουμένου κατά την παραμονή του στη φυλακή σου. Μειώνεται από περιπτώσεις τραυματισμών όπου δεν παρέχεται ιατρική περίθαλψη, από τη χρήση ναρκωτικών και την κατανάλωση αλκοόλ.\n\nΜια χαμηλή βαθμολογία σε αυτόν τον τομέα θα αυξήσει την πιθανότητα υποτροπής, ειδικά αν ο κρατούμενος φύγει από τη φυλακή με εθισμούς σε ναρκωτικά ή αλκοόλ που δεν θεραπεύτηκαν.
score_tooltip_security                  Μια βαθμολογία που αντιπροσωπεύει πόσο καλά φύλαξες αυτόν τον κρατούμενο. Μειώνεται αν ο κρατούμενος εμπλακεί σε καυγάδες, φόνους ή απόπειρες απόδρασης.\n\nΜια χαμηλή βαθμολογία σημαίνει ότι ο κρατούμενος απλώς συνέχισε την εγκληματική του δραστηριότητα μέσα στη φυλακή σου και, συνεπώς, θα έχει μεγάλη πιθανότητα υποτροπής όταν θα βγει.

score_tooltip_reoffendingchance         Μια εκτίμηση της πιθανότητας ο κρατούμενος να εγκληματήσει ξανά, αφού βγει από τη φυλακή. Πολλοί παράγοντες παίζουν ρόλο στη διαμόρφωση αυτής της τιμής:\n\n– ΜΕΙΩΣΗ Σκληρή/αυστηρή τιμωρία\n– ΜΕΙΩΣΗ Επιτυχημένα προγράμματα αναμόρφωσης\n– ΑΥΞΗΣΗ Κακή υγεία και έλλειψη ασφάλειας\n– ΑΥΞΗΣΗ Αθεράπευτοι εθισμοί σε ναρκωτικά και αλκοόλ\n– ΑΥΞΗΣΗ Συμμετοχή σε συμμορία\n\n\n– Η ηλικία του κρατουμένου είναι αποφασιστικός παράγοντας.\n– Ο αριθμός των προηγούμενων καταδικών είναι σημαντική ένδειξη.\n– Η στήριξη από μια μεγάλη οικογένεια μπορεί να βοηθήσει.
score_tooltip_clemencychance_title      Πιθανότητα χάριτος
score_tooltip_clemencychance            Η πιθανότητα ότι το αρμόδιο δικαστήριο θα δώσει χάρη και θα ελαττώσει τη θανατική ποινή του κρατουμένου. Αυτή η τιμή μειώνεται με κάθε ανεπιτυχή έφεση, μέχρι να πέσει κάτω από το Εγκεκριμένο από την Πολιτεία σθένος καταδίκης, οπότε και δίνεται πλήρης εξουσιοδότηση να προχωρήσει η διαδικασία. Ο προγραμματισμός της εκτέλεσης του κρατουμένου πριν από αυτό το σημείο θα οδηγήσει σε αυστηρές κυρώσεις, αν ανακαλυφθεί αργότερα ότι η έφεση του κρατουμένου θα είχε γίνει αποδεκτή.\n\nΑν δοθεί χάρη, ο κρατούμενος θα αποφυλακιστεί αμέσως (αν κριθεί αθώος) ή θα μετατραπεί σε κρατούμενο Υψίστης ασφαλείας (αν συνεχίσει να θεωρείται ένοχος).
score_tooltip_currentchance             Το Εγκεκριμένο από την Πολιτεία σθένος καταδίκης είναι *X%
score_tooltip_clemencywarning           Η πιθανότητα να δοθεί χάρη σε αυτόν τον κρατούμενο είναι πάνω από το Εγκεκριμένο από την Πολιτεία επίπεδο ασφαλείας. Αν συνεχίσεις αυτή την εκτέλεση και αργότερα ανακαλυφθεί ότι θα δινόταν χάρη στον κρατούμενο, η ευθύνη θα αποδοθεί προσωπικά σε εσένα.  

experiencefactor_FractionalLockedUp     *X% παραμονής έγκλειστος
experiencefactor_FractionalReform       *X% παραμονής σε προγράμματα αναμόρφωσης
experiencefactor_fractionalWorking      *X% παραμονής σε εργασία
experiencefactor_fractionalsuppressed   *X% παραμονής σε καταστολή
experiencefactor_fractionalinjured      *X% παραμονής με αθεράπευτα τραύματα
experiencefactor_fractionalintoxicated  *X% παραμονής υπό επήρεια (ναρκωτικά/αλκοόλ/απεξάρτηση)
experiencefactor_fractionalmisbehaving  *X% παραμονής κακή αγωγή
experiencefactor_fractionalarmedguard   *X% παραμονής υπό ένοπλη επίβλεψη ή καταστολή
experiencefactor_fractionalwellfed      *X% παραμονής καλή διατροφή
experiencefactor_fractionalexercising   *X% παραμονής γυμναστική
experiencefactor_fractionalfreetime     *X% παραμονής ελεύθερος χρόνος

experiencefactor_passedeasyprograms             Πέρασε *X εύκολα προγράμματα
experiencefactor_passedintermediateprograms     Πέρασε *X μέτρια προγράμματα
experiencefactor_passedadvancedprograms         Πέρασε *X προχωρημένα προγράμματα
experiencefactor_passedexpertprograms           Πέρασε *X εξειδικευμένα προγράμματα

experiencefactor_YearsServed            Εξέτισε *X χρόνια
experiencefactor_fights                 Εμπλοκή σε περιστατικά βίας
experiencefactor_murders                Διέπραξε φόνο *X φορές στη φυλακή σου
experiencefactor_escapeattempts         Προσπάθησε να δραπετεύσει *X φορές
experiencefactor_addictions             *X ενεργοί εθισμοί
experiencefactor_gangmembership         Μέλος συμμορίας

legend_key                              Υπόμνημα:

needs_graphscale_title                  Κρατούμενοι:
needs_key_critical                      Κρίσιμη
needs_key_high                          Υψηλή
needs_key_med                           Μεσαία
needs_key_satisfied                     Πληρούται
needs_key_active                        Ενεργή

contraband_supplyanddemand              Προσφορά και ζήτηση
contraband_narcotics                    Ναρκωτικά
contraband_weapons                      Όπλα
contraband_tools                        Εργαλεία
contraband_luxuries                     Είδη πολυτελείας
contraband_metal                        Μέταλλο
contraband_smelly                       Με μυρωδιά
contraband_rangedweapon                 Εκηβόλο όπλο
contraband_improvised                   Αυτοσχέδιο

contraband_key_supply                   Προσφορά
contraband_key_demand                   Ζήτηση
contraband_log_stolen                   ΚΛΑΠΗΚΕ
contraband_log_position                 ΘΕΣΗ
contraband_log_smuggled                 ΜΠΗΚΕ ΛΑΘΡΑΙΑ
contraband_log_traded                   ΑΝΤΑΛΛΑΧΘΗΚΕ
contraband_log_thrown                   ΠΕΤΑΧΤΗΚΕ
contraband_log_hidden                   ΚΡΥΦΤΗΚΕ
contraband_log_detected                 ΕΝΤΟΠΙΣΤΙΚΕ
contraband_log_dog                      ΣΚΥΛΟΣ
contraband_log_found                    ΒΡΕΘΗΚΕ
contraband_log_owner                    ΚΑΤΟΧΟΣ

schedule_zone_shared                    Κοινή
schedule_zone_minseconly                Χαμ. ασφ.
schedule_zone_medseconly                Μεσαίας ασφ.
schedule_zone_maxseconly                Υψίστης ασφ.
schedule_zone_protectedonly             Υπό προστασία
schedule_zone_supermaxonly              Υπερυψίστης
schedule_zone_deathrowonly              Θανατική ποινή
schedule_zone_staffonly                 Μόνο προσωπικό
schedule_zone_unlocked                  Ξεκλειδωμένο



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Κακά
action_wee                              Πιπί
action_wash                             Κάνει ντους
action_relax                            Χαλαρώνει
action_sleep                            Κοιμάται
action_nap                              Χουζουρεύει
action_getmeal                          Παίρνει φαγητό
action_sit                              Κάθεται
action_exercise                         Ασκείται
action_liftweights                      Σηκώνει βάρη
action_phonehome                        Τηλεφωνεί σε συγγενείς
action_watchtv                          Βλέπει τηλεόραση
action_playpool                         Παίζει μπιλιάρδο
action_stealknife                       Κάνει κάτι ύποπτο
action_stealspoon                       Κάνει κάτι ύποπτο
action_urinate                          Κατουράει
action_soilsuit                         Λερώνει τη στολή του
action_eat                              Τρώει
action_complain                         Παραπονιέται
action_work                             Δουλεύει
action_visitation                       Επισκεπτήριο
action_parole                           Ακρόαση αποφυλάκισης
action_none                             Καθόλου
action_misbehaving                      Συμπεριφέρεται άσχημα
action_escaping                         Δραπετεύει
action_destroying                       Καταστρέφει
action_spoiling                         Προκαλεί
action_fighting                         Παλεύει
action_rioting                          Διατάραξη κοινής ειρήνης
action_hostagetaking                    Παίρνει κρατούμενο
action_reformprogram                    Πρόγραμμα αναμόρφωσης
action_changeclothes                    Αλλάζει ρούχα
action_getbook                          Παίρνει βιβλίο
action_pray                             Προσεύχεται
action_shopping                         Ψωνίζει

status_effect_title						=[Επιδράσεις κατάστασης]=
status_effect_none						Καθόλου
status_effect_suppressed				Σε καταστολή
status_effect_goodfood					Καλοθρεμένος
status_effect_drunk						Μεθυσμένος
status_effect_high                      Υψηλή
status_effect_withdrawal				Στερητικό σύνδρομο
status_effect_tazed                     Χτυπημένος από τέιζερ
status_effect_overdosed                 Υπερβολική δόση
status_effect_surrendered               Παραδομένος
status_effect_calming                   Ήρεμος
status_effect_angst                     Θυμωμένος
status_effect_wounded                   Αιμορραγεί
status_effect_virus                     Άρρωστος/-η
status_effect_virusdeadly               Άρρωστος/-η

condition_treated                       Θεραπεύεται
condition_needstreating                 Χρειάζεται θεραπεία

experience_totaltime                    Συνολικός χρόνος
experience_misconduct                   Κακή διαγωγή
experience_lockeddown                   Αποκλεισμός
experience_regime                       Καθεστώς
experience_sleep                        Ύπνος
experience_work                         Εργασία
experience_class                        Μάθημα
experience_freetime                     Ελεύθερος χρόνος
experience_moodbad                      Κακή
experience_moodnormal                   Κανονική
experience_moodgood                     Καλή
experience_nocondition                  Καθόλου
experience_kod                          Αναίσθητος
experience_hurt                         Πληγωμένος
experience_suppressed                   Σε καταστολή
experience_intoxicated                  Υπό επήρεια
experience_wellfed                      Καλοθρεμένος
experience_exercise                     Άσκηση

need_name_nothing                       Τίποτα
need_name_bladder                       Ούρηση
need_name_bowels                        Αφόδευση
need_name_sleep                         Ύπνος
need_name_food                          Φαγητό
need_name_safety                        Ασφάλεια
need_name_hygiene                       Υγιεινή
need_name_exercise                      Άσκηση
need_name_family                        Οικογένεια
need_name_recreation                    Αναψυχή
need_name_comfort                       Άνεση
need_name_environment                   Περιβάλλον
need_name_privacy                       Ιδιωτικότητα
need_name_freedom                       Ελευθερία
need_name_clothing                      Ρούχα
need_name_drugs                         Ναρκωτικά
need_name_alcohol                       Αλκοόλ
need_name_starving                      Λιμοκτονεί
need_name_spirituality                  Πνευματικότητα
need_name_literacy                      Διάβασμα
needs_locked                            (Απαιτείται ψυχολόγος για εμφάνιση αναγκών)
needs_title                             =[Ανάγκες]=

reputation_title                        Φήμη
reputation_hidden                       (Άγνωστη φήμη)
reputation_hidden_short                 ???

reputation_legendary                    --ΘΡΥΛΙΚΟΣ--
reputation_strong                       Δυνατός
reputation_tough                        Σκληροτράχηλος
reputation_volatile                     Ευέξαπτος
reputation_snitch                       Χαφιές
reputation_deadly                       Θανατηφόρος
reputation_stoical                      Στωικός
reputation_fearless                     Ατρόμητος
reputation_exlaw                        Πρώην αστυνομικός
reputation_copkiller                    Φονιάς αστυνομικού
reputation_quick                        Γρήγορος
reputation_instigator                   Προβοκάτορας
reputation_fighter                      Επιδέξιος μαχητής
reputation_gangmember                   Μέλος συμμορίας
reputation_federalwitness               Ομοσπονδιακός μάρτυρας

reputation_strong_high                  Τρομερά δυνατός
reputation_tough_high                   Τρομερά σκληροτράχηλος
reputation_volatile_high                Τρομερά ευέξαπτος
reputation_deadly_high                  Τρομερά θανατηφόρος
reputation_exlaw_high                   Πρώην φύλακας
reputation_quick_high                   Τρομερά γρήγορος
reputation_fighter_high                 Εξαιρετικός μαχητής

reputation_legendary_high               --ΘΡΥΛΙΚΟΣ--
reputation_snitch_high                  Χαφιές
reputation_stoical_high                 Στωικός
reputation_fearless_high                Ατρόμητος
reputation_copkiller_high               Φονιάς αστυνομικού
reputation_instigator_high              Προβοκάτορας
reputation_gangmember_high              Μέλος συμμορίας

reputationtooltip_legendary             Αυτός ο κρατούμενος είναι ένας θρύλος του υπόκοσμου και διαθέτει διάφορες ικανότητες και δεξιότητες που τον καθιστούν τρομερά επικίνδυνο.
reputationtooltip_strong                Αυτός ο κρατούμενος γρονθοκοπεί δυνατά σε συμπλοκές.
reputationtooltip_tough                 Αυτός ο φυλακισμένος μπορεί να αντέξει πολύ πόνο σε συμπλοκές. Επίσης, μερικές φορές μπορεί να αντέξει και χτύπημα από Τέιζερ.
reputationtooltip_volatile              Αυτός ο κρατούμενος είναι πιθανό να εξαγριωθεί ξαφνικά, χωρίς προειδοποίηση ή αιτία.
reputationtooltip_stoical               Αυτός ο κρατούμενος δεν καταστέλλεται όταν βρίσκεται κλειδωμένος στην Απομόνωση. Απλά δεν δίνει δεκάρα.
reputationtooltip_snitch                Αυτός ο κρατούμενος είναι γνωστός πληροφοριοδότης και, συνεπώς, η ζωή του μπορεί να διατρέχει κίνδυνο. Μην τον αφήνεις μόνο με άλλους κρατουμένους για μεγάλα χρονικά διαστήματα.
reputationtooltip_deadly                Αυτός ο κρατούμενος είναι γνώστης θανατηφόρων κινήσεων μάχης και μερικές φορές μπορεί να σκοτώσει με ένα μόνο χτύπημα.
reputationtooltip_exlaw                 Αυτός ο κρατούμενος ήταν κάποτε αστυνομικός ή εργαζόταν σε κάποιο άλλο επάγγελμα επιβολής του νόμου. Η ζωή του μπορεί να διατρέχει κίνδυνο.
reputationtooltip_copkiller             Αυτός ο κρατούμενος είναι ένοχος για φόνο αστυνομικού. Οι φύλακές σου θα δυσκολεύονται να κρατήσουν την ψυχραιμία τους, όταν προσπαθούν να τον φέρουν υπό τον έλεγχό τους.
reputationtooltip_fearless              Αυτός ο κρατούμενος δεν εκφοβίζεται από τη θέα Ένοπλων φυλάκων και έχει λιγότερες πιθανότητες να παραδοθεί κατά τη διάρκεια συμπλοκής.
reputationtooltip_quick                 Αυτός ο κρατούμενος μπορεί και τρέχει πολύ γρήγορα.
reputationtooltip_instigator            Αυτός ο κρατούμενος σπέρνει τη διχόνοια σε όλους όσοι βρίσκονται κοντά του. Όταν προκαλεί μπελάδες, οι κρατούμενοι γύρω του θα ωθούνται να κάνουν κι αυτοί το ίδιο.
reputationtooltip_fighter               Αυτός ο κρατούμενος είναι ειδικός στις αμυντικές κινήσεις μάχης. Μπορεί να αφοπλίσει τον αντίπαλό του ή ακόμα και να του αποσπάσει το όπλο κατά τη διάρκεια συμπλοκής.
reputationtooltip_gangmember            Αυτός ο κρατούμενος ανήκει σε συμμορία. Θα υπερασπιστεί τα άλλα μέλη της συμμορίας του και θα θρέφει μίσος προς τις αντίπαλες συμμορίες.
reputationtooltip_federalwitness        Αυτός ο κρατούμενος είναι μάρτυρας σε μια σημαντική δικαστική υπόθεση και γι' αυτό έχει γίνει στόχος δολοφονίας από μια συμμορία ή έναν αρχιμαφιόζο.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Δουλεύει
nameplate_stationed                     Σε πόστο
nameplate_patrolling                    Περιπολεί
nameplate_resting                       Ξεκουράζεται
nameplate_tired                         Κουρασμένος/-η
nameplate_injured                       Τραυματίας
nameplate_unconscious                   Αναίσθητος/-η
nameplate_dead                          ΝΕΚΡΟΣ/-H
nameplate_released                      ΑΠΟΦΥΛΑΚΙΣΜΕΝΟΣ
nameplate_researching                   Διεξάγει έρευνα
nameplate_overdose                      ΥΠΕΡΒΟΛΙΚΗ ΔΟΣΗ
nameplate_starving                      ΛΙΜΟΚΤΟΝΕΙ
nameplate_wounded                       ΑΙΜΟΡΡΑΓΕΙ


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Τάισε όλους τους κρατουμένους
objective_caption_prisoners             Κρατούμενοι
objective_caption_meals                 Γεύματα
objective_readceosletter                Διάβασε το γράμμα του Διευθύνοντα Συμβούλου
objective_actionrequired                Αναφορές περιστατικών

objective_deathrowinmates               Κατάσταση θανατοποινιτών

objective_prisonerintake                Εισδοχή κρατουμένων
objective_intake_arrivals               *X κρατούμενοι φτάνουν στις 8 π.μ.
objective_intake_closed                 Η φυλακή σου δεν δέχεται καινούργιος καταδίκους
objective_intake_closed2                (Βλ. Αναφορά κρατουμένων)
objective_intake_closed3                (Βλ. Αναφορά εισδοχής)
objective_intake_specials				Ειδικές μεταφορές:
objective_intake_categories             Κατηγορίες:  
objective_intake_minsec                 Ελάχ.,  
objective_intake_medsec                 Κανονική,  
objective_intake_maxsec                 Ύψιστη
objective_intake_deathrow               Θανατική ποινή

objective_builddeliveriesroom           Διαμόρφωσε χώρο παραλαβών  

objective_outgoing                      Κρατούμενοι προς αποφυλάκιση
objective_outgoing_count                *X κρατούμενοι θα αποφυλακιστούν σύντομα
objective_outgoing_timer                (*X ώ.)

objective_visitors                      Επισκέπτες (8 π.μ. – 8 μ.μ.)
objective_visitors_waiting              *X οικογένειες περιμένουν επισκεπτήριο
objective_visitors_onsite               *X επισκέπτες παρόντες σε *Y ομάδες

objective_staffexhausted                Εξαντλημένο προσωπικό
objective_reststaff_exhausted           *X μέλη προσωπικού είναι εξαντλημένα.
objective_reststaff_resting             (*X ξεκουράζονται)
objective_reststaff_needstaffroom       Φτιάξε ένα δωμάτιο Προσωπικού για να ξεκουραστούν.

objective_punishment_solitary           *X σε απομόνωση
objective_punishment_solitary_queue     *X περιμένουν απομόνωση
objective_punishment_solitary_mix       *X σε απομόνωση (+*Y σε αναμονή)
objective_punishment_lockdown           *X σε αποκλεισμό
objective_incident_medical              *X χρειάζονται ιατρική φροντίδα
objective_incident_dead                 *X πτώματα

objective_prisonerparole                Ακρόαση αποφυλάκισης υπό όρους
objective_parole_count                  *X κρατούμενοι προς ακρόαση αποφυλάκισης

objective_payment_receivedfull          Πληρωμή: λήφθηκαν *X
objective_payment_receivedpart          Πληρωμή: λήφθηκαν *X από το σύνολο *Y

objective_grant_bootstraps                  Κέντρο βασικής κράτησης
objective_grant_bootstraps_description      Μετάτρεψε ένα άδειο λιβάδι σε μια λειτουργική φυλακή. Αυτή η σύμβαση με το κράτος σού δίνει τα απαραίτητα κονδύλια, ώστε να φτιάξεις τις απολύτως απαραίτητες εγκαταστάσεις για την πρώτη σου φουρνιά Κρατουμένων.
objective_grant_bootstraps_holdingcell      Φτιάξε ένα Κελί κράτησης
objective_grant_bootstraps_shower           Φτιάξε ένα Ντους
objective_grant_bootstraps_yard             Φτιάξε ένα Προαύλιο  
objective_grant_bootstraps_kitchen          Φτιάξε ένα Μαγειρείο
objective_grant_bootstraps_canteen          Φτιάξε μια Καντίνα
objective_grant_bootstraps_guard            Προσέλαβε τουλάχιστον δύο Φύλακες
objective_grant_bootstraps_chef             Προσέλαβε τουλάχιστον δύο Μάγειρες

objective_grant_administration                          Διοικητικό κέντρο
objective_grant_administration_description              Κάθε φυλακή χρειάζεται διοικητικές εγκαταστάσεις, για να εξασφαλιστεί η ομαλή λειτουργία της και να ανατεθούν διάφορες ευθύνες. Αυτή η σύμβαση χρηματοδοτεί την πρόσληψη ενός Διευθυντή και Λογιστή, καθώς και τα γραφεία τους. Έτσι θα αποκτήσουμε πρόσβαση στο πλήρες σύστημα Ομοσπονδιακών επιδοτήσεων.
objective_grant_administration_offices                  Φτιάξε δύο γραφεία
objective_grant_administration_warden                   Προσέλαβε έναν Διευθυντή  
objective_grant_administration_accountant_research      Ξεκλείδωσε το Λογιστήριο μέσω της Γραφειοκρατίας
objective_grant_administration_accountant               Προσέλαβε μια Λογίστρια

objective_grant_firstcellblock                  Πτέρυγα κράτησης Α'
objective_grant_firstcellblock_description      Τα βασικά μέρη της φυλακής λειτουργούν. Ήρθε η ώρα να χτίσεις την πρώτη σου πτέρυγα κράτησης και να μεταφέρεις τους κρατουμένους σου σε δικά τους κελιά.
objective_grant_firstcellblock_cells            Αύξησε τη Χωρητικότητα κρατουμένων σου στο 15

objective_grant_health                      Υγεία και ευεξία κρατουμένων
objective_grant_health_description          Η σωματική και πνευματική υγεία των κρατουμένων μας είναι πολύ σημαντική υπόθεση για μας. Αυτή η επιδότηση διευκολύνει την κατασκευή μιας ιατρικής πτέρυγας τελευταίας τεχνολογίας κα την πρόσληψη γιατρών και ψυχολόγων που θα φροντίζουν τις ανάγκες υγείας των κρατουμένων.
objective_grant_health_ward                 Φτιάξε μια ιατρική πτέρυγα
objective_grant_health_doctors              Προσέλαβε τουλάχιστον δύο Γιατρούς
objective_grant_health_psychologist         Προσέλαβε έναν Ψυχολόγο (απαιτείται Γραφείο)

objective_grant_bailout                     Κρατική διάσωση
objective_grant_bailout_description         Αν και το κράτος δεν είναι καθόλου ευχαριστημένο με τις επιδόσεις σου, αποφάσισε ότι δεν πρέπει να αφήσει μια τόσο μεγάλη φυλακή να χρεωκοπήσει. Θα χορηγηθούν χρήματα φορολογουμένων, για να διασωθεί η φυλακή από την πτώχευση. Εσύ, όμως, πρέπει να συμμαζέψεις τα λογιστικά σου. Δώσε ξανά θετικό πρόσημο στην ταμειακή ροή της φυλακής σου (περισσότερα ημερήσια έσοδα από έξοδα) και ξεπλήρωσε τα χρέη σου στην τράπεζα.
objective_grant_bailout_cashflow            Μεγαλύτερα έσοδα από έξοδα
objective_grant_bailout_debt                Ξεπλήρωσε τα χρέη σου


objective_grant_maintenance                         Συντήρηση Φυλακής
objective_grant_maintenance_description             Η γενική συντήρηση της φυλακής σου και των εξωτερικών χώρων της είναι σημαντική για την ασφάλεια και την προστασία του προσωπικού και των κρατουμένων σου. Προσέλαβε το απαραίτητο προσωπικό για να διατηρεί τη φυλακή σου καθαρή και οργανωμένη.
objective_grant_maintenance_research_root           Ξεκλείδωσε τη Συντήρηση μέσω της Γραφειοκρατίας
objective_grant_maintenance_research_cleaning       Ξεκλείδωσε την Καθαριότητα μέσω της Γραφειοκρατίας
objective_grant_maintenance_research_groundskeeping Ξεκλείδωσε την Κηπουρική μέσω της Γραφειοκρατίας
objective_grant_maintenance_foreman                 Προσέλαβε έναν Εργοδηγό (απαιτείται Γραφείο)
objective_grant_maintenance_janitor                 Προσέλαβε τουλάχιστον δύο Επιστάτες
objective_grant_maintenance_gardener                Προσέλαβε έναν Κηπουρό  

objective_grant_visitation                          Δικαίωμα επισκέψεων
objective_grant_visitation_description              Μερικά άλλα ιδρύματα στην περιοχή αντιμετωπίζουν δικαστικές αγωγές, επειδή αρνούνται στους κρατουμένους τους το δικαίωμα επισκέψεων. Επειδή οι επενδυτές μας θέλουν να αποφύγουμε τυχόν σκάνδαλα, μας δίνουν αυτή την επιδότηση για να εξασφαλίσουμε ότι θα υπάρχουν οι κατάλληλες εγκαταστάσεις.
objective_grant_visitation_room                     Φτιάξε μια αίθουσα Επισκεπτηρίου
objective_grant_visitation_tables                   Πρόσθεσε τουλάχιστον τρία Τραπέζια επισκεπτών
objective_grant_visitation_commonroom               Φτιάξε μια Αίθουσα αναψυχής
objective_grant_visitation_pooltable                Πρόσθεσε ένα Τραπέζι μπιλιάρδου
objective_grant_visitation_tv                       Πρόσθεσε τουλάχιστον δύο Τηλεοράσεις
objective_grant_visitation_phones                   Φτιάξε τουλάχιστον πέντε Τηλεφωνικούς θαλάμους

objective_grant_basicsecurity                       Πιστοποίηση διαδικασιών ασφαλείας
objective_grant_basicsecurity_description           Ένα συνηθισμένο λάθος που γίνεται στις καινούργιες φυλακές είναι οι παραλείψεις στον τομέα της ασφάλειας, επειδή το προσωπικό δεν είναι εξοικειωμένο με το ίδρυμα. Φρόντισε να μην έχουμε πρόωρες αναποδιές που μπορεί να βλάψουν τη μελλοντική μας υπόληψη, αυξάνοντας την ασφάλεια σε αποδεκτά επίπεδα.
objective_grant_basicsecurity_chief                 Προσέλαβε έναν Αρχιφύλακα (απαιτείται Γραφείο)
objective_grant_basicsecurity_guards                Προσέλαβε δέκα Φύλακες
objective_grant_basicsecurity_patrols               Ανάθεσε περιπολίες σε τρεις Φύλακες
objective_grant_basicsecurity_research              Ξεκλείδωσε τις Περιπολίες μέσω της Γραφειοκρατίας

objective_grant_enhancedsecurity                    Κρατική βαθμολόγηση ασφαλείας
objective_grant_enhancedsecurity_description        Το κράτος έχει ορισμένες απαιτήσεις ασφαλείας για όσες φυλακές ξεπερνούν ένα ορισμένο μέγεθος. Φυσικά, επιβάλλει βαριά πρόστιμα σε όσες δεν ικανοποιούν αυτές τις απαιτήσεις. Βεβαιώσου ότι αυτό δεν θα μας προκαλέσει προβλήματα.
objective_grant_enhancedsecurity_armoury            Φτιάξε ένα Οπλοστάσιο
objective_grant_enhancedsecurity_kennel             Φτιάξε ένα Κυνοστάσιο
objective_grant_enhancedsecurity_guards             Προσέλαβε δύο Ένοπλους φύλακες
objective_grant_enhancedsecurity_dogs               Προσέλαβε δύο Χειριστές σκύλων
objective_grant_enhancedsecurity_patroldogs         Ανάθεσε Περιπολία με σκύλους σε δύο Χειριστές σκύλων
objective_grant_enhancedsecurity_patrolarmed        Ανάθεσε Περιπολίες σε δύο Ένοπλους φύλακες

objective_grant_advancedsecurity                    Υλοποίηση υποδομής Υπερυψίστης ασφαλείας
