
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nowa gra
schedule_zone_deathrowonly              Wyrok śmierci
schedule_zone_staffonly                 Tylko dla personelu
schedule_zone_unlocked                  Strefa otwarta



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Kupa
action_wee                              Siku
action_wash                             Prysznic
action_relax                            Relaks
action_sleep                            Sen
action_nap                              Drzemka
action_getmeal                          Zdobywanie jedzenia
action_sit                              Siedzenie
action_exercise                         Ćwiczenia
action_liftweights                      Podnoszenie ciężarów
action_phonehome                        Telefon do rodziny
action_watchtv                          Oglądanie telewizji
action_playpool                         Gra w bilard
action_stealknife                       Podejrzane zachowanie
action_stealspoon                       Podejrzane zachowanie
action_urinate                          Oddawanie moczu
action_soilsuit                         Moczenie kombinezonu
action_eat                              Jedzenie
action_complain                         Narzekanie
action_work                             Praca
action_visitation                       Odwiedziny
action_parole                           Przesłuchanie w sprawie zwolnienia warunkowego
action_none                             Brak
action_misbehaving                      Złe zachowanie
action_escaping                         Uciekanie
action_destroying                       Niszczenie
action_spoiling                         Rwanie się do bójki
action_fighting                         Walczenie
action_rioting                          Zamieszki
action_hostagetaking                    Branie zakładnika
action_reformprogram                    Program resocjalizacyjny
action_changeclothes                    Przebieranie się
action_getbook                          Sięganie po książkę
action_pray                             Modlenie się
action_shopping                         Zakupy

status_effect_title						=[Stany]=
status_effect_none						Brak
status_effect_suppressed				Podporządkowany
status_effect_goodfood					Dobrze wyżywiony
status_effect_drunk						Pijany
status_effect_high                      Wys.
status_effect_withdrawal				Efekt odstawienia
status_effect_tazed                     Sparaliżowany
status_effect_overdosed                 Przedawkował
status_effect_surrendered               Skapitulował
status_effect_calming                   Uspokojony
status_effect_angst                     Wściekły
status_effect_wounded                   Krwawi
status_effect_virus                     Chory
status_effect_virusdeadly               Chory

condition_treated                       Leczony
condition_needstreating                 Wymaga leczenia

experience_totaltime                    Łączny czas
experience_misconduct                   Złe zachowanie
experience_lockeddown                   Zamknięcie
experience_regime                       Harmonogram
experience_sleep                        Spanie
experience_work                         Praca
experience_class                        Zajęcia
experience_freetime                     Wolny czas
experience_moodbad                      Zły
experience_moodnormal                   Zwykły
experience_moodgood                     Dobry
experience_nocondition                  Brak
experience_kod                          Agresja
experience_hurt                         Ranny
experience_suppressed                   Podporządkowany
experience_intoxicated                  Odurzony
experience_wellfed                      Dobrze wyżywiony
experience_exercise                     Ćwiczenia

need_name_nothing                       Nic
need_name_bladder                       Pęcherz
need_name_bowels                        Żołądek
need_name_sleep                         Spanie
need_name_food                          Żywność
need_name_safety                        Bezpieczeństwo
need_name_hygiene                       Higiena
need_name_exercise                      Ćwiczenia
need_name_family                        Rodzina
need_name_recreation                    Odpoczynek
need_name_comfort                       Komfort
need_name_environment                   Środowisko
need_name_privacy                       Prywatność
need_name_freedom                       Wolność
need_name_clothing                      Ubrania
need_name_drugs                         Narkotyki
need_name_alcohol                       Alkohol
need_name_starving                      Głód
need_name_spirituality                  Duchowość
need_name_literacy                      Umiejętność czytania/pisania
needs_locked                            (Do wyświetlenia potrzeb wymagany jest psycholog)
needs_title                             =[Potrzeby]=

reputation_title                        Reputacja
reputation_hidden                       (Nieznana reputacja)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDARNY--
reputation_strong                       Silny
reputation_tough                        Wytrzymały
reputation_volatile                     Agresywny
reputation_snitch                       Kapuś
reputation_deadly                       Śmiertelnie groźny
reputation_stoical                      Stoik
reputation_fearless                     Nieustraszony
reputation_exlaw                        Były policjant
reputation_copkiller                    Zabójca policjantów
reputation_quick                        Szybki
reputation_instigator                   Prowokator
reputation_fighter                      Zdolny w walce
reputation_gangmember                   Członek gangu
reputation_federalwitness               Świadek koronny

reputation_strong_high                  Niezwykle silny
reputation_tough_high                   Niezwykle wytrzymały
reputation_volatile_high                Niezwykle agresywny
reputation_deadly_high                  Niezwykle groźny
reputation_exlaw_high                   Były strażnik więzienny
reputation_quick_high                   Niezwykle szybki
reputation_fighter_high                 Bardzo zdolny w walce

reputation_legendary_high               --LEGENDARNY--
reputation_snitch_high                  Kapuś
reputation_stoical_high                 Stoik
reputation_fearless_high                Nieustraszony
reputation_copkiller_high               Zabójca policjantów
reputation_instigator_high              Prowokator
reputation_gangmember_high              Członek gangu

reputationtooltip_legendary             Ten więzień jest legendą w światku przestępczym i ma wiele umiejętności, które czynią go niebezpiecznym.
reputationtooltip_strong                Ten więzień ma mocny sierpowy.
reputationtooltip_tough                 Ten więzień jest w stanie wytrzymać znacznie więcej ciosów. Czasami nie reaguje także na paralizator.
reputationtooltip_volatile              Ten więzień może zaatakować bez ostrzeżenia ani powodu.
reputationtooltip_stoical               Ten więzień nie podporządkuje się po zamknięciu w izolatce. Zwyczajnie nic go nie obchodzi.
reputationtooltip_snitch                Ten więzień jest znanym informatorem, przez co jego życie może być zagrożone. Nie zostawiaj go samego z innymi więźniami na zbyt długo.
reputationtooltip_deadly                Ten więzień opanował do perfekcji sztukę walki i potrafi zabić człowieka jednym ciosem.
reputationtooltip_exlaw                 Ten więzień pracował kiedyś w policji. Jego życie może być zagrożone.
reputationtooltip_copkiller             Ten więzień zamordował policjanta. Podczas obezwładniania go strażnicy mogą stracić panowanie nad sobą.
reputationtooltip_fearless              Ten więzień nie boi się uzbrojonych strażników i rzadziej kapituluje podczas walki.
reputationtooltip_quick                 Ten więzień biega wyjątkowo szybko.
reputationtooltip_instigator            Ten więzień sieje ziarno niezgody w swoim otoczeniu. Gdy sprawia problemy, pobliscy więźniowie naśladują go.
reputationtooltip_fighter               Ten więzień opanował sztukę obrony. Może rozbroić przeciwnika, a nawet zabrać jego broń w walce.
reputationtooltip_gangmember            Ten więzień należy do gangu Będzie bronił członków gangu i żywił nienawiść do wrogich gangów.
reputationtooltip_federalwitness        Ten więzień jest świadkiem w ważnej sprawie sądowej, przez co znajduje się na celowniku gangu lub szefa mafii.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Praca
nameplate_stationed                     Stacjonuje
nameplate_patrolling                    Patroluje
nameplate_resting                       Odpoczywa
nameplate_tired                         Zmęczony
nameplate_injured                       Ranny
nameplate_unconscious                   Nieprzytomny
nameplate_dead                          MARTWY
nameplate_released                      ZWOLNIONY
nameplate_researching                   Prowadzący badania
nameplate_overdose                      PRZEDAWKOWAŁ
nameplate_starving                      GŁODUJE
nameplate_wounded                       KRWAWI


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Wykarm wszystkich więźniów
objective_caption_prisoners             Więźniowie
objective_caption_meals                 Posiłki
objective_readceosletter                Przeczytaj list od prezesa
objective_actionrequired                Raporty dot. incydentów

objective_deathrowinmates               Stan więźniów skazanych na śmierć

objective_prisonerintake                Transport więźniów
objective_intake_arrivals               O godz. 08:00 zostanie przywiezionych *X więźniów
objective_intake_closed                 Twoje więzienie nie przyjmuje nowych więźniów
objective_intake_closed2                (Patrz Raport dot. więźnia)
objective_intake_closed3                (Patrz Raport dot. transportu)
objective_intake_specials				Transport specjalny:
objective_intake_categories             Kategorie: 
objective_intake_minsec                 Niskiego ryzyka, 
objective_intake_medsec                 Średniego ryzyka, 
objective_intake_maxsec                 Maks. ryzyka
objective_intake_deathrow               Wyrok śmierci

objective_builddeliveriesroom           Wyznacz strefę dostaw 

objective_outgoing                      Więźniowie do zwolnienia
objective_outgoing_count                *X więźniów zostanie wkrótce zwolnionych
objective_outgoing_timer                (*X h)

objective_visitors                      Goście (08:00 – 20:00)
objective_visitors_waiting              *X rodzin czeka na odwiedziny
objective_visitors_onsite               W placówce przebywa *X gości w *Y grupach

objective_staffexhausted                Pracownicy przemęczeni
objective_reststaff_exhausted           *X pracowników jest przemęczonych.
objective_reststaff_resting             (*X odpoczywa)
objective_reststaff_needstaffroom       Zbuduj pokój socjalny, w którym będą mogli wypocząć

objective_punishment_solitary           *X w izolatce
objective_punishment_solitary_queue     *X oczekuje na umieszczenie w izolatce
objective_punishment_solitary_mix       *X w izolatce (+ *Y oczekuje)
objective_punishment_lockdown           *X w zamknięciu
objective_incident_medical              *X wymaga opieki lekarskiej
objective_incident_dead                 *X zwłok

objective_prisonerparole                Zwolnienia warunkowe
objective_parole_count                  *X więźniów uprawnionych do zwolnienia warunkowego

objective_payment_receivedfull          Wynagrodzenie: Otrzymano: *X
objective_payment_receivedpart          Wynagrodzenie: Otrzymano *X z *Y

objective_grant_bootstraps                  Podstawowa placówka penitencjarna
objective_grant_bootstraps_description      Zamień puste pole w funkcjonujące więzienie.  Ten kontrakt rządowy zapewnia fundusze niezbędne do zbudowania najbardziej podstawowych pomieszczeń i obiektów dla pierwszych więźniów.
objective_grant_bootstraps_holdingcell      Zbuduj pomieszczenie tymczasowe
objective_grant_bootstraps_shower           Zbuduj łazienkę
objective_grant_bootstraps_yard             Zbuduj dziedziniec 
objective_grant_bootstraps_kitchen          Zbuduj kuchnię
objective_grant_bootstraps_canteen          Zbuduj stołówkę
objective_grant_bootstraps_guard            Zatrudnij przynajmniej dwóch strażników
objective_grant_bootstraps_chef             Zatrudnij przynajmniej dwóch kucharzy

objective_grant_administration                          Centrum administracji
objective_grant_administration_description              Każde więzienie potrzebuje odpowiedniego zaplecza administracyjnego, które zadba o sprawną operację i przestrzeganie wytycznych.  Ten kontrakt pokrywa koszty zatrudnienia naczelnika i księgowego (oraz budowy biur dla nich), którzy zapewnią dostęp do pełnego systemu dotacji federalnych.
objective_grant_administration_offices                  Zbuduj dwa biura
objective_grant_administration_warden                   Zatrudnij naczelnika 
objective_grant_administration_accountant_research      Odblokuj finanse poprzez biurokrację
objective_grant_administration_accountant               Zatrudnij księgowego

objective_grant_firstcellblock                  Blok więzienny A
objective_grant_firstcellblock_description      Masz już podstawowe pomieszczenia.  Czas zbudować pierwszy blok więzienny i przenieść bieżących więźniów do własnych cel.
objective_grant_firstcellblock_cells            Podnieś maks. liczbę więźniów do 15

objective_grant_health                      Zdrowie i samopoczucie więźniów
objective_grant_health_description          Zdrowie fizyczne i psychiczne więźniów jest dla nas bardzo ważne.  Ta dotacja jest przeznaczona na budowę nowoczesnego oddziału medycznego oraz zatrudnienie lekarzy i psychologów, który zadbają o zdrowie więźniów.
objective_grant_health_ward                 Zbuduj oddział medyczny
objective_grant_health_doctors              Zatrudnij przynajmniej dwóch lekarzy
objective_grant_health_psychologist         Zatrudnij psychologa (wymaga biura)

objective_grant_bailout                     Pomoc rządowa
objective_grant_bailout_description         Władze są bardzo niezadowolone z twoich osiągnięć, ale nie chcą dopuścić do upadku tak dużej placówki. W związku z tym więzienie otrzyma wsparcie ze środków publicznych. Musisz jednak zadbać o jego finanse – przywrócić pozytywne przepływy pieniężne (dzienne dochody powinny przekraczać wydatki) i spłacić długi w banku.
objective_grant_bailout_cashflow            Dochody wyższe niż wydatki
objective_grant_bailout_debt                Spłać długi


objective_grant_maintenance                         Konserwacja więzienia
objective_grant_maintenance_description             Konserwacja więzienia i terenów zielonych jest ważna z punktu widzenia bezpieczeństwa pracowników i więźniów. Zatrudnij niezbędnych pracowników, którzy utrzymają porządek i czystość w więzieniu.
objective_grant_maintenance_research_root           Odblokuj konserwację poprzez biurokrację
objective_grant_maintenance_research_cleaning       Odblokuj sprzątanie poprzez biurokrację
objective_grant_maintenance_research_groundskeeping Odblokuj ogrodnictwo poprzez biurokrację
objective_grant_maintenance_foreman                 Zatrudnij brygadzistę (wymaga biura)
objective_grant_maintenance_janitor                 Zatrudnij przynajmniej dwóch woźnych
objective_grant_maintenance_gardener                Zatrudnij ogrodnika 

objective_grant_visitation                          Prawa do odwiedzin
objective_grant_visitation_description              Wiele placówek w regionie jest skarżona za to, że nie pozwala więźniom na odwiedziny. Aby nie dopuścić do afery, inwestorzy oferują dotację na budowę niezbędnego zaplecza.
objective_grant_visitation_room                     Zbuduj pokój odwiedzin
objective_grant_visitation_tables                   Umieść przynajmniej trzy stoły dla gości
objective_grant_visitation_commonroom               Zbuduj świetlicę
objective_grant_visitation_pooltable                Umieść stół bilardowy
objective_grant_visitation_tv                       Umieść przynajmniej dwa telewizory
objective_grant_visitation_phones                   Zbuduj przynajmniej pięć budek telefonicznych

objective_grant_basicsecurity                       Certyfikacja systemu bezpieczeństwa
objective_grant_basicsecurity_description           Częstą przypadłością nowych więzień są problemy z bezpieczeństwem wynikające z braku doświadczonego personelu. Zapobiegnij wpadkom, które mogłyby splamić naszą reputację, zwiększając bezpieczeństwo do odpowiedniego poziomu.
objective_grant_basicsecurity_chief                 Zatrudnij szefa ochrony (wymaga biura)
objective_grant_basicsecurity_guards                Zatrudnij dziesięć strażników
objective_grant_basicsecurity_patrols               Przydziel trzech strażników do patrolów
objective_grant_basicsecurity_research              Odblokuj patrole poprzez biurokrację

objective_grant_enhancedsecurity                    Rządowe wymogi bezpieczeństwa
objective_grant_enhancedsecurity_description        Władze narzucają wymogi odnośnie bezpieczeństwa w więzieniach przekraczających określony rozmiar, nakładając ciężkie grzywny za ich nieprzestrzeganie. Upewnij się, że twoje więzienie sprosta tym wymogom.
objective_grant_enhancedsecurity_armoury            Zbuduj zbrojownię
objective_grant_enhancedsecurity_kennel             Zbuduj psiarnię
objective_grant_enhancedsecurity_guards             Zatrudnij dwóch uzbrojonych strażników
objective_grant_enhancedsecurity_dogs               Zatrudnij dwóch przewodników psów
objective_grant_enhancedsecurity_patroldogs         Przydziel dwóch przewodników psów do psiego patrolu
objective_grant_enhancedsecurity_patrolarmed        Przydziel dwóch uzbrojonych strażników do patrolu

objective_grant_advancedsecurity                    Wdrożenie infrastruktury o surowym rygorze bezpieczeństwa
objective_grant_advancedsecurity_description        Dbanie o bezpieczeństwo przy dużej liczbie więźniów to spore wyzwanie, jednak koszt naruszenia zabezpieczeń jest znacznie większy niż wdrożenie odpowiednich środków. Zainstaluj niezbędne urządzenia w więzieniu
objective_grant_advancedsecurity_guards             Zwiększ liczbę strażników
objective_grant_advancedsecurity_researchcctv       Odblokuj monitoring poprzez biurokrację
objective_grant_advancedsecurity_researchbodyarmour Odblokuj kamizelkę kuloodporną poprzez biurokrację
objective_grant_advancedsecurity_researchtazers     Odblokuj paralizatory poprzez biurokrację
objective_grant_advancedsecurity_office             Zbuduj centrum bezpieczeństwa
objective_grant_advancedsecurity_cctvmonitor        Zbuduj monitor
objective_grant_advancedsecurity_cctvcameras        Rozmieść w więzieniu kamery monitoringu

objective_grant_prisonerworkforce                   Aklimatyzacja i animacja więźniów 
objective_grant_prisonerworkforce_description       Powierzanie więźniom pracy pomoże im zaaklimatyzować się, jednocześnie obniżając koszty. Zorganizuj szkolenie i zbuduj zaplecze niezbędne, aby powierzyć więźniom pracę.
objective_grant_prisonerworkforce_research          Odblokuj pracę więźniów poprzez biurokrację
objective_grant_prisonerworkforce_cleaning          Zbuduj schowek na produkty czyszczące
objective_grant_prisonerworkforce_laundry           Zbuduj pralnię
objective_grant_prisonerworkforce_kitchenclass      Przeszkol trzech więźniów z zakresu BHP w kuchni
objective_grant_prisonerworkforce_laundryassigned   Przydziel trzech więźniów do pracy w pralni
objective_grant_prisonerworkforce_kitchenassigned   Przydziel trzech więźniów do pracy w kuchni
objective_grant_prisonerworkforce_cleaningassigned  Przydziel trzech więźniów do pracy w schowku na produkty czyszczące

objective_grant_educationreformprogram              Resocjalizacja poprzez edukację
objective_grant_educationreformprogram_description  Ważna grupa lobbingowa prowadzi eksperyment społeczny na szeroką skalę dotyczący wpływu edukacji na wskaźniki recydywy wśród więźniów. Zbuduj pokoje szkoleniowe i zacznij edukować więźniów.
objective_grant_educationreformprogram_research     Odblokuj kształcenie w drodze biurokracji
objective_grant_educationreformprogram_classroom    Zbuduj pokój szkoleniowy
objective_grant_educationreformprogram_desks        Zbuduj dwadzieścia ławek szkolnych
objective_grant_educationreformprogram_foundationed Dopilnuj, aby dziesięć więźniów zdało kurs przygotowawczy
objective_grant_educationreformprogram_generaled    Dopilnuj, aby jeden więzień zdał kurs z zakresu edukacji ogólnej

objective_grant_prisonlabour                        Więzienny zakład produkcyjny
objective_grant_prisonlabour_description            Inwestorzy chcą zwiększyć rentowność więzienia i są gotowi przeznaczyć fundusze na budowę warsztatów, które pozwolą zamienić więźniów w siłę roboczą.
objective_grant_prisonlabour_workshop               Zbuduj warsztat
objective_grant_prisonlabour_saw                    Zbuduj dwie piły robocze
objective_grant_prisonlabour_press                  Zbuduj dwie prasy robocze
objective_grant_prisonlabour_reform                 Dopilnuj, aby pięć więźniów ukończyło kurs z zakresu BHP w warsztacie
objective_grant_prisonlabour_plates                 Wyprodukuj 30 tablic rejestracyjnych

objective_grant_furnituremanufacturing              Program nauki stolarstwa
objective_grant_furnituremanufacturing_description  Oferując więźniom kursy stolarskie, wyposażysz ich w wartościowe umiejętności, które przydadzą się po zwolnieniu z więzienia. Więźniowie ci mogą także produkować w twoim warsztacie wysokiej jakości meble, których sprzedaż zwiększy dochody więzienia. 
objective_grant_furnituremanufacturing_forestry     Załóż plantację drzew
objective_grant_furnituremanufacturing_table        Zbuduj dwa stoły stolarskie
objective_grant_furnituremanufacturing_reform       Dopilnuj, aby dwóch więźniów ukończyło kurs stolarski
objective_grant_furnituremanufacturing_bed          Wykonaj dwa luksusowe łóżka

objective_grant_reducestaffstress                   Działania na rzecz samopoczucia pracowników
objective_grant_reducestaffstress_description       Związki zawodowe donoszą, że osoby pracujące w więzieniach są zestresowane i przepracowane, przez co popełniają błędy w pracy. Zadbaj o to, aby w twojej placówce nie doszło do takiej sytuacji
objective_grant_reducestaffstress_staffroom         Zbuduj pokój socjalny
objective_grant_reducestaffstress_freeguards        Upewnij się, że przynajmniej pięć strażników nie ma przydzielonych zadań
objective_grant_reducestaffstress_restedstaff       Zadbaj o to, aby twój personel nie przemęczał się

objective_grant_shortterminvestment                 Krótkoterminowa inwestycja
objective_grant_shortterminvestment_description     Zainwestuj środki w fundusz oferujący pokaźny zwrot z inwestycji.
objective_grant_shortterminvestment_wait            Czekaj na środki...

objective_grant_longterminvestment                  Długoterminowa inwestycja
objective_grant_longterminvestment_description      Zainwestuj środki w fundusz długoterminowy oferujący pokaźny zwrot z inwestycji.
objective_grant_longterminvestment_wait             Czekaj na środki...

objective_grant_cellblock50                         Blok więzienny B
objective_grant_cellblock50_description             Zwykłe pomieszczenie tymczasowe nie wystarczy – czas rozbudować więzienie. 
objective_grant_cellblock50_cells                   Podnieś maks. liczbę więźniów do 50

objective_grant_cellblock100                        Blok więzienny C
objective_grant_cellblock100_description            Wykorzystaj dostępną przestrzeń, dalej rozbudowując więzienie.
objective_grant_cellblock100_cells                  Podnieś maks. liczbę więźniów do 100

objective_grant_cellblock200                        Blok więzienny D
objective_grant_cellblock200_description            Więcej więźniów oznacza więcej funduszy państwowych. Zwiększ maks. liczbę więźniów, aby skorzystać z nich.
objective_grant_cellblock200_cells                  Podnieś maks. liczbę więźniów do 200

objective_grant_cellblock500                        Blok więzienny E
objective_grant_cellblock500_description            Państwo oferuje liczne formy wsparcia finansowego dla największych więzień. Przy odrobinie pracy możesz znaleźć się w tej grupie.
objective_grant_cellblock500_cells                  Podnieś maks. liczbę więźniów do 500

objective_grant_nutritionresearch                   Badania nad dietą więzienną
objective_grant_nutritionresearch_description       Niezależna grupa badawcza oferuje środki za udział w badaniu dotyczącym skutków nawyków żywieniowych. 
objective_grant_nutritionresearch_poor              Podawaj niewielkie posiłki o niskiej różnorodności przez dwa dni
objective_grant_nutritionresearch_good              Podawaj trzy duże posiłki o wysokiej różnorodności przez dwa dni

objective_grant_drugsearch                          Wojna narkotykowa
objective_grant_drugsearch_description              Ostatnio coraz częściej mówi się o narkotykach w dużych więzieniach. Przyjmij asertywną postawę i pokaż, że pracujesz nad rozwiązaniem problemu.
objective_grant_drugsearch_find                     Znajdź dziesięć nielegalnych narkotyków

objective_grant_contrabandsupply                    Porządki w narzędziach
objective_grant_contrabandsupply_description        W świetle licznych incydentów z użyciem skradzionych przedmiotów, które miały miejsce w innych placówkach, grupa naukowców prowadzi badania nad dystrybucją narzędzi i broni w więzieniach. Ta część badania polega na próbie pozbawienia więźniów dostępu do tego typu przedmiotów.
objective_grant_contrabandsupply_tools              Zablokuj dostęp do kradzionych narzędzi
objective_grant_contrabandsupply_weapons            Zablokuj dostęp do kradzionej broni

grant_category_completed                            Ukończono:
grant_category_unlocked                             Odblokowano:
grant_category_cash                                 Środki pieniężne:
grant_category_cashflow                             Przepływy pieniężne:
grant_category_debt                                 Dług:
grant_category_prisoners                            Więźniowie:

grant_property_atleast                              Przynajmniej *X
grant_property_atmost                               Nie więcej niż *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Brak
object_box                               Pojemnik
object_stack                             Stos
object_bed                               Łóżko
object_toilet                            Toaleta
object_table                             Stół
object_chair                             Krzesło
object_bench                             Ławka
object_electricchair                     Krzesło elektryczne
object_jaildoor                          Drzwi więzienne
object_jaildoorlarge                     Duże drzwi więzienne
object_door                              Drzwi
object_solitarydoor                      Drzwi izolatki
object_staffdoor                         Drzwi dla personelu
object_remotedoor                        Drzwi zdalnie sterowane
object_roadgate                          Brama
object_jailbars                          Kraty
object_window                            Okno
object_windowlarge                       Duże okno
object_tree                              Drzewo
object_light                             Światło
object_cooker                            Kuchenka
object_fridge                            Lodówka
object_bin                               Śmietnik
object_sink                              Umywalka
object_servingtable                      Stół do podawania
object_showerhead                        Natrysk
object_brick                             Cegła
object_concrete                          Beton
object_steel                             Stal
object_ingredients                       Składniki
object_ingredientscooking                Składniki (trwa gotowanie)
object_ingredientscooked                 Składniki (ugotowane)
object_ingredientsspoiled                Składniki (zepsute)
object_meal                              Posiłek
object_foodtray                          Tacka na jedzenie
object_foodtraydirty                     Tacka na jedzenie (brudna)
object_grassturf                         Trawnik
object_prisoneruniform                   Kombinezon więzienny
object_dirtyprisoneruniform              Kombinezon więzienny (brudny)
object_crumpledprisoneruniform           Kombinezon więzienny (pognieciony)
object_bleach                            Wybielacz
object_sheetmetal                        Blacha
object_licenseplateblank                 Tablice rejestracyjne (puste)
object_licenseplate                      Tablice rejestracyjne
object_log                               Kłoda
object_wood                              Drewno
object_workman                           Robotnik
object_truckdriver                       Kierowca ciężarówki
object_guard                             Strażnik
object_riotguard                         Strażnik do tłumienia zamieszek
object_armedguard                        Uzbrojony strażnik
object_prisoner                          Więzień
object_doctor                            Lekarz
object_paramedic                         Sanitariusz
object_cook                              Kucharz
object_gardener                          Ogrodnik
object_janitor                           Woźny
object_fireman                           Strażak
object_avatar                            Awatar
object_actor                             Aktor
object_visitor                           Gość
object_executionwitness                  Świadek egzekucji
object_doghandler                        Przewodnik psa
object_dog                               Pies stróżujący 
object_dogcrate                          Klatka psa
object_teacher                           Nauczyciel
object_soldier                           Żołnierz
object_warden                            Naczelnik
object_chief                             Dyrektor
object_foreman                           Brygadzista
object_psychologist                      Psycholog
object_accountant                        Księgowy
object_lawyer                            Prawnik
object_supplytruck                       Ciężarówka dostawcza
object_prisonerbus                       Autobus więzienny
object_fireengine                        Wóz strażacki
object_riotvan                           Furgonetka policyjna
object_ambulance                         Karetka
object_hearse                            Karawan
object_trooptruck                        Ciężarówka wojskowa
object_fire                              Ogień
object_garbage                           Odpad
object_rubble                            Gruz
object_bookshelf                         Regał na książki
object_officedesk                        Biurko
object_filingcabinet                     Szafa na akta
object_medicalbed                        Łóżko medyczne
object_morgueslab                        Stół na zwłoki
object_equipment                         Element wyposażenia
object_prop                              Stojak
object_dummy                             Manekin
object_powerstation                      Stacja elektryczna
object_capacitor                         Kondensator
object_electricalcable                   Przewód elektryczny
object_powerswitch                       Wyłącznik zasilania
object_logiccircuit                      Układ logiczny
object_logicbridge                       Most logiczny
object_waterpumpstation                  Przepompownia
object_pipevalve                         Zawór
object_pipelarge                         Duża rura
object_pipesmall                         Mała rura
object_drain                             Otwór kanalizacyjny
object_sprinkler                         Zraszacz
object_metaldetector                     Wykrywacz metalu
object_weightsbench                      Ławka do podnoszenia ciężarów
object_phonebooth                        Budka telefoniczna
object_tv                                Telewizor
object_largetv                           Duży telewizor
object_pooltable                         Stół bilardowy
object_polaroid                          Zdjęcie
object_cctv                              System monitoringu
object_cctvmonitor                       Monitor
object_laundrymachine                    Pralka
object_laundrybasket                     Kosz na pranie
object_ironingboard                      Deska do prania
object_visitortable                      Stół dla gości
object_workshopsaw                       Piła robocza
object_workshoppress                     Prasa robocza
object_carpentertable                    Stół stolarski
object_boombox                           Magnetowid
object_guardlocker                       Szafka strażnika
object_sofachairsingle                   Kanapa
object_sofachairdouble                   Szeroka kanapa
object_drinkmachine                      Automat z napojami
object_arcadecabinet                     Automat do gry
object_radio                             Radio
object_bookshelflarge                    Regał biblioteczny
object_weaponrack                        Stojak na broń 
object_treestump                         Pień drzewa
object_schooldesk                        Ławka szkolna
object_superiorbed                       Luksusowe łóżko
object_doorcontrolsystem                 System sterowania drzwiami
object_phonemonitor                      Podsłuch telefonu
object_servo                             Kontroler drzwi
object_doortimer                         Włącznik czasowy drzwi
object_pressurepad                       Płytka dotykowa
object_statuslight                       Dioda
object_wire                              Połącz
object_dismantleobject                   Rozmontuj obiekt
object_dismantleutility                  Rozmontuj obiekt użytku
object_sellobject                        Sprzedaj przedmiot
object_canceljobs                        Wycofaj zadania
object_showallwires                      Pokaż przewody
object_tidywires                         Uporządkuj przewody
object_cutscenepolaroid                  Zdjęcie przerywnika filmowego
object_cutscenecamera                    Kamera przerywnika filmowego
object_cutscenecue                       Włącznik przerywnika filmowego
object_foodwaste                         Odpady spożywcze
object_altar                             Ołtarz
object_pews                              Ławki kościelne
object_prayermat                         Dywanik do modlitw
object_paroleofficer                     Kurator sądowy
object_parolelawyer                      Prawnik ds. zwolnień warunkowych
object_spiritualleader                   Przywódca religijny
object_librarybookshelf                  Regał biblioteczny
object_librarybookunsorted               Książka biblioteczna (nieskatalogowana)
object_librarybooksorted                 Książka biblioteczna (skatalogowana)
object_sortingtable                      Stół do sortowania
object_ruinedbook                        Zniszczona książka
object_foodbowl                          Żywność
object_appealslawyer                     Prawnik ds. odwołań
object_appealsmagistrate                 Sędzia ds. odwołań
object_mailsatchel                       Torba pocztowa
object_mailunsorted                      Nieposortowana poczta
object_mailsorted                        Posortowana poczta
object_prisonermail                      Poczta
object_prisonermailopened                List (otwarty)
object_shopfront                         Lada sklepowa
object_shopgoods                         Artykuły sklepowe
object_shopshelf                         Półka sklepowa

material_none                            Brak
material_building                        Budynek (ceglany)
material_buildingconcrete                Budynek (betonowy)
material_demolish                        Wyburz
material_clearindoorarea                 Wyczyść wnętrze
material_demolishwalls                   Zburz ściany
material_removetunnels                   Usuń tunele
material_canceljobs                      Wycofaj zadania
material_dirt                            Gleba
material_sand                            Piasek
material_pavingstone                     Płyta chodnikowa
material_grass                           Trawa
material_gravel                          Żwir
material_road                            Droga
material_roadmarkings                    Oznakowanie drogi
material_roadmarkingsleft                Oznakowanie drogi (lewo)
material_roadmarkingsright               Oznakowanie drogi (prawo)
material_stone                           Kamień
material_fence                           Ogrodzenie
material_concretetiles                   Płytki betonowe
material_concretefloor                   Betonowa posadzka
material_woodenfloor                     Drewniana posadzka
material_ceramicfloor                    Ceramiczna posadzka
material_mosaicfloor                     Mozaikowa posadzka
material_metalfloor                      Metalowa podłoga
material_marbletiles                     Płytki marmurowe
material_whitetiles                      Białe płytki
material_fancytiles                      Stylowe płytki
material_concretewall                    Betonowa ściana
material_brickwall                       Ceglana ściana
material_perimeterwall                   Ściana ogrodzenia
material_burntfloor                      Nadpalona posadzka
material_burntwall                       Nadpalona ściana
material_buildingframe                   Szkielet budynku
material_roof                            Dach

room_none                                Brak
room_cell                                Cela
room_holdingcell                         Pomieszczenie tymczasowe
