
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nová hra
score_tooltip_health                    Záznam vězňova zdravotního stavu a snesitelnosti podmínek během jeho pobytu ve věznici. Do tohoto ukazatele se započítává také cvičení pod širým nebem a kvalitní strava. Hodnocení snižují neošetřená zranění a užívání drog nebo alkoholu.\n\nNízké hodnocení zvyšuje pravděpodobnost spáchání dalšího trestného činu, zvlášť pokud vězeň zařízení opustí s neléčenou závislostí na drogách nebo alkoholu.
score_tooltip_security                  Hodnocení, které ukazuje, jak pečlivě byl tento vězeň střežen. Pobyt na cele pod dozorem ozbrojených strážných tento ukazatel výrazně zvyšuje. Body se naopak odečítají za to, pokud se vězeň zapojí do rvaček, někoho zavraždí nebo se pokusí o útěk.\n\nNízké hodnocení značí, že vězeň pokračoval ve svém kriminálním chování i za zdmi vězení, pravděpodobnost recidivity po propuštění tedy bude vysoká.

score_tooltip_reoffendingchance         Odhadovaná pravděpodobnost, zda se vězeň po propuštění dopustí nějakého dalšího trestného činu. Tuto hodnotu ovlivňuje velké množství různých faktorů:\n\n- SNÍŽENÍ Silné/tvrdé tresty\n- SNÍŽENÍ Úspěšné dokončení nápravných programů\n- ZVÝŠENÍ Špatná zdravotní péče a slabé zabezpečení\n- ZVÝŠENÍ Neléčené závislosti na drogách a alkoholu\n- ZVÝŠENÍ Členství v gangu\n\n\n- Jedním z hlavních faktorů je vězňův věk.\n- Výrazným indikátorem je počet předchozích provinění.\n- Pomoci může pevná podpora ze strany rodinných příslušníků.
score_tooltip_clemencychance_title      Pravděpodobnost omilostnění
score_tooltip_clemencychance            Pravděpodobnost, že odvolací komise udělí vězni milost a změní trest smrti na nižší typ potrestání. Každé neúspěšné odvolání tuto hodnotu snižuje. Jakmile klesne pod státem schválenou míru usvědčení, lze přistoupit k vykonání rozsudku. Pokud popravu naplánuješ dříve a následně se ukáže, že vězňovo odvolání by bylo úspěšné, budeš čelit vážným následkům.\n\nV případě omilostnění bude vězeň buď okamžitě propuštěn (prokáže-li se, že byl nevinný), nebo přesunut do sekce s maximální ostrahou (jestliže bude i nadále považován za vinného).
score_tooltip_currentchance             Státem schválená míra usvědčení je *X %
score_tooltip_clemencywarning           Pravděpodobnost, že bude tento vězeň omilostněn, se momentálně pohybuje nad státem schválenou úrovní. Přistoupíš-li k popravě a dodatečně se prokáže, že vězni mohla být udělena milost, padne zodpovědnost na tvou hlavu. 

experiencefactor_FractionalLockedUp     *X % času v cele
experiencefactor_FractionalReform       *X % času v nápravných programech
experiencefactor_fractionalWorking      *X % času v práci
experiencefactor_fractionalsuppressed   *X % času pod kontrolou
experiencefactor_fractionalinjured      *X % času s neléčenými zraněními
experiencefactor_fractionalintoxicated  *X % času intoxikován (drogy / alkohol / abstinenční příznaky)
experiencefactor_fractionalmisbehaving  *X % času porušoval pravidla
experiencefactor_fractionalarmedguard   *X % času pod kontrolou nebo ozbrojeným dohledem
experiencefactor_fractionalwellfed      *X % času dobře nakrmen
experiencefactor_fractionalexercising   *X % času strávil cvičením
experiencefactor_fractionalfreetime     *X % času strávil volnou zábavou

experiencefactor_passedeasyprograms             Dokončené snadné programy – *X
experiencefactor_passedintermediateprograms     Dokončené středně pokročilé programy – *X
experiencefactor_passedadvancedprograms         Dokončené pokročilé programy – *X
experiencefactor_passedexpertprograms           Dokončené odborné programy – *X

experiencefactor_YearsServed            *X let ve vězení
experiencefactor_fights                 Účast v násilných incidentech
experiencefactor_murders                Ve vězení se *Xkrát dopustil vraždy
experiencefactor_escapeattempts         Pokusil se *Xkrát o útěk
experiencefactor_addictions             Současné závislosti – *X
experiencefactor_gangmembership         Člen gangu

legend_key                              Klíč:

needs_graphscale_title                  Vězni:
needs_key_critical                      Kritická
needs_key_high                          Vyšší
needs_key_med                           Střední
needs_key_satisfied                     Uspokojeno
needs_key_active                        Aktivní

contraband_supplyanddemand              Nabídka a poptávka
contraband_narcotics                    Narkotika
contraband_weapons                      Zbraně
contraband_tools                        Nástroje
contraband_luxuries                     Luxusní předměty
contraband_metal                        Kov
contraband_smelly                       Páchnoucí předmět
contraband_rangedweapon                 Zbraň na dálku
contraband_improvised                   Improvizované

contraband_key_supply                   Nabídka
contraband_key_demand                   Poptávka
contraband_log_stolen                   UKRADENO
contraband_log_position                 UMÍSTĚNÍ
contraband_log_smuggled                 PROPAŠOVÁNO
contraband_log_traded                   VYMĚNĚNO
contraband_log_thrown                   ZAHOZENO
contraband_log_hidden                   UKRYTO
contraband_log_detected                 ODHALENO
contraband_log_dog                      PES
contraband_log_found                    NALEZENO
contraband_log_owner                    VLASTNÍK

schedule_zone_shared                    Sdíleno
schedule_zone_minseconly                Min. ostraha
schedule_zone_medseconly                Stř. ostraha
schedule_zone_maxseconly                Max. ostraha
schedule_zone_protectedonly             Ochranná vazba
schedule_zone_supermaxonly              Supermax. ostraha
schedule_zone_deathrowonly              Cela smrti
schedule_zone_staffonly                 Pouze zaměstnanci
schedule_zone_unlocked                  Odemčeno



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Na velkou
action_wee                              Na malou
action_wash                             Sprchuje se
action_relax                            Odpočívá
action_sleep                            Spí
action_nap                              Dříme
action_getmeal                          Bere si jídlo
action_sit                              Sedí
action_exercise                         Cvičí
action_liftweights                      Posiluje
action_phonehome                        Volá rodině
action_watchtv                          Dívá se na televizi
action_playpool                         Hraje kulečník
action_stealknife                       Chová se podezřele
action_stealspoon                       Chová se podezřele
action_urinate                          Močí
action_soilsuit                         Pomočuje se
action_eat                              Jí
action_complain                         Stěžuje si
action_work                             Pracuje
action_visitation                       Má návštěvu
action_parole                           Slyšení před komisí
action_none                             Nic
action_misbehaving                      Dělá potíže
action_escaping                         Prchá
action_destroying                       Ničí
action_spoiling                         Vyhledává boj
action_fighting                         Bojuje
action_rioting                          Bouří se
action_hostagetaking                    Drží rukojmí
action_reformprogram                    V nápravném programu
action_changeclothes                    Převléká se
action_getbook                          Bere si knihu
action_pray                             Modlí se
action_shopping                         Nakupuje

status_effect_title						=[Efekty stavu]=
status_effect_none						Nic
status_effect_suppressed				Poslušný
status_effect_goodfood					Najedený
status_effect_drunk						Opilý
status_effect_high                      Pod vlivem drog
status_effect_withdrawal				S abstinenčními příznaky
status_effect_tazed                     Zasažen tazerem
status_effect_overdosed                 Předávkovaný
status_effect_surrendered               Vzdává se
status_effect_calming                   Zklidňuje se
status_effect_angst                     Zuří
status_effect_wounded                   Krvácí
status_effect_virus                     Nemocný
status_effect_virusdeadly               Nemocný

condition_treated                       Ošetřený
condition_needstreating                 Potřebuje ošetření

experience_totaltime                    Celkový čas
experience_misconduct                   Neposlušnost
experience_lockeddown                   Pobyt na cele
experience_regime                       Denní režim
experience_sleep                        Spánek
experience_work                         Práce
experience_class                        Výuka
experience_freetime                     Volný čas
experience_moodbad                      špatná
experience_moodnormal                   normální
experience_moodgood                     dobrá
experience_nocondition                  Nic
experience_kod                          Knokautován
experience_hurt                         Zraněný
experience_suppressed                   Poslušný
experience_intoxicated                  Intoxikovaný
experience_wellfed                      Najedený
experience_exercise                     Cvičí

need_name_nothing                       Nic
need_name_bladder                       Na malou
need_name_bowels                        Na velkou
need_name_sleep                         Spánek
need_name_food                          Jídlo
need_name_safety                        Bezpečí
need_name_hygiene                       Hygiena
need_name_exercise                      Cvičení
need_name_family                        Rodina
need_name_recreation                    Rekreace
need_name_comfort                       Pohodlí
need_name_environment                   Prostředí
need_name_privacy                       Soukromí
need_name_freedom                       Svoboda
need_name_clothing                      Oblečení
need_name_drugs                         Drogy
need_name_alcohol                       Alkohol
need_name_starving                      Hlad
need_name_spirituality                  Duchovno
need_name_literacy                      Gramotnost
needs_locked                            (K zobrazení potřeb je nezbytný psycholog)
needs_title                             =[Potřeby]=

reputation_title                        Reputace
reputation_hidden                       (Reputace neznámá)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDÁRNÍ--
reputation_strong                       Silný
reputation_tough                        Odolný
reputation_volatile                     Labilní
reputation_snitch                       Práskač
reputation_deadly                       Zabiják
reputation_stoical                      Kliďas
reputation_fearless                     Neohrožený
reputation_exlaw                        Bývalý strážce zákona
reputation_copkiller                    Zabiják policistů
reputation_quick                        Rychlý
reputation_instigator                   Provokatér
reputation_fighter                      Zkušený rváč
reputation_gangmember                   Člen gangu
reputation_federalwitness               Federální svědek

reputation_strong_high                  Extrémně silný
reputation_tough_high                   Extrémně odolný
reputation_volatile_high                Extrémně labilní
reputation_deadly_high                  Extrémně nebezpečný
reputation_exlaw_high                   Bývalý dozorce
reputation_quick_high                   Extrémně rychlý
reputation_fighter_high                 Zkušený bojovník

reputation_legendary_high               --LEGENDÁRNÍ--
reputation_snitch_high                  Práskač
reputation_stoical_high                 Kliďas
reputation_fearless_high                Neohrožený
reputation_copkiller_high               Zabiják policistů
reputation_instigator_high              Provokatér
reputation_gangmember_high              Člen gangu

reputationtooltip_legendary             Tento vězeň je ve zločineckém podsvětí legendou a má mnoho schopností a dovedností, které z něj činí velice nebezpečného protivníka.
reputationtooltip_strong                Tento vězeň během boje rozdává čím dál silnější rány.
reputationtooltip_tough                 Tento vězeň v boji vydrží mnohem více ran než ostatní. Občas ho dokonce neskolí ani zásah tazerem.
reputationtooltip_volatile              Tohoto vězně může kdykoliv bez varování popadnout záchvat vzteku.
reputationtooltip_stoical               Zavření na samotku nepřiměje tohoto vězně k poslušnosti. Je mu to jedno.
reputationtooltip_snitch                O tomto vězni se všeobecně ví, že je informátorem, a jeho život je tedy v ohrožení. Nenechávej ho příliš dlouho o samotě s ostatními vězni.
reputationtooltip_deadly                Tento vězeň je mistrem smrtících bojových umění a občas dokáže svého protivníka zabít jediným úderem.
reputationtooltip_exlaw                 Tento vězeň býval policistou nebo nějakým jiným způsobem dohlížel na dodržování zákonů. Jeho život může být v ohrožení.
reputationtooltip_copkiller             Tento vězeň zavraždil policistu. Hrozí nebezpečí, že když jej budou tví strážní muset zpacifikovat, přestanou se kontrolovat.
reputationtooltip_fearless              Přítomnost ozbrojených strážných nenažene tomuto vězni žádný strach a v boji se jen tak nevzdá.
reputationtooltip_quick                 Tento vězeň umí neobvykle rychle běhat.
reputationtooltip_instigator            Tento vězeň všude kolem sebe rozsévá semínka nespokojenosti. Jakmile začne způsobovat potíže, lidé kolem něj cítí potřebu se k němu připojit.
reputationtooltip_fighter               Tento vězeň je zdatný v umění sebeobrany. Dokáže své protivníky odzbrojit a případně použít jejich zbraně proti jim samotným.
reputationtooltip_gangmember            Tento vězeň je členem gangu. Bude bránit své bratry a zuřivě nenávidí členy znepřátelených gangů.
reputationtooltip_federalwitness        Tento vězeň je důležitým svědkem v jistém ostře sledovaném případu, na jeho hlavu je tedy gangem nebo mafiánským bossem vypsána odměna.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Pracuje
nameplate_stationed                     Na pozici
nameplate_patrolling                    Hlídá
nameplate_resting                       Odpočívá
nameplate_tired                         Únava
nameplate_injured                       Zranění
nameplate_unconscious                   V bezvědomí
nameplate_dead                          PO SMRTI
nameplate_released                      PROPUŠTĚN
nameplate_researching                   Výzkum
nameplate_overdose                      PŘEDÁVKOVANÝ
nameplate_starving                      HLADOVÍ
nameplate_wounded                       KRVÁCÍ


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Nakrm všechny vězně
objective_caption_prisoners             Vězni
objective_caption_meals                 Jídla
objective_readceosletter                Přečti si dopis od ředitele
objective_actionrequired                Hlášení o incidentech

objective_deathrowinmates               Stav vězňů z cely smrti

objective_prisonerintake                Příjem vězňů
objective_intake_arrivals               V 8:00 dorazí *X vězňů
objective_intake_closed                 Tvoje věznice momentálně nepřijímá další vězně
objective_intake_closed2                (viz hlášení Vězni)
objective_intake_closed3                (viz hlášení Příjem)
objective_intake_specials				Speciální převody:
objective_intake_categories             Kategorie 
objective_intake_minsec                 minimální, 
objective_intake_medsec                 střední, 
objective_intake_maxsec                 maximální
objective_intake_deathrow               Cela smrti

objective_builddeliveriesroom           Vyznač vykládací oblast 

objective_outgoing                      Propuštění vězňů
objective_outgoing_count                Brzy dojde k propuštění *X vězňů
objective_outgoing_timer                (*X hod.)

objective_visitors                      Návštěvy (8:00 – 20:00)
objective_visitors_waiting              *X rodiny čekají na umožnění návštěvy
objective_visitors_onsite               V areálu je *X návštěvníků v *Y skupinách

objective_staffexhausted                Vyčerpaní zaměstnanci
objective_reststaff_exhausted           *X z tvých zaměstnanců trpí vyčerpáním.
objective_reststaff_resting             (odpočívají: *X)
objective_reststaff_needstaffroom       Postav klubovnu, aby si měli kde odpočinout.

objective_punishment_solitary           *X na samotce
objective_punishment_solitary_queue     *X ve frontě na samotku
objective_punishment_solitary_mix       *X na samotce (+*Y ve frontě)
objective_punishment_lockdown           *X na celách
objective_incident_medical              *X s potřebou ošetření
objective_incident_dead                 *X po smrti

objective_prisonerparole                Podmínečné propuštění
objective_parole_count                  *X vězni čekají na podmínečné propuštění

objective_payment_receivedfull          Platba: obdrženo *X
objective_payment_receivedpart          Platba: obdrženo *X z celkové částky *Y

objective_grant_bootstraps                  Základní detenční centrum
objective_grant_bootstraps_description      Postav funkční věznici na zelené louce.  Tento vládní kontrakt ti poskytne prostředky potřebné pro vybudování základního zázemí pro přijetí první várky vězňů.
objective_grant_bootstraps_holdingcell      Postav společnou celu
objective_grant_bootstraps_shower           Postav sprchu
objective_grant_bootstraps_yard             Postav dvůr 
objective_grant_bootstraps_kitchen          Postav kuchyň
objective_grant_bootstraps_canteen          Postav jídelnu
objective_grant_bootstraps_guard            Najmi alespoň dva strážné
objective_grant_bootstraps_chef             Najmi alespoň dva kuchaře

objective_grant_administration                          Administrativní centrum
objective_grant_administration_description              Každé vězení potřebuje funkční administrativní centrum, které se stará o hladký a efektivní chod věznice.  Tento kontrakt ti umožní najmout správce věznice a účetní a zařídit jim kanceláře, čímž získáme přístup k plnému federálnímu grantovému systému.
objective_grant_administration_offices                  Postav dvě kanceláře
objective_grant_administration_warden                   Najmi správce věznice 
objective_grant_administration_accountant_research      Zpřístupni si ve Správě věznice možnost Finance
objective_grant_administration_accountant               Najmi účetní

objective_grant_firstcellblock                  Blok A
objective_grant_firstcellblock_description      Základy bychom měli.  Je na čase postavit první blok cel a přesunout do nich stávající vězně.
objective_grant_firstcellblock_cells            Zvyš kapacitu na 15 vězňů

objective_grant_health                      Zdraví a spokojenost vězňů
objective_grant_health_description          Tělesné a duševní zdraví vězňů je velice důležité.  Cílem tohoto grantu je umožnit vybudování špičkové ošetřovny a poskytnout prostředky na najmutí doktorů a psychologů, kteří se budou starat o zdravotní stav zdejších chovanců.
objective_grant_health_ward                 Postav ošetřovnu
objective_grant_health_doctors              Najmi alespoň dva doktory
objective_grant_health_psychologist         Najmi psychologa (potřebuje kancelář)

objective_grant_bailout                     Vládní dotace
objective_grant_bailout_description         Úřady jsou s tvým výkonem silně nespokojené, ale dospěly k názoru, že tvá věznice je příliš velká, než aby ji mohly nechat svému osudu. Poskytnou ti dotaci, aby vězení zachránily před krachem. Musíš ovšem dát do pořádku finance – zajistit kladné cashflow (denní příjmy musí převyšovat výdaje) a splatit dluhy u banky.
objective_grant_bailout_cashflow            Měj příjmy vyšší než výdaje
objective_grant_bailout_debt                Splať dluhy


objective_grant_maintenance                         Správa věznice
objective_grant_maintenance_description             Všeobecná údržba věznice a jejích pozemků je důležitá pro bezpečí zaměstnanců i vězňů. Najmi potřebný personál, který se bude starat v celém areálu o čistotu a pořádek.
objective_grant_maintenance_research_root           Zpřístupni si ve Správě věznice možnost Údržba
objective_grant_maintenance_research_cleaning       Zpřístupni si ve Správě věznice možnost Úklid
objective_grant_maintenance_research_groundskeeping Zpřístupni si ve Správě věznice možnost Venkovní úklid
objective_grant_maintenance_foreman                 Najmi předáka (potřebuje kancelář)
objective_grant_maintenance_janitor                 Najmi alespoň dva uklízeče
objective_grant_maintenance_gardener                Najmi zahradníka 

objective_grant_visitation                          Povolení k návštěvám
objective_grant_visitation_description              Na mnohá okolní nápravná zařízení se snáší kritika za to, že jejich vedení odpírá vězňům návštěvy příbuzných. Investoři se chtějí vyvarovat skandálu, a tak se rozhodli ti poskytnout tento grant na zajištění a vybavení prostor potřebných pro návštěvy.
objective_grant_visitation_room                     Vybuduj návštěvní místnost
objective_grant_visitation_tables                   Nainstaluj alespoň tři stoly pro návštěvy
objective_grant_visitation_commonroom               Vybuduj společenskou místnost
objective_grant_visitation_pooltable                Nainstaluj kulečníkový stůl
objective_grant_visitation_tv                       Nainstaluj alespoň dvě televize
objective_grant_visitation_phones                   Nainstaluj alespoň pět telefonních automatů

objective_grant_basicsecurity                       Certifikace bezpečnostních postupů
objective_grant_basicsecurity_description           Běžnou slabinou nových věznic jsou mezery v bezpečnostních opatřeních, které vznikají nedostatkem zkušeností personálu. Zvyš míru zabezpečení na přijatelnou úroveň a zabraň tak vzniku úvodních pochybení, která by nám v budoucnu poškozovala reputaci.
objective_grant_basicsecurity_chief                 Najmi šéfa ostrahy (potřebuje kancelář)
objective_grant_basicsecurity_guards                Najmi deset strážných
objective_grant_basicsecurity_patrols               Přiděl třem strážným hlídkové trasy
objective_grant_basicsecurity_research              Zpřístupni si ve Správě věznice možnost Hlídky

objective_grant_enhancedsecurity                    Vládní hodnocení bezpečnosti
objective_grant_enhancedsecurity_description        Úřady, jež dohlížejí na naši činnost, mají jisté požadavky na zabezpečení věznic, které překročí určitou úroveň, a v případě jejich nedodržení udělují přísné pokuty. Postarej se, abychom v tomto ohledu neměli žádné problémy.
objective_grant_enhancedsecurity_armoury            Postav zbrojnici
objective_grant_enhancedsecurity_kennel             Postav psinec
objective_grant_enhancedsecurity_guards             Najmi dva ozbrojené strážné
objective_grant_enhancedsecurity_dogs               Najmi dva psovody
objective_grant_enhancedsecurity_patroldogs         Přiděl dvěma psovodům hlídkovou trasu se psy
objective_grant_enhancedsecurity_patrolarmed        Přiděl dvěma ozbrojeným strážným hlídkovou trasu

objective_grant_advancedsecurity                    Infrastruktura pro maximální ostrahu
objective_grant_advancedsecurity_description        Zabezpečení ostrahy velkého množství vězňů není nijak snadné, ovšem cena za její porušení mnohonásobně převyšuje náklady na implementaci správných bezpečnostních opatření. Rozmísti po své věznici potřebné vybavení.
objective_grant_advancedsecurity_guards             Zvyš počet svých strážných
objective_grant_advancedsecurity_researchcctv       Zpřístupni si ve Správě věznice možnost Bezpečnostní kamery
objective_grant_advancedsecurity_researchbodyarmour Zpřístupni si ve Správě věznice možnost Neprůstřelné vesty
objective_grant_advancedsecurity_researchtazers     Zpřístupni si ve Správě věznice možnost Tazery
objective_grant_advancedsecurity_office             Vybuduj místnost ostrahy
objective_grant_advancedsecurity_cctvmonitor        Nainstaluj monitor bezpečnostních kamer
objective_grant_advancedsecurity_cctvcameras        Rozmísti po věznici bezpečnostní kamery

objective_grant_prisonerworkforce                   Aklimatizace vězňů a jejich zapojení do práce 
objective_grant_prisonerworkforce_description       Nechat vězně podílet se na práci ve věznici je dobrým způsobem, jak je zapojit do chodu areálu, a zároveň si tím snížíš provozní náklady.  Nech je projít potřebným výcvikem a postav budovy, které budeš potřebovat pro využívání práce vězňů.
objective_grant_prisonerworkforce_research          Zpřístupni si ve Správě věznice možnost Práce vězňů
objective_grant_prisonerworkforce_cleaning          Postav úklidovou komoru
objective_grant_prisonerworkforce_laundry           Postav prádelnu
objective_grant_prisonerworkforce_kitchenclass      Nech tři vězně dokončit program Bezpečnost práce a hygiena v kuchyni
objective_grant_prisonerworkforce_laundryassigned   Přiděl třem vězňům práci v prádelně
objective_grant_prisonerworkforce_kitchenassigned   Přiděl třem vězňům práci v kuchyni
objective_grant_prisonerworkforce_cleaningassigned  Přiděl třem vězňům práci v úklidové komoře

objective_grant_educationreformprogram              Náprava vzděláním
objective_grant_educationreformprogram_description  Významná skupina aktivistů provádí rozsáhlý sociální experiment s cílem zjistit vliv vzdělávání na míru recidivity vězňů. Připrav několik učeben a začni se vzděláváním vězňů.
objective_grant_educationreformprogram_research     Zpřístupni si ve Správě věznice možnost Vzdělávání
objective_grant_educationreformprogram_classroom    Postav učebnu
objective_grant_educationreformprogram_desks        Nainstaluj dvacet školních lavic
objective_grant_educationreformprogram_foundationed Nech deset vězňů projít základním vzdělávacím kurzem
objective_grant_educationreformprogram_generaled    Nech jednoho vězně projít všeobecným vzdělávacím kurzem

objective_grant_prisonlabour                        Vězeňský výrobní komplex
objective_grant_prisonlabour_description            Investoři chtějí zvýšit výnosnost věznice a jsou ochotni ti poskytnout prostředky na vybudování dílen a přeměnu vězňů v pracovní sílu.
objective_grant_prisonlabour_workshop               Postav dílnu
objective_grant_prisonlabour_saw                    Nainstaluj do dílny dvě pily
objective_grant_prisonlabour_press                  Nainstaluj do dílny dva lisy
objective_grant_prisonlabour_reform                 Nech pět vězňů projít programem Bezpečnost práce v dílně
objective_grant_prisonlabour_plates                 Vyrob 30 registračních značek

objective_grant_furnituremanufacturing              Truhlářský program
objective_grant_furnituremanufacturing_description  V truhlářském programu se mohou vězni naučit cenné dovednosti, jež mohou následně využít po svém propuštění, a vyrábět v dílně kvalitní nábytek, jehož prodejem si zvýšíš celkové příjmy. 
objective_grant_furnituremanufacturing_forestry     Postav lesní školku
objective_grant_furnituremanufacturing_table        Nainstaluj dva truhlářské stoly
objective_grant_furnituremanufacturing_reform       Nech dva vězně projít kurzem truhlářství
objective_grant_furnituremanufacturing_bed          Vyrob deset luxusních postelí

objective_grant_reducestaffstress                   Program na zlepšení pracovních podmínek
objective_grant_reducestaffstress_description       Odborům vězeňských zaměstnanců se hromadí hlášení o tom, že na pracovníky jsou kladeny neúnosné fyzické i psychické nároky a ti se pak kvůli neustálému stresu dopouštějí chyb. Postarej se, aby ve tvé věznici k podobným incidentům nedocházelo.
objective_grant_reducestaffstress_staffroom         Postav klubovnu
objective_grant_reducestaffstress_freeguards        Měj alespoň pět strážných bez přiřazených povinností
objective_grant_reducestaffstress_restedstaff       Zajisti, aby nikdo z tvých zaměstnanců nebyl vyčerpaný

objective_grant_shortterminvestment                 Krátkodobá investice
objective_grant_shortterminvestment_description     Vlož peníze do investičního fondu, který tvé prostředky po čase zhodnotí.
objective_grant_shortterminvestment_wait            Počkej na vyplacení prostředků...

objective_grant_longterminvestment                  Dlouhodobá investice
objective_grant_longterminvestment_description      Vlož peníze do dlouhodobého investičního fondu, který tvé prostředky po čase výrazně zhodnotí.
objective_grant_longterminvestment_wait             Počkej na vyplacení prostředků...

objective_grant_cellblock50                         Blok B
objective_grant_cellblock50_description             Je na čase rozšířit věznici, aby neměla jen společnou celu. 
objective_grant_cellblock50_cells                   Zvyš kapacitu na 50 vězňů

objective_grant_cellblock100                        Blok C
objective_grant_cellblock100_description            Využij náležitě své pozemky a pokračuj v rozšiřování věznice.
objective_grant_cellblock100_cells                  Zvyš kapacitu na 100 vězňů

objective_grant_cellblock200                        Blok D
objective_grant_cellblock200_description            Více vězňů znamená větší dotace od státu. Zvyš kapacitu a náležitě toho využij.
objective_grant_cellblock200_cells                  Zvyš kapacitu na 200 vězňů

objective_grant_cellblock500                        Blok E
objective_grant_cellblock500_description            Velkým věznicím nabízejí příslušné úřady velice zajímavé státní dotace. Je na čase toho využít.
objective_grant_cellblock500_cells                  Zvyš kapacitu na 500 vězňů

objective_grant_nutritionresearch                   Výzkum vězeňské stravy
objective_grant_nutritionresearch_description       Nezávislá skupina vědců nabízí grant za účast v programu, jehož cílem je zjistit účinky podávané stravy na chování vězňů. 
objective_grant_nutritionresearch_poor              Podávej po dobu dvou dnů jediné skrovné jídlo s nízkou rozmanitostí
objective_grant_nutritionresearch_good              Podávej po dobu dvou dnů tři bohatá jídla s vysokou rozmanitostí

objective_grant_drugsearch                          Protidrogové tažení
objective_grant_drugsearch_description              Poslední dobou narůstají obavy z užívání drog ve velkých věznicích. Zaujmi aktivní postoj a ukaž, že s tímto problémem bojuješ.
objective_grant_drugsearch_find                     Najdi deset nezákonných narkotik

objective_grant_contrabandsupply                    Zátah na nástroje
objective_grant_contrabandsupply_description        V reakci na sérii incidentů v jiných věznicích, při nichž došlo ke krádežím různých předmětů, provádí jistá skupina studii o distribuci nástrojů a zbraní ve věznicích. První fází tohoto výzkumu je zabavení všech takovýchto předmětů, které se u vězňů nacházejí.
objective_grant_contrabandsupply_tools              Odeber vězňům ukradené nástroje
objective_grant_contrabandsupply_weapons            Odeber vězňům ukradené zbraně

grant_category_completed                            Dokončeno:
grant_category_unlocked                             Zpřístupněno:
grant_category_cash                                 Hotovost:
grant_category_cashflow                             Cashflow:
grant_category_debt                                 Dluh:
grant_category_prisoners                            Vězni:

grant_property_atleast                              Alespoň *X
grant_property_atmost                               Maximálně *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Nic
object_box                               Bedna
object_stack                             Hromada
object_bed                               Postel
object_toilet                            Záchod
object_table                             Stůl
object_chair                             Židle
object_bench                             Lavice
object_electricchair                     Elektrické křeslo
object_jaildoor                          Vězeňské dveře
object_jaildoorlarge                     Velké vězeňské dveře
object_door                              Dveře
object_solitarydoor                      Dveře od samotky
object_staffdoor                         Dveře pro zaměstnance
object_remotedoor                        Dálkově ovládané dveře
object_roadgate                          Příjezdová brána
object_jailbars                          Mříže
object_window                            Okno
object_windowlarge                       Velké okno
object_tree                              Strom
object_light                             Světlo
object_cooker                            Sporák
object_fridge                            Lednička
object_bin                               Odpadkový koš
object_sink                              Dřez
object_servingtable                      Servírovací stůl
object_showerhead                        Sprchová hlavice
object_brick                             Cihly
object_concrete                          Beton
object_steel                             Ocel
object_ingredients                       Potraviny
object_ingredientscooking                Potraviny (vaří se)
object_ingredientscooked                 Potraviny (uvařené)
object_ingredientsspoiled                Potraviny (zkažené)
object_meal                              Jídlo
object_foodtray                          Jídelní tác
object_foodtraydirty                     Jídelní tác (špinavý)
object_grassturf                         Trs trávy
object_prisoneruniform                   Vězeňská uniforma
object_dirtyprisoneruniform              Vězeňská uniforma (špinavá)
object_crumpledprisoneruniform           Vězeňská uniforma (zmačkaná)
object_bleach                            Bělidlo
object_sheetmetal                        Plech
object_licenseplateblank                 Registrační značky (prázdné)
object_licenseplate                      Registrační značky
object_log                               Poleno
object_wood                              Dřevo
object_workman                           Dělník
object_truckdriver                       Řidič
object_guard                             Strážný
object_riotguard                         Člen speciálních jednotek
object_armedguard                        Ozbrojený strážný
object_prisoner                          Vězeň
object_doctor                            Doktor
object_paramedic                         Zdravotník
object_cook                              Kuchař
object_gardener                          Zahradník
object_janitor                           Uklízeč
object_fireman                           Hasič
object_avatar                            Avatar
object_actor                             Herec
object_visitor                           Návštěvník
object_executionwitness                  Svědek popravy
object_doghandler                        Psovod
object_dog                               Služební pes 
object_dogcrate                          Kotec
object_teacher                           Učitel
object_soldier                           Voják
object_warden                            Správce
object_chief                             Šéf ostrahy
object_foreman                           Předák
object_psychologist                      Psycholog
object_accountant                        Účetní
object_lawyer                            Právník
object_supplytruck                       Nákladní vůz
object_prisonerbus                       Vězeňský autobus
object_fireengine                        Hasičský vůz
object_riotvan                           Zásahový vůz
object_ambulance                         Sanitka
object_hearse                            Pohřební vůz
object_trooptruck                        Vojenský vůz
object_fire                              Oheň
object_garbage                           Odpadky
object_rubble                            Suť
object_bookshelf                         Knihovna
object_officedesk                        Psací stůl
object_filingcabinet                     Kartotéka
object_medicalbed                        Nemocniční lůžko
object_morgueslab                        Pitevní stůl
object_equipment                         Vybavení
object_prop                              Pomůcka
object_dummy                             Panák
object_powerstation                      Trafostanice
object_capacitor                         Kondenzátor
object_electricalcable                   Elektrický kabel
object_powerswitch                       Spínač
object_logiccircuit                      Logický obvod
object_logicbridge                       Logické přemostění
