
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              새로시작

score_tooltip_reoffendingchance         죄수가 출소한 뒤 다시 범죄를 저지를 가능성을 나타냅니다 이 점수를 결정하는데는 많은 요인들이 고려됩니다:\n\n- 감소요인: 강력한 처벌\n- 감소요인: 성공적인 교정 프로그램\n- 증가요인: 취약한 건강과 보안\n- 증가요인: 마약 및 알콜 중독 방치\n 증가요인: 갱단 가입\n\n\n- 죄수의 나이도 중요한 요인입니다.\n- 전과 누범도 강력한 지표입니다.\n- 가족의 지원이 도움이 될 수 있습니다.
score_tooltip_clemencychance_title      감형 가능성
score_tooltip_clemencychance            재심 위원회에서 선처를 베풀어 해당 죄수의 사형선고를 감형할 가능성을 나타냅니다. 재심 청구가 기각될 때마다 이 수치가 내려가며, 수치는 사형집행 진행 절차의 승인을 얻을 수 있는 범위인 국가공인 판결확신도 미만이 될 때까지 떨어집니다. 이 수치에 도달하기 전에 사형을 집행하고, 나중에 죄수의 재심 청구가 성공적으로 받아들여질 경우, 당신은 엄청난 패널티를 받게됩니다.\n\n감형이 허가되면 해당 죄수는 즉시 석방되거나(무죄임이 밝혀질 경우) 최상 보안 등급으로 이감됩니다(여전히 유죄로 판결되는 경우).
score_tooltip_currentchance             국가공인 판결확신도: *X%
score_tooltip_clemencywarning           이 죄수가 감형을 받을 가능성이 현재 국가가 공인한 안전한 수준를 넘어섭니다. 사형집행을 진행할 경우 나중에 감형 탄원이 받아들여지면, 당신이 개인적으로 책임을 지게 됩니다. 

experiencefactor_FractionalLockedUp     감금 *X%
experiencefactor_FractionalReform       교정 프로그램 *X%
experiencefactor_fractionalWorking      노역 *X%
experiencefactor_fractionalsuppressed   제압 *X%
experiencefactor_fractionalinjured      치료받지 못한 부상 *X%
experiencefactor_fractionalintoxicated  중독(약물/알코올/금단) *X%
experiencefactor_fractionalmisbehaving  부정행위 *X%
experiencefactor_fractionalarmedguard   무장교도관에게 제압 *X%
experiencefactor_fractionalwellfed      잘먹음 *X%
experiencefactor_fractionalexercising   운동 *X%
experiencefactor_fractionalfreetime     자유시간 *X%

experiencefactor_passedeasyprograms             초급 프로그램 *X회 통과
experiencefactor_passedintermediateprograms     중급 프로그램 *X회 통과
experiencefactor_passedadvancedprograms         고급 프로그램 *X회 통과
experiencefactor_passedexpertprograms           전문 프로그램 *X회 통과

experiencefactor_YearsServed            *X년 복역
experiencefactor_fights                 폭력 행위 연루
experiencefactor_murders                교도소에서 *X번 살인
experiencefactor_escapeattempts         *X번 탈옥시도
experiencefactor_addictions             *X 중독
experiencefactor_gangmembership         갱단원

legend_key                              열쇠:

needs_graphscale_title                  죄수:
needs_key_critical                      심각
needs_key_high                          높음
needs_key_med                           중간
needs_key_satisfied                     만족
needs_key_active                        활성화

contraband_supplyanddemand              공급과 수요
contraband_narcotics                    약물
contraband_weapons                      무기
contraband_tools                        도구
contraband_luxuries                     사치품
contraband_metal                        금속
contraband_smelly                       냄새
contraband_rangedweapon                 원거리 무기
contraband_improvised                   급조무기

contraband_key_supply                   공급
contraband_key_demand                   수요
contraband_log_stolen                   탈취
contraband_log_position                 위치
contraband_log_smuggled                 밀반입됨
contraband_log_traded                   거래됨
contraband_log_thrown                   던짐
contraband_log_hidden                   숨겨짐
contraband_log_detected                 탐지됨
contraband_log_dog                      경비견
contraband_log_found                    찾음
contraband_log_owner                    소유자

schedule_zone_shared                    공용구역
schedule_zone_minseconly                저위험자
schedule_zone_medseconly                중위험자
schedule_zone_maxseconly                고위험자
schedule_zone_protectedonly             보호감호
schedule_zone_supermaxonly              초고위험자
schedule_zone_deathrowonly              사형수
schedule_zone_staffonly                 직원 전용
schedule_zone_unlocked                  잠금해제됨



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              대변보는중
action_wee                              소변보는중
action_wash                             샤워 중
action_relax                            휴식 중
action_sleep                            수면 중
action_nap                              잠깐 졸기
action_getmeal                          식사 중
action_sit                              앉음
action_exercise                         운동
action_liftweights                      역기
action_phonehome                        가족 전화
action_watchtv                          TV 시청
action_playpool                         당구
action_stealknife                       의심 행동
action_stealspoon                       의심 행동
action_urinate                          노상방뇨
action_soilsuit                         옷 더럽힘
action_eat                              식사
action_complain                         불만제기
action_work                             노역
action_visitation                       면회
action_parole                           가석방 청문회
action_none                             없음
action_misbehaving                      부정행위
action_escaping                         탈옥
action_destroying                       파괴
action_spoiling                         망침
action_fighting                         싸움
action_rioting                          폭동
action_hostagetaking                    인질 잡음
action_reformprogram                    교정 프로그램
action_changeclothes                    옷 갈아입기
action_getbook                          책 가짐
action_pray                             기도중
action_shopping                         구매중

status_effect_title						 =[상태 효과]=
status_effect_none						없음
status_effect_suppressed				제압됨
status_effect_goodfood					잘 먹음
status_effect_drunk						취함
status_effect_high                      높음
status_effect_withdrawal				금단증상
status_effect_tazed                     테이저 맞음
status_effect_overdosed                 약물남용
status_effect_surrendered               항복함
status_effect_calming                   진정됨
status_effect_angst                     화남
status_effect_wounded                   출혈
status_effect_virus                     질병
status_effect_virusdeadly               질병

condition_treated                       치료됨
condition_needstreating                 치료가 필요함

experience_totaltime                    총 시간
experience_misconduct                   불법행위
experience_lockeddown                   전체잠금
experience_regime                       시간표
experience_sleep                        취침
experience_work                         노역
experience_class                        수업
experience_freetime                     자유시간
experience_moodbad                      나쁨
experience_moodnormal                   보통
experience_moodgood                     좋음
experience_nocondition                  없음
experience_kod                          마약
experience_hurt                         아픔
experience_suppressed                   제압됨
experience_intoxicated                  중독
experience_wellfed                      잘 먹음
experience_exercise                     운동

need_name_nothing                       없음
need_name_bladder                       소변
need_name_bowels                        대변
need_name_sleep                         취침
need_name_food                          음식
need_name_safety                        안전
need_name_hygiene                       위생
need_name_exercise                      운동
need_name_family                        가족
need_name_recreation                    재미
need_name_comfort                       편안
need_name_environment                   환경
need_name_privacy                       사생활
need_name_freedom                       자유
need_name_clothing                      옷
need_name_drugs                         마약
need_name_alcohol                       알콜
need_name_starving                      굶주림
need_name_spirituality                  종교
need_name_literacy                      문학
needs_locked                            (욕구를 파악하려면 심리학자가 필요합니다)
needs_title                              =[욕구]=

reputation_title                        평판
reputation_hidden                       (평판 알 수 없음)
reputation_hidden_short                 ???

reputation_legendary                    --전설적임--
reputation_strong                       돌주먹
reputation_tough                        맷집왕
reputation_volatile                     꼴통
reputation_snitch                       밀고자
reputation_deadly                       살인병기
reputation_stoical                      고집불통
reputation_fearless                     무데뽀
reputation_exlaw                        전직 법집행관
reputation_copkiller                    경찰살해자
reputation_quick                        빠름빠름
reputation_instigator                   선동가
reputation_fighter                      노련한 싸움꾼
reputation_gangmember                   갱단원
reputation_federalwitness               증인보호프로그램 대상

reputation_strong_high                  대단한 돌주먹
reputation_tough_high                   대단한 맷집왕
reputation_volatile_high                대단한 꼴통
reputation_deadly_high                  대단한 살인병기
reputation_exlaw_high                   전직 교도관
reputation_quick_high                   대단한 빠름빠름
reputation_fighter_high                 전문 싸움꾼

reputation_legendary_high               --전설적임--
reputation_snitch_high                  밀고자
reputation_stoical_high                 고집불통
reputation_fearless_high                무데뽀
reputation_copkiller_high               경찰살해자
reputation_instigator_high              선동가
reputation_gangmember_high              갱단원

reputationtooltip_legendary             이 죄수는 전설적인 범죄자였으며, 수많은 기술과 능력이 그를 더 위협적으로 만듭니다.
reputationtooltip_strong                이 죄수는 남들보다 강한 주먹을 가지고 있습니다.
reputationtooltip_tough                 이 죄수는 싸움에서 더 오래 버팁니다. 가끔 테이저에 저항하기도 합니다.
reputationtooltip_volatile              이 죄수는 갑자기 아무런 경고나 이유없이 공격하기도 합니다.
reputationtooltip_stoical               이 죄수는 독방에 가두어도 잘 제압되지 않고 아무런 신경도 쓰지 않습니다.
reputationtooltip_snitch                이 죄수는 뛰어난 정보원으로 알려져 있으며 위험합니다. 이 죄수를 혼자 다른 죄수와 너무 오래있게 하지 마십시오.
reputationtooltip_deadly                이 죄수는 치명적인 전투에 능하며 단 한 주목으로 사람을 죽일 수도 있습니다.
reputationtooltip_exlaw                 이 죄수는 경찰관으로 활동했거나 다른 법집행 직업을 갖고 있었습니다. 그의 인생 자체가 위험으로 점철되었습니다.
reputationtooltip_copkiller             이 죄수는 경관살해죄로 잡혀왔습니다. 당신의 교도관들은 그를 진압할 수 없을수도 있습니다.
reputationtooltip_fearless              이 죄수는 무장교도관을 보더라도 고분고분해지지 않으며 싸움에서 쉽게 항복하지 않습니다.
reputationtooltip_quick                 이 죄수는 정말 빨리 달립니다.
reputationtooltip_instigator            이 죄수는 주변에 불신의 씨앗을 심습니다. 이 죄수가 문제를 일으키면 주변의 죄수도 함께할 것입니다.
reputationtooltip_fighter               이 죄수는 공격과 방어를 잘 합니다. 이 죄수는 상대방의 무장을 해제시킬 수 있으며, 무기를 뺏을수도 있습니다.
reputationtooltip_gangmember            이 죄수는 갱단에 가입했습니다. 이 죄수는 동료 갱단원을 지키고 라이벌 갱단을 공격합니다.
reputationtooltip_federalwitness        이 죄수는 중요한 사건의 증인으로 갱단이나 조직 보스로부터 살해 표적이 될 수 있습니다.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       노역
nameplate_stationed                     배치됨
nameplate_patrolling                    순찰중
nameplate_resting                       휴식중
nameplate_tired                         지침
nameplate_injured                       부상
nameplate_unconscious                   의식없음
nameplate_dead                          사망
nameplate_released                      석방
nameplate_researching                   연구중
nameplate_overdose                      약물남용
nameplate_starving                      굶주림
nameplate_wounded                       출혈


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              모든 죄수에게 식사 제공
objective_caption_prisoners             죄수
objective_caption_meals                 식사
objective_readceosletter                CEO의 편지 읽기
objective_actionrequired                사건 경위서

objective_deathrowinmates               사형수 현황

objective_prisonerintake                죄수 입소
objective_intake_arrivals               *X명의 죄수가 오전 8시에 도착합니다
objective_intake_closed                 당신의 교도소는 새로운 죄수를 받지 않습니다.
objective_intake_closed2                (보고서에서 죄수 항목 참조)
objective_intake_closed3                (보고서에서 입소 항목 참조)
objective_intake_specials				특별 이감:
objective_intake_categories             범주: 
objective_intake_minsec                 저위험자, 
objective_intake_medsec                 중위험자, 
objective_intake_maxsec                 고위험자
objective_intake_deathrow               사형수

objective_builddeliveriesroom           운송받을 지역 설정하기 

objective_outgoing                      죄수가 석방될 시간입니다
objective_outgoing_count                *X명의 죄수가 곧 석방됨
objective_outgoing_timer                (*X 시간)

objective_visitors                      면회객(8am - 8pm)
objective_visitors_waiting              *X가족이 면회 대기 중
objective_visitors_onsite               *X명의 *Y 가족이 방문합니다

objective_staffexhausted                탈진 직원
objective_reststaff_exhausted           *X명의 직원이 탈진했습니다.
objective_reststaff_resting             (*X명 휴식 중)
objective_reststaff_needstaffroom       직원이 쉴 수 있도록 직원휴게소 건설.

objective_punishment_solitary           *X명 독방 수용
objective_punishment_solitary_queue     *X명 독방 대기 중
objective_punishment_solitary_mix       *X 독방 (+*Y 대기)
objective_punishment_lockdown           *X 감금
objective_incident_medical              *X 의료 필요함
objective_incident_dead                 *X 시체

objective_prisonerparole                죄수 가석방
objective_parole_count                  *X명의 죄수 가석방 신청

objective_payment_receivedfull          지원금: *X 받음
objective_payment_receivedpart          지원금: *Y 중에서 *X 받음

objective_grant_bootstraps                  기본 구금실
objective_grant_bootstraps_description      공터를 교도소로 바꿔보세요. 이 정부 계약은 첫 죄수들을 받을 최소한의 시설을 짓는데 필요한 자금을 지원합니다.
objective_grant_bootstraps_holdingcell      유치장 건설
objective_grant_bootstraps_shower           샤워실 건설
objective_grant_bootstraps_yard             운동장 건설
objective_grant_bootstraps_kitchen          주방 건설
objective_grant_bootstraps_canteen          식당 건설
objective_grant_bootstraps_guard            최소 2명의 교도관 고용
objective_grant_bootstraps_chef             최소 2명의 요리사 고용

objective_grant_administration                          관리 사무실
objective_grant_administration_description              모든 교도소 사업에는 원활하고 책임있는 운영을 위해 사무실이 필요합니다. 이 계약은 교도소장과 회계사를 고용하고 그들의 사무실을 지을 비용을 지원합니다. 그러면 그들이 모든 정부 보조금에 접근할 수 있게 할 것입니다.
objective_grant_administration_offices                  사무실 2개 건설
objective_grant_administration_warden                   교도소장 고용
objective_grant_administration_accountant_research      업무결재시스템에서 재정을 잠금해제
objective_grant_administration_accountant               회계사 고용

objective_grant_firstcellblock                  A감방동
objective_grant_firstcellblock_description      기본적인 것은 되었습니다. 첫번째 감방동을 지어 죄수를 감방으로 보낼 때가 되었습니다.
objective_grant_firstcellblock_cells            죄수 수용 능력을 15로 증가

objective_grant_health                      재소자 건강과 복지
objective_grant_health_description          재소자들의 신체적 정신적 건강이 매우 중요합니다. 이 보조금으로 의무실을 짓고 의사와 심리학자를 고용해 재소자들의 건강 욕구를 관리하세요.
objective_grant_health_ward                 의무실 건설
objective_grant_health_doctors              최소 2명의 의사 고용
objective_grant_health_psychologist         심리학자 고용(사무실 필요)

objective_grant_bailout                     정부 긴급구제지원
objective_grant_bailout_description         정부는 당신의 실적에 크게 실망했지만 큰 교도소를 망하게 둘 수는 없었습니다. 파산을 막기 위해 자금이 지원됩니다. 하지만 현금유출입을 흑자로 바꿔야 하며(일일 수입이 지출보다 높아야 함), 은행 빚을 갚아야 합니다.
objective_grant_bailout_cashflow            수입을 지출보다 늘리기
objective_grant_bailout_debt                빚 갚기


objective_grant_maintenance                         교도소 유지관리
objective_grant_maintenance_description             교도소를 유지관리하는 것은 직원과 죄수의 보안과 안전을 위해 중요합니다. 필요한 직원을 고용하여 교도소를 청결하고 질서 있게 관리하세요.
objective_grant_maintenance_research_root           업무결재시스템에서 유지관리 잠금해제
objective_grant_maintenance_research_cleaning       업무결재시스템에서 청소 잠금해제
objective_grant_maintenance_research_groundskeeping 업무결재시스템에서 정원관리 잠금해제
objective_grant_maintenance_foreman                 현장감독 고용(사무실 필요)
objective_grant_maintenance_janitor                 최소 2명의 청소부 고용
objective_grant_maintenance_gardener                정원사 고용

objective_grant_visitation                          면회 권리
objective_grant_visitation_description              이 지역의 다른 몇몇 교도소에서는 죄수에게 면회를 허가하지 않아 법적 조치에 직면해 있습니다. 투자자들은 소동을 원치않아서 적절한 시설을 갖추도록 이 보조금을 주려고 합니다.
objective_grant_visitation_room                     면회실 건설
objective_grant_visitation_tables                   최소 3개의 면회실 탁자 설치
objective_grant_visitation_commonroom               휴게실 건설
objective_grant_visitation_pooltable                당구대 설치
objective_grant_visitation_tv                       최소 2대의 TV 설치
objective_grant_visitation_phones                   최소 5대의 전화기 설치

objective_grant_basicsecurity                       보안 절차 증명
objective_grant_basicsecurity_description           새로운 교도소에서 생기는 통상적인 위험들은 직원들이 시설에 대한 경험이 적기 때문에 발생합니다. 보안을 허용 수준까지 올려 미래의 기록에 오점을 남길 수 있는 사고를 미연에 방지하십시오.
objective_grant_basicsecurity_chief                 교도대장 고용(사무실 필요)
objective_grant_basicsecurity_guards                10명의 교도관 고용
objective_grant_basicsecurity_patrols               3명의 교도관 순찰시키기
objective_grant_basicsecurity_research              업무결재시스템에서 순찰 잠금해제

objective_grant_enhancedsecurity                    정부 보안 등급
objective_grant_enhancedsecurity_description        정부는 교도소가 일정 규모 이상이 되면 일정한 보안 요구사항을 준수하도록 하며, 이를 지키지 않으면 등급을 과중한 벌금을 부과합니다.
objective_grant_enhancedsecurity_armoury            무기고 건설
objective_grant_enhancedsecurity_kennel             사육장 건설
objective_grant_enhancedsecurity_guards             2명의 무장교도관 고용
objective_grant_enhancedsecurity_dogs               2명의 경비견 조련사 고용
objective_grant_enhancedsecurity_patroldogs         2명의 경비견 조련사 순찰시키기
objective_grant_enhancedsecurity_patrolarmed        2명의 무장교도관 순찰시키기

objective_grant_advancedsecurity                    최고 등급의 보안시설 완성
objective_grant_advancedsecurity_description        수많은 죄수를 상대로 보안을 유지하는 것은 쉽지 않지만 보안이 뚫렸을 때 드는 비용은 적절한 보안 대책을 수립하는 비용보다 훨씬 많이 듭니다. 교도소에 필요한 장비를 설치하세요.
objective_grant_advancedsecurity_guards             교도관 숫자 늘리기
objective_grant_advancedsecurity_researchcctv       업무결재시스템에서 CCTV 잠금해제
objective_grant_advancedsecurity_researchbodyarmour 업무결재시스템에서 방탄복 잠금해제
objective_grant_advancedsecurity_researchtazers     업무결재시스템에서 테이저 잠금해제
objective_grant_advancedsecurity_office             보안실 건설
objective_grant_advancedsecurity_cctvmonitor        CCVT 모니터 설치
objective_grant_advancedsecurity_cctvcameras        교도소에 CCTV 설치

objective_grant_prisonerworkforce                   죄수 순화와 업무 
objective_grant_prisonerworkforce_description       죄수에게 일을 주는 것은 환경에 통합시키는 좋은 방법이며 돈도 절약 할 수 있습니다. 죄수들에게 일을 하도록 하는데 필요한 교육을 시키고 건물을 건설하세요.
objective_grant_prisonerworkforce_research          업무결재시스템에서 수감자 노역 잠금해제
objective_grant_prisonerworkforce_cleaning          청소도구실 건설
objective_grant_prisonerworkforce_laundry           세탁실 건설
objective_grant_prisonerworkforce_kitchenclass      3명의 죄수에게 주방 안전과 위생 교육
objective_grant_prisonerworkforce_laundryassigned   세탁실에 3명의 죄수 배정
objective_grant_prisonerworkforce_kitchenassigned   주방에 3명의 죄수 배정
objective_grant_prisonerworkforce_cleaningassigned  청소도구실에 3명의 죄수 배정

objective_grant_educationreformprogram              교육 프로그램을 통한 교정
objective_grant_educationreformprogram_description  한 유명한 시민단체가 교육이 재소자의 재범률에 미치는 영향에 관한 대규모 실험을 진행하고 있습니다. 교실을 만들고 재소자들을 위한 교육을 시작하세요.
objective_grant_educationreformprogram_research     업무결재시스템에서 교육 잠금해제
objective_grant_educationreformprogram_classroom    교실 건설
objective_grant_educationreformprogram_desks        20개의 학교 책상 설치
objective_grant_educationreformprogram_foundationed 10명의 죄수가 기초교육과정 통과
objective_grant_educationreformprogram_generaled    1명의 죄수가 일반교육과정 통과

objective_grant_prisonlabour                        교도소 생산 시설
objective_grant_prisonlabour_description            주주들은 교도소의 수익성을 높이길 원하고 있고 작업장을 지을 돈을 지원할 의사가 있으며 죄수들의 노동력을 활용하기를 희망합니다.
objective_grant_prisonlabour_workshop               작업장 건설
objective_grant_prisonlabour_saw                    작업장 톱 2대 설치
objective_grant_prisonlabour_press                  작업장 프레스 2대 설치
objective_grant_prisonlabour_reform                 5명의 죄수가 작업장 안전 교육 통과
objective_grant_prisonlabour_plates                 30개의 자동차 번호판 제작

objective_grant_furnituremanufacturing              목수 견습 교육
objective_grant_furnituremanufacturing_description  죄수들에게 목수 교습 과정을 제공하여 그들이 석방되었을 때 사용할 수 있는 유용한 기술을 가르칠 수 있습니다. 또한 작업장에서 고급 가구를 제작해서 그것을 판매해 수입을 늘릴 수 있습니다.
objective_grant_furnituremanufacturing_forestry     조림지 조성
objective_grant_furnituremanufacturing_table        2개의 목공 작업대 설치
objective_grant_furnituremanufacturing_reform       2명의 죄수가 목수 과정 통과
objective_grant_furnituremanufacturing_bed          10개의 고급 침대 제작

objective_grant_reducestaffstress                   직원 복지 시스템
objective_grant_reducestaffstress_description       교도소 노동조합은 직원들이 과도한 스트레스와 과로로 인해 실수를 저지르는 지경에 이르렀다는 보고서를 받았습니다. 당신의 시설에서 유사한 일이 일어나지 않도록 하세요.
objective_grant_reducestaffstress_staffroom         직원휴게소 건설
objective_grant_reducestaffstress_freeguards        최소 5명의 교도관에게 임무 해제
objective_grant_reducestaffstress_restedstaff       탈진한 직원이 없게 하기

objective_grant_shortterminvestment                 단기 투자
objective_grant_shortterminvestment_description     돈을 투자해서 나중에 큰 돈을 받습니다.
objective_grant_shortterminvestment_wait            기금 기다리는 중...

objective_grant_longterminvestment                  장기 투자
objective_grant_longterminvestment_description      장기 투자로 나중에 더 큰 돈을 받습니다.
objective_grant_longterminvestment_wait             기금 기다리는 중...

objective_grant_cellblock50                         B감방동
objective_grant_cellblock50_description             기초적인 유치장 수준에서 벗어나 교도소를 확장할 때입니다.
objective_grant_cellblock50_cells                   죄수 수용 능력을 50으로 증가

objective_grant_cellblock100                        C감방동
objective_grant_cellblock100_description            토지를 적절히 사용해 교도소 규모를 확장합니다.
objective_grant_cellblock100_cells                  죄수 수용 능력을 100으로 증가

objective_grant_cellblock200                        D감방동
objective_grant_cellblock200_description            죄수가 늘어나면 늘어날수록 돈을 더 받게 됩니다. 교도소 수용능력을 늘리세요.
objective_grant_cellblock200_cells                  죄수 수용능력을 200으로 증가

objective_grant_cellblock500                        E감방동
objective_grant_cellblock500_description            정부에서 대형 교도소에 많은 재정적 인센티브를 제공합니다. 목표를 향해 달려갈 때입니다.
objective_grant_cellblock500_cells                  죄수 수용 능력을 500으로 증가

objective_grant_nutritionresearch                   재소자 영양 연구
objective_grant_nutritionresearch_description       어떤 연구소에서 다양한 재소자 식습관의 영향에 관한 연구에 참여하는 조건으로 기금을 제공합니다.
objective_grant_nutritionresearch_poor              이틀 동안 단조로운 식단의 적은 양의 음식을 하루 한 번 제공
objective_grant_nutritionresearch_good              이틀 동안 다양한 식단의 충분한 양의 음식을 하루 세 번 제공

objective_grant_drugsearch                          마약 단속
objective_grant_drugsearch_description              요즘 큰 교도소에서는 마약에 대한 걱정이 늘어나고 있습니다. 당신이 전문가의 손길로 본보기를 보여주세요.
objective_grant_drugsearch_find                     10개의 불법 약물 찾기

objective_grant_contrabandsupply                    도구 정리
objective_grant_contrabandsupply_description        다른 교도소에서 훔친 물건과 관련한 사고가 빈번해지자 교도소 내의 도구나 무기 유통에 관한 연구가 진행되었습니다. 이 연구는 교도소 내에 돌아다니는 도난품을 없애는데 도움을 줄 것입니다.
objective_grant_contrabandsupply_tools              훔친 도구의 공급을 없애기
objective_grant_contrabandsupply_weapons            훔친 무기의 공급을 없애기

grant_category_completed                            완료:
grant_category_unlocked                             잠금해제:
grant_category_cash                                 현금:
grant_category_cashflow                             현금유출입:
grant_category_debt                                 부채:
grant_category_prisoners                            죄수:

grant_property_atleast                              최소 *X
grant_property_atmost                               최대 *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              없음
object_box                               박스
object_stack                             물건더미
object_bed                               침대
object_toilet                            화장실
object_table                             탁자
object_chair                             의자
object_bench                             벤치
object_electricchair                     전기 의자
object_jaildoor                          철창문
object_jaildoorlarge                     대형 철창문
object_door                              문
object_solitarydoor                      독방 문
object_staffdoor                         직원 문
object_remotedoor                        원격조종 문
object_roadgate                          도로 출입구
object_jailbars                          쇠창살
object_window                            창
object_windowlarge                       큰 창문
object_tree                              나무
object_light                             조명
object_cooker                            조리기구
object_fridge                            냉장고
object_bin                               쓰레기통
object_sink                              싱크대
object_servingtable                      배식 테이블
object_showerhead                        샤워기
object_brick                             벽돌
object_concrete                          콘크리트
object_steel                             철근
object_ingredients                       요리재료
object_ingredientscooking                요리재료(조리중)
object_ingredientscooked                 요리재료(조리됨)
object_ingredientsspoiled                요리재료(상함)
object_meal                              요리
object_foodtray                          식판
object_foodtraydirty                     식판(더러움)
object_grassturf                         잔디
object_prisoneruniform                   죄수복
object_dirtyprisoneruniform              죄수복(더러움)
object_crumpledprisoneruniform           죄수복(구겨짐)
object_bleach                            표백제
object_sheetmetal                        철판
object_licenseplateblank                 번호판(빈)
object_licenseplate                      번호판
object_log                               통나무
object_wood                              목재
object_workman                           인부
object_truckdriver                       트럭 운전수
object_guard                             교도관
object_riotguard                         폭동진압대
object_armedguard                        무장교도관
object_prisoner                          죄수
object_doctor                            의사
object_paramedic                         응급대원
object_cook                              요리사
object_gardener                          정원사
object_janitor                           청소부
object_fireman                           소방관
object_avatar                            아바타
object_actor                             배우
object_visitor                           면회객
object_executionwitness                  사형집행 증인
object_doghandler                        경비견 조련사
object_dog                               경비견
object_dogcrate                          개집
object_teacher                           선생님
object_soldier                           군인
object_warden                            교도소장
object_chief                             교도대장
object_foreman                           현장감독
object_psychologist                      심리학자
object_accountant                        회계사
object_lawyer                            변호사
object_supplytruck                       보급 트럭
object_prisonerbus                       죄수 버스
object_fireengine                        소방차
object_riotvan                           폭동진압밴
object_ambulance                         구급차
object_hearse                            영구차
object_trooptruck                        군용차
object_fire                              화재
object_garbage                           쓰레기
object_rubble                            돌더미
object_bookshelf                         책장
object_officedesk                        사무실 책상
object_filingcabinet                     파일 수납함
object_medicalbed                        의료 침대
object_morgueslab                        시신 안치대
object_equipment                         장비
object_prop                              지주
object_dummy                             인형
object_powerstation                      발전기
object_capacitor                         축전기
object_electricalcable                   전력케이블
object_powerswitch                       전원 스위치
object_logiccircuit                      논리 회로
object_logicbridge                       논리 브리지
object_waterpumpstation                  급수기
object_pipevalve                         파이프 밸브
object_pipelarge                         큰 파이프
object_pipesmall                         작은 파이프
object_drain                             배수로
object_sprinkler                         살수 소화장치
object_metaldetector                     금속탐지기
object_weightsbench                      역기 벤치
object_phonebooth                        전화 부스
object_tv                                TV
object_largetv                           대형 TV
object_pooltable                         당구대
object_polaroid                          폴라로이드
object_cctv                              CCTV
object_cctvmonitor                       CCTV 모니터
object_laundrymachine                    세탁기
object_laundrybasket                     빨래통
object_ironingboard                      다리미판
object_visitortable                      면회실 탁자
object_workshopsaw                       작업장 톱
object_workshoppress                     작업장 프레스
object_carpentertable                    목공 작업대
object_boombox                           카세트라디오
object_guardlocker                       교도관 사물함
object_sofachairsingle                   소파
object_sofachairdouble                   넓은 소파
object_drinkmachine                      자판기
object_arcadecabinet                     게임기
object_radio                             라디오
object_bookshelflarge                    도서관 책장
object_weaponrack                        무기보관함 
object_treestump                         그루터기
object_schooldesk                        학교 책상
object_superiorbed                       고급 침대
object_doorcontrolsystem                 문 통제시스템
object_phonemonitor                      도청장치
object_servo                             문 개폐기
object_doortimer                         문 타이머
object_pressurepad                       압력패드
object_statuslight                       상태표시등
object_wire                              연결
object_dismantleobject                   물품 철거
object_dismantleutility                  공공시설 철거
object_sellobject                        물품 팔기
object_canceljobs                        작업 취소
object_showallwires                      전선 보기
object_tidywires                         전선 정리
object_cutscenepolaroid                  장면 폴라로이드
object_cutscenecamera                    장면 카메라
object_cutscenecue                       장면 신호
object_foodwaste                         음식쓰레기
object_altar                             제단
object_pews                              예배용 의자
object_prayermat                         예배용 매트
object_paroleofficer                     가석방 관리자
object_parolelawyer                      가석방 변호사
object_spiritualleader                   성직자
object_librarybookshelf                  도서관 책장
object_librarybookunsorted               도서관 책(미분류)
object_librarybooksorted                 도서관 책(분류됨)
object_sortingtable                      분류대
object_ruinedbook                        찢어진 책
object_foodbowl                          음식
object_appealslawyer                     재심 변호사
object_appealsmagistrate                 재심 판사
object_mailsatchel                       우편 가방
object_mailunsorted                      미분류 우편물
object_mailsorted                        분류된 우편물
object_prisonermail                      우편물
object_prisonermailopened                우편물(개봉됨)
object_shopfront                         판매점 매대
object_shopgoods                         판매점 상품
object_shopshelf                         판매점 선반

material_none                            없음
material_building                        건물(벽돌)
material_buildingconcrete                건물(콘크리트)
material_demolish                        파괴
material_clearindoorarea                 실내 구역 정리
material_demolishwalls                   벽 파괴
material_removetunnels                   땅굴 제거
material_canceljobs                      작업 취소
material_dirt                            흙
material_sand                            모래
material_pavingstone                     보도블럭
material_grass                           잔디
material_gravel                          자갈
material_road                            도로
material_roadmarkings                    도로 표시
material_roadmarkingsleft                도로 표시(왼쪽)
material_roadmarkingsright               도로 표시(오른쪽)
material_stone                           돌
material_fence                           철조망
material_concretetiles                   콘크리트 타일
material_concretefloor                   콘크리트 바닥
material_woodenfloor                     나무 바닥
material_ceramicfloor                    세라믹 바닥
material_mosaicfloor                     모자이크 바닥
material_metalfloor                      금속 바닥
material_marbletiles                     대리석 타일
material_whitetiles                      하얀 타일
material_fancytiles                      장식 타일
material_concretewall                    콘크리트 벽
material_brickwall                       벽돌 벽
material_perimeterwall                   경계담장
material_burntfloor                      탄 바닥
