
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nouvelle
score_tooltip_clemencychance_title      Probabilité de clémence
score_tooltip_clemencychance            La probabilité que la commission d'appels accorde la clémence au condamné et commue sa peine. Chaque appel infructueux diminue cette valeur jusqu'à ce qu'elle passe sous la force de condamnation approuvée par l'état, auquel cas la pleine autorisation d'exécuter la sentence est donnée. Programmer l'exécution avant ce moment peut entraîner de très graves sanctions s'il est découvert plus tard que l'appel du prisonnier aurait abouti.\n\nSi la clémence est accordée, le prisonnier sera immédiatement libéré (si l'on découvre qu'il est innocent), ou transféré dans une cellule de haute sécurité (s'il est toujours jugé coupable).
score_tooltip_currentchance             La force de condamnation approuvée par l'état est de *X%
score_tooltip_clemencywarning           Les chances que la clémence soit accordée à ce prisonnier sont actuellement supérieures au niveau de sécurité agréé par l'état. Si vous procédez à son exécution et qu'il est plus tard découvert que la clémence lui aurait été accordée, vous en serez personnellement tenu responsable.

experiencefactor_FractionalLockedUp     *X% de son temps en cellule
experiencefactor_FractionalReform       *X% de son temps en réhabilitation
experiencefactor_fractionalWorking      *X% de son temps au travail
experiencefactor_fractionalsuppressed   *X% de son temps maté
experiencefactor_fractionalinjured      *X% de son temps avec des blessures non traitées
experiencefactor_fractionalintoxicated  *X% de son temps intoxiqué (drogues/alcool/en manque)
experiencefactor_fractionalmisbehaving  *X% de son temps à mal se conduire
experiencefactor_fractionalarmedguard   *X% de son temps sous la surveillance d'un gardien armé, ou maté
experiencefactor_fractionalwellfed      *X% de son temps bien nourri
experiencefactor_fractionalexercising   *X% de son temps à faire de l'exercice
experiencefactor_fractionalfreetime     *X% de son temps en temps libre

experiencefactor_passedeasyprograms             A réussi *X programmes faciles
experiencefactor_passedintermediateprograms     A réussi *X programmes intermédiaires
experiencefactor_passedadvancedprograms         A réussi *X programmes approfondis
experiencefactor_passedexpertprograms           A réussi *X programmes d'expert

experiencefactor_YearsServed            *X années purgées
experiencefactor_fights                 A été impliqué dans des incidents violents
experiencefactor_murders                A commis *X meurtres dans votre prison
experiencefactor_escapeattempts         A tenté de s'échapper *X fois
experiencefactor_addictions             *X toxicomanies actives
experiencefactor_gangmembership         Membre de gang

legend_key                              Légende :

needs_graphscale_title                  Prisonniers :
needs_key_critical                      Critiques
needs_key_high                          Élevés
needs_key_med                           Moyens
needs_key_satisfied                     Satisfaits
needs_key_active                        Actifs

contraband_supplyanddemand              Offre et demande
contraband_narcotics                    Drogues
contraband_weapons                      Armes
contraband_tools                        Outils
contraband_luxuries                     Biens de valeur
contraband_metal                        Métallique
contraband_smelly                       Odorant
contraband_rangedweapon                 Arme à distance
contraband_improvised                   Improvisé

contraband_key_supply                   Offre
contraband_key_demand                   Demande
contraband_log_stolen                   VOLÉ
contraband_log_position                 PLACE
contraband_log_smuggled                 INTRODUIT
contraband_log_traded                   ÉCHANGÉ
contraband_log_thrown                   LANCÉ
contraband_log_hidden                   CACHÉ
contraband_log_detected                 DÉTECTÉ
contraband_log_dog                      CHIEN
contraband_log_found                    TROUVÉ
contraband_log_owner                    PROPRIÉTAIRE

schedule_zone_shared                    Secteur partagé
schedule_zone_minseconly                Basse sécurité
schedule_zone_medseconly                Moyenne sécurité
schedule_zone_maxseconly                Haute sécurité
schedule_zone_protectedonly             Surveillance préventive
schedule_zone_supermaxonly              Très haute sécurité
schedule_zone_deathrowonly              Couloir de la mort
schedule_zone_staffonly                 Personnel seulement
schedule_zone_unlocked                  Déverrouillée



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Gros besoin
action_wee                              Petit besoin
action_wash                             Se douche
action_relax                            Se détend
action_sleep                            Dort
action_nap                              Fait une sieste
action_getmeal                          Prend de la nourriture
action_sit                              Est assis
action_exercise                         S'exerce
action_liftweights                      Fait de l'haltérophilie
action_phonehome                        Téléphone à sa famille
action_watchtv                          Regarde la télévision
action_playpool                         Joue au billard
action_stealknife                       Se comporte suspicieusement
action_stealspoon                       Se comporte suspicieusement
action_urinate                          Urine
action_soilsuit                         Souille sa tenue
action_eat                              Mange
action_complain                         Se plaint
action_work                             Travaille
action_visitation                       A de la visite
action_parole                           Est en audience de libération conditionnelle
action_none                             Aucun
action_misbehaving                      Se conduit mal
action_escaping                         S'échappe
action_destroying                       Démolit quelque chose
action_spoiling                         Cherche la bagarre
action_fighting                         Se bat
action_rioting                          Émeutes
action_hostagetaking                    Est en prise d'otage
action_reformprogram                    Est en réhabilitation
action_changeclothes                    Se change
action_getbook                          Prend un livre
action_pray                             Prie
action_shopping                         Fait des achats

status_effect_title						 =[Statuts]=
status_effect_none						Aucun
status_effect_suppressed				Maté
status_effect_goodfood					Bien nourri
status_effect_drunk						Ivre
status_effect_high                      Défoncé
status_effect_withdrawal				En manque
status_effect_tazed                     Tasé
status_effect_overdosed                 Fait une overdose
status_effect_surrendered               S'est rendu
status_effect_calming                   Se calme
status_effect_angst                     Furieux
status_effect_wounded                   Saigne
status_effect_virus                     Malade
status_effect_virusdeadly               Malade

condition_treated                       Soigné
condition_needstreating                 Besoin d'être soigné

experience_totaltime                    Temps total
experience_misconduct                   Mauvaise conduite
experience_lockeddown                   Verrouillage
experience_regime                       Régime
experience_sleep                        Sommeil
experience_work                         Travail
experience_class                        Cours
experience_freetime                     Temps libre
experience_moodbad                      Mauvaise
experience_moodnormal                   Normale
experience_moodgood                     Bonne
experience_nocondition                  Aucun
experience_kod                          KO
experience_hurt                         Blessé
experience_suppressed                   Maté
experience_intoxicated                  Intoxiqué
experience_wellfed                      Bien nourri
experience_exercise                     Exercice

need_name_nothing                       Aucun
need_name_bladder                       Petit besoin
need_name_bowels                        Gros besoin
need_name_sleep                         Sommeil
need_name_food                          Nourriture
need_name_safety                        Sécurité
need_name_hygiene                       Hygiène
need_name_exercise                      Exercice
need_name_family                        Famille
need_name_recreation                    Détente
need_name_comfort                       Confort
need_name_environment                   Environnement
need_name_privacy                       Intimité
need_name_freedom                       Liberté
need_name_clothing                      Vêtements
need_name_drugs                         Drogues
need_name_alcohol                       Alcool
need_name_starving                      Grosse faim
need_name_spirituality                  Spiritualité
need_name_literacy                      Lecture
needs_locked                            (Un psychologue est nécessaire pour voir les besoins des prisonniers)
needs_title                              =[Besoins]=

reputation_title                        Réputation
reputation_hidden                       (Réputation inconnue)
reputation_hidden_short                 ???

reputation_legendary                    --LÉGENDAIRE--
reputation_strong                       Fort
reputation_tough                        Résistant
reputation_volatile                     Instable
reputation_snitch                       Balance
reputation_deadly                       Mortel
reputation_stoical                      Stoïque
reputation_fearless                     Impavide
reputation_exlaw                        Ex-agent de la loi
reputation_copkiller                    Tueur de flic
reputation_quick                        Rapide
reputation_instigator                   Instigateur
reputation_fighter                      Habile bagarreur
reputation_gangmember                   Membre de gang
reputation_federalwitness               Témoin fédéral

reputation_strong_high                  Extrêmement fort
reputation_tough_high                   Extrêmement résistant
reputation_volatile_high                Extrêmement instable
reputation_deadly_high                  Extrêmement mortel
reputation_exlaw_high                   Ex-gardien de prison
reputation_quick_high                   Extrêmement rapide
reputation_fighter_high                 Très habile bagarreur

reputation_legendary_high               --LÉGENDAIRE--
reputation_snitch_high                  Balance
reputation_stoical_high                 Stoïque
reputation_fearless_high                Impavide
reputation_copkiller_high               Tueur de flic
reputation_instigator_high              Instigateur
reputation_gangmember_high              Membre de gang

reputationtooltip_legendary             Ce prisonnier est une légende du monde du crime. Ses très nombreuses capacités le rendent extrêmement dangereux.
reputationtooltip_strong                Ce prisonnier est redoutable de ses poings au combat.
reputationtooltip_tough                 Ce prisonnier peut supporter beaucoup plus de coups au combat. Il peut même parfois résister au taser.
reputationtooltip_volatile              Ce prisonnier est capable de démarrer un esclandre sans raison ni signe préalable.
reputationtooltip_stoical               Placer ce prisonnier en isolement ne le matera pas. Il s'en fiche complètement.
reputationtooltip_snitch                Ce prisonnier est un informateur brûlé. Sa vie est donc peut-être en danger. Ne le laissez pas trop longtemps seul avec d'autres prisonniers.
reputationtooltip_deadly                Ce prisonnier est un maître en attaques mortelles, et peut parfois tuer une cible en un seul coup.
reputationtooltip_exlaw                 Ce prisonnier était un policier autrefois, ou un représentant de la loi. Sa vie est peut-être en danger.
reputationtooltip_copkiller             Ce prisonnier est coupable du meurtre d'un policier. Vos gardiens vont peut-être y aller très fort lorsqu'ils le maîtriseront.
reputationtooltip_fearless              La vue de gardiens armés n'impressionne pas ce prisonnier, et il est peu probable qu'il se rende lors d'un combat.
reputationtooltip_quick                 Ce prisonnier court exceptionnellement vite.
reputationtooltip_instigator            Ce prisonnier sème le mécontentement partout autour de lui. Quand il crée des ennuis, les prisonniers à proximité se sentent obligés de l'imiter.
reputationtooltip_fighter               Ce prisonnier est très habile en combat défensif. Il peut désarmer son adversaire ou même lui dérober son arme au combat.
reputationtooltip_gangmember            Ce prisonnier appartient à un gang. Il défendra les siens et haïra les membres des gangs rivaux.
reputationtooltip_federalwitness        Ce prisonnier est un témoin dans une importante affaire. Un gang ou un chef mafieux veulent sa mort.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Travaille
nameplate_stationed                     En poste
nameplate_patrolling                    En patrouille
nameplate_resting                       Au repos
nameplate_tired                         Fatigué
nameplate_injured                       Blessé
nameplate_unconscious                   Inconscient
nameplate_dead                          MORT
nameplate_released                      LIBÉRÉ
nameplate_researching                   Recherche
nameplate_overdose                      FAIT UNE OVERDOSE
nameplate_starving                      AFFAMÉ
nameplate_wounded                       SAIGNE


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Nourrir tous les prisonniers
objective_caption_prisoners             Prisonniers
objective_caption_meals                 Repas
objective_readceosletter                Lire la lettre du PDG
objective_actionrequired                Rapports d'incidents

objective_deathrowinmates               Statut des condamnés à mort 

objective_prisonerintake                Admission des prisonniers
objective_intake_arrivals               *X prisonniers à 8h
objective_intake_closed                 Aucune nouvelle admission
objective_intake_closed2                (Voir le rapport des prisonniers)
objective_intake_closed3                (Voir le rapport d'admission)
objective_intake_specials				Transferts spéciaux :
objective_intake_categories             Catégories : 
objective_intake_minsec                 Basse,
objective_intake_medsec                 Moyenne,
objective_intake_maxsec                 Haute
objective_intake_deathrow               Couloir de la mort

objective_builddeliveriesroom           Installer une zone de livraisons

objective_outgoing                      Prisonniers devant être libérés
objective_outgoing_count                *X doivent bientôt être libérés
objective_outgoing_timer                (*X heures)

objective_visitors                      Visiteurs (08h - 20h)
objective_visitors_waiting              *X familles attendent de rendre visite
objective_visitors_onsite               *X visiteurs, en *Y groupes

objective_staffexhausted                Personnel épuisé
objective_reststaff_exhausted           *X employés sont épuisés.
objective_reststaff_resting             (*X se reposent)
objective_reststaff_needstaffroom       Construisez une salle du personnel.

objective_punishment_solitary           *X sont en isolement
objective_punishment_solitary_queue     *X attendent d'être en isolement
objective_punishment_solitary_mix       *X sont en isolement (+*Y en attente)
objective_punishment_lockdown           *X sont en confinement
objective_incident_medical              *X nécessitent une attention médicale
objective_incident_dead                 *X cadavres

objective_prisonerparole                Libération conditionnelle des prisonniers
objective_parole_count                  *X demandent la conditionnelle

objective_payment_receivedfull          Paiement : *X reçus
objective_payment_receivedpart          Paiement : *X reçus sur *Y

objective_grant_bootstraps                  Centre de détention de base
objective_grant_bootstraps_description      Transformez un champ désert en prison. Ce contrat public vous octroie les fonds nécessaires à la construction des installations de base pour vos tout premiers prisonniers.
objective_grant_bootstraps_holdingcell      Construire une cellule d'attente
objective_grant_bootstraps_shower           Construire une douche
objective_grant_bootstraps_yard             Construire une cour
objective_grant_bootstraps_kitchen          Construire une cuisine
objective_grant_bootstraps_canteen          Construire une cantine
objective_grant_bootstraps_guard            Engager au moins deux gardiens
objective_grant_bootstraps_chef             Engager au moins deux cuisiniers

objective_grant_administration                          Centre administratif
objective_grant_administration_description              Toutes les prisons ont besoin d'une zone administrative pour que les choses se déroulent correctement, et pour qu'une équipe soit responsable de sa bonne conduite. Ce contrat couvre un directeur et une comptable ainsi que leurs bureaux, qui vous donneront à leur tour accès au système de subventions fédérales complet.
objective_grant_administration_offices                  Construire deux bureaux
objective_grant_administration_warden                   Engager un directeur
objective_grant_administration_accountant_research      Déverrouiller Finances dans Administration
objective_grant_administration_accountant               Engager une comptable

objective_grant_firstcellblock                  Bloc de cellules A
objective_grant_firstcellblock_description      Les bases sont en place. Construisez votre premier bloc de cellules à présent, et transférez les prisonniers dans leurs cellules propres.
objective_grant_firstcellblock_cells            Augmenter votre capacité d'admission à 15

objective_grant_health                      Santé et bien-être des détenus
objective_grant_health_description          Nous accordons une très grande importance à la santé physique et mentale de nos détenus. Cette subvention a pour objectif de faciliter la construction d'un service médical de pointe, et d'engager des médecins et un psychologue pour s'occuper des besoins en santé de nos prisonniers.
objective_grant_health_ward                 Construire une infirmerie
objective_grant_health_doctors              Engager au moins deux médecins
objective_grant_health_psychologist         Engager un psychologue (nécessite un bureau)

objective_grant_bailout                     Renflouement gouvernemental
objective_grant_bailout_description         Le gouvernement est profondément insatisfait de vos performances, mais considère que votre prison est trop importante pour la fermer. Des fonds publics vont être dégagés pour empêcher sa faillite. Vous devez cependant équilibrer vos comptes. Disposez d’un flux de trésorerie positif (recettes quotidiennes supérieures aux dépenses), et remboursez vos dettes bancaires.
objective_grant_bailout_cashflow            Disposer d'un flux de trésorerie positif
objective_grant_bailout_debt                Rembourser vos dettes


objective_grant_maintenance                         Entretien de la prison
objective_grant_maintenance_description             L'entretien général de la prison et de ses terrains est important pour la sécurité tant des employés que des détenus. Engagez le personnel nécessaire pour garder votre prison et en ordre.
objective_grant_maintenance_research_root           Déverrouiller Entretien dans Administration
objective_grant_maintenance_research_cleaning       Déverrouiller Entretien intérieur dans Administration
objective_grant_maintenance_research_groundskeeping Déverrouiller Entretien extérieur dans Administration
objective_grant_maintenance_foreman                 Engager un contremaître (nécessite un bureau)
objective_grant_maintenance_janitor                 Engager au moins deux concierges
objective_grant_maintenance_gardener                Engager un jardinier

objective_grant_visitation                          Droits de visite
objective_grant_visitation_description              Plusieurs autres établissements de la région sont poursuivis en justice pour avoir refusé leurs droits de visite aux prisonniers. Les investisseurs veulent éviter un scandale et offrent cette subvention pour s'assurer que la bonne infrastructure soit mise en place.
objective_grant_visitation_room                     Construire un parloir
objective_grant_visitation_tables                   Ajouter au moins trois tables de parloir
objective_grant_visitation_commonroom               Construire une salle commune
objective_grant_visitation_pooltable                Ajouter une table de billard
objective_grant_visitation_tv                       Ajouter au moins deux télévisions
objective_grant_visitation_phones                   Construire au moins cinq cabines téléphoniques

objective_grant_basicsecurity                       Attestation de sécurité de base
objective_grant_basicsecurity_description           L'inexpérience du personnel de nombreuses prisons neuves est à l'origine d’importantes failles de sécurité. Assurez-vous qu'aucun incident grave ne vienne entacher notre dossier en améliorant le niveau de sécurité à un niveau acceptable.
objective_grant_basicsecurity_chief                 Engager un chef de la sécurité (nécessite un bureau)
objective_grant_basicsecurity_guards                Engager dix gardiens
objective_grant_basicsecurity_patrols               Affecter trois gardiens à des patrouilles
objective_grant_basicsecurity_research              Déverrouiller Patrouilles dans Administration

objective_grant_enhancedsecurity                    Niveau de sécurité gouvernemental
objective_grant_enhancedsecurity_description        Le gouvernement a des exigences bien précises en matière de sécurité pour les prisons d'une certaine taille, et inflige de lourdes amendes à celles qui ne les respectent pas. Faites en sorte que cela ne devienne pas un problème.
objective_grant_enhancedsecurity_armoury            Construire une armurerie
objective_grant_enhancedsecurity_kennel             Construire un chenil
objective_grant_enhancedsecurity_guards             Engager deux gardiens armés
objective_grant_enhancedsecurity_dogs               Engager deux maîtres-chiens
objective_grant_enhancedsecurity_patroldogs         Affecter deux maîtres-chiens à une patrouille de chiens
objective_grant_enhancedsecurity_patrolarmed        Affecter deux gardiens armés à une patrouille

objective_grant_advancedsecurity                    Infrastructure de haute sécurité
objective_grant_advancedsecurity_description        Il peut être difficile de maintenir un bon niveau de sécurité pour de nombreux prisonniers, mais les conséquences de failles coûtent beaucoup plus cher que l'implémentation des bonnes mesures. Installez l'équipement nécessaire dans votre prison.
objective_grant_advancedsecurity_guards             Augmenter l'effectif de vos forces de sécurité
objective_grant_advancedsecurity_researchcctv       Déverrouiller Vidéosurveillance dans Administration
objective_grant_advancedsecurity_researchbodyarmour Déverrouiller Gilet tactique dans Administration
objective_grant_advancedsecurity_researchtazers     Déverrouiller Tasers dans Administration
objective_grant_advancedsecurity_office             Construire une salle de surveillance
objective_grant_advancedsecurity_cctvmonitor        Construire un moniteur de télésurveillance
objective_grant_advancedsecurity_cctvcameras        Placer des caméras de télésurveillance dans votre prison

objective_grant_prisonerworkforce                   Intégration et engagement
objective_grant_prisonerworkforce_description       Faire travailler vos détenus dans la prison est une bonne manière de les intégrer au milieu carcéral et d'effectuer des économies de salaires. Complétez la formation nécessaire et construisez les installations requises pour mettre vos prisonniers au travail.
objective_grant_prisonerworkforce_research          Déverrouiller Travail carcéral dans Administration
objective_grant_prisonerworkforce_cleaning          Construire une salle de nettoyage
objective_grant_prisonerworkforce_laundry           Construire une buanderie
objective_grant_prisonerworkforce_kitchenclass      Disposer de trois prisonniers participant au programme Salubrité et hygiène culinaire
objective_grant_prisonerworkforce_laundryassigned   Affecter trois prisonniers à la buanderie
objective_grant_prisonerworkforce_kitchenassigned   Affecter trois prisonniers à la cuisine
objective_grant_prisonerworkforce_cleaningassigned  Affecter trois prisonniers à la salle de nettoyage

objective_grant_educationreformprogram              La réhabilitation par l'éducation
objective_grant_educationreformprogram_description  Un important groupe d'action mène une importante expérience sur les effets de l'éducation sur les taux de récidive. Installez des salles de classe et commencez à éduquer vos prisonniers.
objective_grant_educationreformprogram_research     Déverrouiller Éducation dans Administration
objective_grant_educationreformprogram_classroom    Construire une salle de classe
objective_grant_educationreformprogram_desks        Construire vingt pupitres
objective_grant_educationreformprogram_foundationed Disposer de dix prisonniers ayant réussi le programme Formation scolaire pour débutant
objective_grant_educationreformprogram_generaled    Disposer d'un prisonniers ayant réussi le programme Formation scolaire générale

objective_grant_prisonlabour                        Capacité de production carcérale
objective_grant_prisonlabour_description            Les investisseurs veulent que vous amélioriez la profitabilité de votre prison et sont prêts à injecter des fonds pour vous aider à construire des ateliers et à transformer vos prisonniers en main d’œuvre rentable.
objective_grant_prisonlabour_workshop               Construire un atelier
objective_grant_prisonlabour_saw                    Construire deux scies d'atelier
objective_grant_prisonlabour_press                  Construire deux presses d'atelier
objective_grant_prisonlabour_reform                 Disposer de cinq prisonniers ayant réussi le programme Sûreté et sécurité à l'atelier pour débutant
objective_grant_prisonlabour_plates                 Produire 30 plaques d'immatriculation

objective_grant_furnituremanufacturing              Programme d'apprentissage à la menuiserie
objective_grant_furnituremanufacturing_description  Des cours de menuiserie permettront à vos prisonniers de produire dans vos ateliers des meubles de haute qualité que vous pourrez ensuite revendre. Cette expérience pourra également leur être très utile à leur libération.
objective_grant_furnituremanufacturing_forestry     Construire une foresterie
objective_grant_furnituremanufacturing_table        Construire deux établis de menuisier
objective_grant_furnituremanufacturing_reform       Disposer de deux prisonniers ayant réussi le programme Apprentissage de la menuiserie
objective_grant_furnituremanufacturing_bed          Produire 10 excellents lits

objective_grant_reducestaffstress                   Bien-être du personnel
objective_grant_reducestaffstress_description       Des syndicats d'employés de prison ont reçu de nombreuses plaintes de personnel surchargé et surmené, au point que de graves erreurs ont été commises. Faites en sorte que de tels problèmes ne surviennent pas chez vous.
objective_grant_reducestaffstress_staffroom         Construire une salle du personnel
objective_grant_reducestaffstress_freeguards        Disposer d'au moins cinq gardiens sans tâche assignée
objective_grant_reducestaffstress_restedstaff       S'assurer qu'aucun de vos employés n'est épuisé

objective_grant_shortterminvestment                 Investissement à court terme
objective_grant_shortterminvestment_description     Placez de l'argent dans un fond d'investissement à court terme qui génèrera en fin de compte un rendement raisonnable sur la somme initiale.
objective_grant_shortterminvestment_wait            Attendre les fonds...

objective_grant_longterminvestment                  Investissement à long terme
objective_grant_longterminvestment_description      Placez de l'argent dans un fond d'investissement à long terme qui génèrera en fin de compte un rendement élevé sur la somme initiale.
objective_grant_longterminvestment_wait             Attendre les fonds...

objective_grant_cellblock50                         Bloc de cellules B
objective_grant_cellblock50_description             Il est temps d'agrandir votre prison au-delà d'un établissement de détention sommaire.
objective_grant_cellblock50_cells                   Augmenter votre capacité d'admission à 50

objective_grant_cellblock100                        Bloc de cellules C
objective_grant_cellblock100_description            Faites bon usage de votre terrain en continuant à agrandir votre prison.
objective_grant_cellblock100_cells                  Augmenter votre capacité d'admission à 100

objective_grant_cellblock200                        Bloc de cellules D
objective_grant_cellblock200_description            Davantage de prisonniers signifie davantage de financement public. Augmentez votre capacité d'admission pour en tirer parti.
objective_grant_cellblock200_cells                  Augmenter votre capacité d'admission à 200

objective_grant_cellblock500                        Bloc de cellules E
objective_grant_cellblock500_description            Le gouvernement offre de très importants avantages financiers aux prisons les plus grandes. Il est temps de travailler à cet objectif.
objective_grant_cellblock500_cells                  Augmenter votre capacité d'admission à 500

objective_grant_nutritionresearch                   Étude sur l'alimentation carcérale
objective_grant_nutritionresearch_description       Un groupe d'études indépendant propose de l'argent aux participants d'un test visant à déterminer les effets de différents régimes alimentaires sur les prisonniers.
objective_grant_nutritionresearch_poor              Servir un seul repas de faible quantité et de faible variété par jour, pendant 2 jours
objective_grant_nutritionresearch_good              Servir trois repas de grande quantité et d'importante variété par jour, pendant 2 jours

objective_grant_drugsearch                          Répression sur les drogues
objective_grant_drugsearch_description              La circulation de drogue en milieu carcéral inquiète de plus en plus les autorités. Adoptez une attitude proactive et montrez-leur que vous vous attaquez au problème.
objective_grant_drugsearch_find                     Trouver 10 stupéfiants illégaux

objective_grant_contrabandsupply                    Nettoyage d'outils
objective_grant_contrabandsupply_description        À la suite de plusieurs incidents dans d'autres prisons, des chercheurs réalisent des études sur la distribution réelle des outils et des armes en prison. Votre rôle consiste à essayer de les retirer des mains de votre population carcérale.
objective_grant_contrabandsupply_tools              Retirer les réserves d'outils volés
objective_grant_contrabandsupply_weapons            Retirer les réserves d'armes volées

grant_category_completed                            Obtenue :
grant_category_unlocked                             Déverrouillée :
grant_category_cash                                 Argent :
grant_category_cashflow                             Flux de trésorerie :
grant_category_debt                                 Dette : 
grant_category_prisoners                            Prisonniers :

grant_property_atleast                              Au moins *X
grant_property_atmost                               Pas plus de *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Aucun
object_box                               Caisse
object_stack                             Pile
object_bed                               Lit
object_toilet                            Toilettes
object_table                             Table
object_chair                             Chaise
object_bench                             Banc
object_electricchair                     Chaise électrique
object_jaildoor                          Porte de prison
object_jaildoorlarge                     Gd. porte de prison
object_door                              Porte
object_solitarydoor                      Porte d'isolement
object_staffdoor                         Porte du personnel
object_remotedoor                        Porte à distance
object_roadgate                          Portail routier
object_jailbars                          Barreaux de prison
object_window                            Fenêtre
object_windowlarge                       Grande fenêtre
object_tree                              Arbre
object_light                             Lumière
object_cooker                            Cuisinière
object_fridge                            Frigo
object_bin                               Poubelle
object_sink                              Évier
object_servingtable                      Table de service
object_showerhead                        Pomme de douche
object_brick                             Brique
object_concrete                          Béton
object_steel                             Acier
object_ingredients                       Ingrédients
object_ingredientscooking                Ingrédients (cuisson)
object_ingredientscooked                 Ingrédients (cuits)
object_ingredientsspoiled                Ingrédients (avariés)
object_meal                              Repas
object_foodtray                          Plateau de nourriture
object_foodtraydirty                     Plateau de nourriture (sale)
object_grassturf                         Gazon
object_prisoneruniform                   Tenue de prisonnier
object_dirtyprisoneruniform              Tenue de prisonnier (sale)
object_crumpledprisoneruniform           Tenue de prisonnier (froissée)
object_bleach                            Eau de javel
object_sheetmetal                        Tôle
object_licenseplateblank                 Plaques d'immatriculation (vierges)
object_licenseplate                      Plaques d'immatriculation
object_log                               Rondin
object_wood                              Bois
object_workman                           Ouvrier
object_truckdriver                       Chauffeur de camion
object_guard                             Gardien
object_riotguard                         Gardien antiémeute
object_armedguard                        Gardien armé
object_prisoner                          Prisonnier
object_doctor                            Médecin
object_paramedic                         Urgentiste
object_cook                              Cuisinier
object_gardener                          Jardinier
object_janitor                           Concierge
object_fireman                           Pompier
object_avatar                            Avatar
object_actor                             Acteur
object_visitor                           Visiteur
object_executionwitness                  Témoin de l'exécution
object_doghandler                        Maître-chien
object_dog                               Chien de garde
object_dogcrate                          Caisse de chien
object_teacher                           Formateur
object_soldier                           Soldat
object_warden                            Directeur
object_chief                             Chef
object_foreman                           Contremaître
object_psychologist                      Psychologue
object_accountant                        Comptable
object_lawyer                            Avocat
object_supplytruck                       Camion de livraison
object_prisonerbus                       Bus de prisonniers
object_fireengine                        Camion de pompiers
object_riotvan                           Fourgon antiémeute
object_ambulance                         Ambulance
object_hearse                            Corbillard
object_trooptruck                        Transport de troupes
object_fire                              Incendie
object_garbage                           Ordures
object_rubble                            Gravats
object_bookshelf                         Étagère à livres
object_officedesk                        Bureau
object_filingcabinet                     Classeur
object_medicalbed                        Lit médicalisé
object_morgueslab                        Table de dissection
object_equipment                         Équipement
object_prop                              Pilier
object_dummy                             Mannequin
object_powerstation                      Poste électrique
object_capacitor                         Condensateur
object_electricalcable                   Câble électrique
object_powerswitch                       Interrupteur
object_logiccircuit                      Circuit logique
object_logicbridge                       Pont logique
object_waterpumpstation                  Station de pompage
object_pipevalve                         Valve
object_pipelarge                         Grand tuyau
object_pipesmall                         Petit tuyau
object_drain                             Grille d'écoulement
object_sprinkler                         Gicleur
object_metaldetector                     Détecteur de métaux
object_weightsbench                      Banc de musculation
object_phonebooth                        Cabine téléphonique
object_tv                                Télévision
object_largetv                           Grande télévision
object_pooltable                         Table de billard
object_polaroid                          Polaroïd
object_cctv                              Caméra
object_cctvmonitor                       Moniteur
object_laundrymachine                    Lave-linge
object_laundrybasket                     Panier à linge
object_ironingboard                      Planche à repasser
object_visitortable                      Table de parloir
object_workshopsaw                       Scie d'atelier
object_workshoppress                     Presse d'atelier
object_carpentertable                    Établi de menuisier
object_boombox                           Radiocassette
object_guardlocker                       Casier de gardien
object_sofachairsingle                   Fauteuil
object_sofachairdouble                   Canapé
object_drinkmachine                      Distributeur de boissons
object_arcadecabinet                     Borne d'arcade
object_radio                             Radio
object_bookshelflarge                    Grande étagère à livres
object_weaponrack                        Râtelier d'armes
object_treestump                         Souche
object_schooldesk                        Pupitre
object_superiorbed                       Excellent lit
object_doorcontrolsystem                 Système de contrôle des portes
object_phonemonitor                      Écoute téléphonique
object_servo                             Servomoteur
object_doortimer                         Minuterie de porte
object_pressurepad                       Plaque de pression
object_statuslight                       Voyant d'état
object_wire                              Connecter
object_dismantleobject                   Démonter objet
object_dismantleutility                  Démonter tuyau/câble
object_sellobject                        Vendre objet
object_canceljobs                        Annuler les tâches
object_showallwires                      Afficher les fils
object_tidywires                         Arranger les fils
object_cutscenepolaroid                  Polaroïd de scène narrative
object_cutscenecamera                    Appareil photo de scène narrative
object_cutscenecue                       Déclencheur de scène narrative
object_foodwaste                         Déchets alimentaires
object_altar                             Autel
object_pews                              Bancs d'église
object_prayermat                         Tapis de prière
object_paroleofficer                     Agent de conditionnelle
object_parolelawyer                      Avocat de conditionnelle
object_spiritualleader                   Chef spirituel
object_librarybookshelf                  Étagère de bibliothèque
object_librarybookunsorted               Livre de bibliothèque (non classé)
object_librarybooksorted                 Livre de bibliothèque (classé)
object_sortingtable                      Bureau de classement
object_ruinedbook                        Livre abîmé
object_foodbowl                          Nourriture
object_appealslawyer                     Avocat d'appel
object_appealsmagistrate                 Juge d'appel
object_mailsatchel                       Sacoche de courrier
object_mailunsorted                      Courrier non trié
object_mailsorted                        Courrier trié
object_prisonermail                      Courrier
object_prisonermailopened                Courrier (ouvert)
object_shopfront                         Façade de magasin
object_shopgoods                         Articles de magasin
