
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Novo

contraband_supplyanddemand              Oferta e Procura
contraband_narcotics                    Drogas
contraband_weapons                      Armas
contraband_tools                        Ferramentas
contraband_luxuries                     Itens de Luxo
contraband_metal                        Metal
contraband_smelly                       Malcheiroso
contraband_rangedweapon                 Arma à distância
contraband_improvised                   Improvisado

contraband_key_supply                   Oferta
contraband_key_demand                   Procura
contraband_log_stolen                   ROUBADO
contraband_log_position                 POSIÇÃO
contraband_log_smuggled                 CONTRABANDEADO
contraband_log_traded                   NEGOCIADO
contraband_log_thrown                   JOGADO
contraband_log_hidden                   ESCONDIDO
contraband_log_detected                 DETETADO
contraband_log_dog                      CÃO
contraband_log_found                    ENCONTRADO
contraband_log_owner                    DONO

schedule_zone_shared                    Partilhado
schedule_zone_minseconly                Seg. Mín.
schedule_zone_medseconly                Seg. Méd.
schedule_zone_maxseconly                Seg. Máx.
schedule_zone_protectedonly             Custódia Preventiva
schedule_zone_supermaxonly              SuperMax
schedule_zone_deathrowonly              Corredor da Morte
schedule_zone_staffonly                 Apenas equipa
schedule_zone_unlocked                  Desbloqueada



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Cócó
action_wee                              Xixi
action_wash                             A tomar banho
action_relax                            A descansar
action_sleep                            A dormir
action_nap                              A dormitar
action_getmeal                          A obter comida
action_sit                              Sentado
action_exercise                         A exercitar
action_liftweights                      A levantar pesos
action_phonehome                        Telefonar para a família
action_watchtv                          A ver TV
action_playpool                         A jogar snooker
action_stealknife                       Agir de forma suspeita
action_stealspoon                       Agir de forma suspeita
action_urinate                          A urinar
action_soilsuit                         A sujar o traje
action_eat                              A Comer
action_complain                         A reclamar
action_work                             A trabalhar
action_visitation                       A receber visita
action_parole                           Na audiência
action_none                             Nenhum
action_misbehaving                      Mau comportamento
action_escaping                         A fugir
action_destroying                       A destruir
action_spoiling                         A provocar
action_fighting                         A lutar
action_rioting                          Rebelião
action_hostagetaking                    A fazer refém
action_reformprogram                    Programa de Reintegração
action_changeclothes                    A trocar de roupa
action_getbook                          A obter livro
action_pray                             A rezar
action_shopping                         Às compras

status_effect_title						=[Efeitos]=
status_effect_none						Nenhum
status_effect_suppressed				Reprimido
status_effect_goodfood					Bem alimentado
status_effect_drunk						Bêbedo
status_effect_high                      Alto
status_effect_withdrawal				Abstinência
status_effect_tazed                     Atordoado
status_effect_overdosed                 Overdose
status_effect_surrendered               Rendido
status_effect_calming                   Calmo
status_effect_angst                     Zangado
status_effect_wounded                   A sangrar
status_effect_virus                     Doente
status_effect_virusdeadly               Doente

condition_treated                       Tratado
condition_needstreating                 Precisa de tratamento

experience_totaltime                    Tempo total
experience_misconduct                   Má conduta
experience_lockeddown                   Fechar celas
experience_regime                       Regime
experience_sleep                        Dormir
experience_work                         Trabalho
experience_class                        Aula
experience_freetime                     Tempo livre
experience_moodbad                      Mau humor
experience_moodnormal                   Normal
experience_moodgood                     Bom humor
experience_nocondition                  Nenhum
experience_kod                          Vencido
experience_hurt                         Ferido
experience_suppressed                   Reprimido
experience_intoxicated                  Intoxicado
experience_wellfed                      Bem alimentado
experience_exercise                     Exercício

need_name_nothing                       Nada
need_name_bladder                       Xixi
need_name_bowels                        Cócó
need_name_sleep                         Dormir
need_name_food                          Comida
need_name_safety                        Segurança
need_name_hygiene                       Higiene
need_name_exercise                      Exercício
need_name_family                        Família
need_name_recreation                    Recriação
need_name_comfort                       Conforto
need_name_environment                   Ambiente
need_name_privacy                       Privacidade
need_name_freedom                       Liberdade
need_name_clothing                      Vestuário
need_name_drugs                         Drogas
need_name_alcohol                       Álcool
need_name_starving                      Inanição
need_name_spirituality                  Espiritualidade
need_name_literacy                      Estudo
needs_locked                            (Requer Psicólogo para mostrar as necessidades)
needs_title                             =[Necessidades]=

reputation_title                        Reputação
reputation_hidden                       (Traços de Reputação Desconhecidos)
reputation_hidden_short                 ???

reputation_legendary                    --LENDÁRIA--
reputation_strong                       Forte
reputation_tough                        Resistente
reputation_volatile                     Volátil
reputation_snitch                       Delator
reputation_deadly                       Mortal
reputation_stoical                      Inabalável
reputation_fearless                     Destemido
reputation_exlaw                        Ex-agente da lei
reputation_copkiller                    Assassino de polícias
reputation_quick                        Rápido
reputation_instigator                   Instigador
reputation_fighter                      Lutador habilidoso
reputation_gangmember                   Membro de Gangue
reputation_federalwitness               Testemunha Federal

reputation_strong_high                  Extremamente forte
reputation_tough_high                   Extremamente resistente
reputation_volatile_high                Extremamente instável
reputation_deadly_high                  Extremamente mortal
reputation_exlaw_high                   Ex-guarda prisional
reputation_quick_high                   Extremamente rápido
reputation_fighter_high                 Lutador experiente

reputation_legendary_high               --LENDÁRIA--
reputation_snitch_high                  Delator
reputation_stoical_high                 Inabalável
reputation_fearless_high                Destemido
reputation_copkiller_high               Assassino de polícias
reputation_instigator_high              Instigador
reputation_gangmember_high              Membro de Gangue

reputationtooltip_legendary             Este prisioneiro é uma lenda do submundo do crime e tem vários atributos e habilidades que o tornam muito perigoso.
reputationtooltip_strong                Este prisioneiro dá socos muito fortes numa luta.
reputationtooltip_tough                 Este prisioneiro suporta muita pancada numa luta. Às vezes consegue ficar de pé ao ser atingido por uma Taser.
reputationtooltip_volatile              Este prisioneiro pode tornar-se agressivo a qualquer momento e sem motivo algum.
reputationtooltip_stoical               Este prisioneiro não ficará reprimido quando trancado na solitária. Ele não se importa mesmo com nada.
reputationtooltip_snitch                Este prisioneiro é um informador conhecido, portanto a sua vida pode estar em perigo. Não o deixes com outros prisioneiros por muito tempo.
reputationtooltip_deadly                Este prisioneiro é mestre em movimentos letais e pode matar com apenas um golpe.
reputationtooltip_exlaw                 Este prisioneiro já foi Polícia ou teve alguma profissão da lei. A sua vida pode estar em perigo.
reputationtooltip_copkiller             Este prisioneiro é culpado de matar um Polícia. Os guardas da prisão podem não se conter ao reprimi-lo.
reputationtooltip_fearless              Este prisioneiro não fica intimidado ao ver Guardas Armados e não se rende facilmente numa luta.
reputationtooltip_quick                 Este prisioneiro é um corredor excecional.
reputationtooltip_instigator            Este prisioneiro semeia desordem à sua volta. Quando ele causa problemas, os outros prisioneiros têm vontade de fazer o mesmo.
reputationtooltip_fighter               Este prisioneiro é habilidoso em combate defensivo. Ele pode desarmar o seu opositor e até ficar com a sua arma numa luta.
reputationtooltip_gangmember            Este prisioneiro pertence a um gangue. Ele defenderá os seus camaradas do gangue e incitará o ódio aos membros dos gangues rivais.
reputationtooltip_federalwitness        Este prisioneiro é uma testemunha num caso legal importante, e assim foi feita uma jura de morte por um gangue ou por um chefe do crime.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       A trabalhar
nameplate_stationed                     Parado
nameplate_patrolling                    A patrulhar
nameplate_resting                       A descansar
nameplate_tired                         Cansado
nameplate_injured                       Ferido
nameplate_unconscious                   Inconsciente
nameplate_dead                          MORTO
nameplate_released                      LIBERTO
nameplate_researching                   A pesquisar
nameplate_overdose                      OVERDOSE
nameplate_starving                      ESFOMEADO
nameplate_wounded                       A SANGRAR


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Alimentar todos os prisioneiros
objective_caption_prisoners             Prisioneiros
objective_caption_meals                 Refeições
objective_readceosletter                Ler a carta do Presidente
objective_actionrequired                Relatórios de incidentes

objective_deathrowinmates               Situação dos prisioneiros do Corredor da Morte

objective_prisonerintake                Entrada de prisioneiros
objective_intake_arrivals               *X prisioneiros a chegar às 8:00
objective_intake_closed                 A tua prisão não receberá novos prisioneiros
objective_intake_closed2                (Veja o Relatório de prisioneiros)
objective_intake_closed3                (Veja o Relatório de Admissão)
objective_intake_specials				Transferências especiais:
objective_intake_categories             Categorias: 
objective_intake_minsec                 Mínima, 
objective_intake_medsec                 Média, 
objective_intake_maxsec                 Máxima
objective_intake_deathrow               Corredor da Morte

objective_builddeliveriesroom           Define uma área de entrega 

objective_outgoing                      Prisioneiros a serem libertos
objective_outgoing_count                *X prisioneiros prontos para serem libertos
objective_outgoing_timer                (*X horas)

objective_visitors                      Visitantes (8:00 - 20:00)
objective_visitors_waiting              *X famílias a aguardar a visita
objective_visitors_onsite               *X visitantes no local em *Y grupos

objective_staffexhausted                Equipa exausta
objective_reststaff_exhausted           *X funcionários estão exaustos.
objective_reststaff_resting             (*X estão a descansar)
objective_reststaff_needstaffroom       Constrói uma Sala da Equipa para que possam descansar.

objective_punishment_solitary           *X na solitária
objective_punishment_solitary_queue     *X a aguardar para ir para a solitária
objective_punishment_solitary_mix       *X na solitária (+*Y à espera)
objective_punishment_lockdown           *X na cela
objective_incident_medical              *X a precisar de atendimento médico
objective_incident_dead                 *X corpos

objective_prisonerparole                Liberdade condicional
objective_parole_count                  *X prisioneiros prontos para a liberdade condicional

objective_payment_receivedfull          Pagamento: *X recebido
objective_payment_receivedpart          Pagamento: *X recebido do total de *Y

objective_grant_bootstraps                  Centro Básico de Detenção
objective_grant_bootstraps_description      Transforma um campo vazio numa prisão funcional. Este contrato governamental dá-te os recursos necessários para construir as estruturas básicas para o seu primeiro conjunto de prisioneiros.
objective_grant_bootstraps_holdingcell      Constrói uma cela temporária
objective_grant_bootstraps_shower           Constrói um chuveiro
objective_grant_bootstraps_yard             Constrói um pátio
objective_grant_bootstraps_kitchen          Constrói uma cozinha
objective_grant_bootstraps_canteen          Constrói uma cantina
objective_grant_bootstraps_guard            Contrata no mínimo 2 guardas
objective_grant_bootstraps_chef             Contrata no mínimo 2 cozinheiros

objective_grant_administration                          Centro Administrativo
objective_grant_administration_description              Qualquer projeto de prisão necessita de um centro administrativo, para assegurar que as coisas funcionam e para manter o projeto dentro do orçamento. Este contrato assume a contratação de um Diretor e um Contabilista e dos seus respetivos escritórios, que nos darão acesso ao sistema completo de Verbas Federais.
objective_grant_administration_offices                  Constrói 2 escritórios
objective_grant_administration_warden                   Contrata um Diretor
objective_grant_administration_accountant_research      Desbloqueia as Finanças através da Burocracia
objective_grant_administration_accountant               Contrata um Contabilista

objective_grant_firstcellblock                  Bloco A
objective_grant_firstcellblock_description      O básico está construído e a funcionar. Agora é altura de construíres o teu primeiro bloco de celas e transferir os prisioneiros existentes para as suas próprias celas.
objective_grant_firstcellblock_cells            Aumenta a capacidade de prisioneiros para 15

objective_grant_health                      Saúde e bem-estar dos prisioneiros
objective_grant_health_description          A saúde física e mental dos prisioneiros é muito importante. Este subsídio é para facilitar a construção de uma ala médica com tecnologia avançada e contratar médicos e psicólogos para cuidar das necessidades médicas dos prisioneiros.
objective_grant_health_ward                 Constrói uma ala médica
objective_grant_health_doctors              Contrata no mínimo 2 médicos
objective_grant_health_psychologist         Contrata um psicólogo (Requer um Escritório)

objective_grant_bailout                     Fiança Governamental
objective_grant_bailout_description         O governo está muito insatisfeito com o teu desempenho, mas decidiu que a tua prisão é muito grande para fechar. Fundos de contribuição serão lançados para salvar a prisão da falência. Porém, deves realinhar o caixa. Recupera o fluxo de caixa positivo (receita diária maior que as despesas) e salda as dividas com o banco.
objective_grant_bailout_cashflow            Receita maior que a despesa
objective_grant_bailout_debt                Paga as tuas dívidas


objective_grant_maintenance                         Manutenção da prisão
objective_grant_maintenance_description             A conservação e manutenção geral da prisão e dos arredores é importante tanto para a proteção como para a segurança dos funcionários e dos prisioneiros. Contrata o pessoal necessário para manter sua prisão limpa e organizada.
objective_grant_maintenance_research_root           Desbloqueia a Manutenção através da Burocracia
objective_grant_maintenance_research_cleaning       Desbloqueia o Técnico de Limpeza através da Burocracia
objective_grant_maintenance_research_groundskeeping Desbloqueia a Jardinagem através da Burocracia
objective_grant_maintenance_foreman                 Contrata um Mestre de Obra (requer um escritório)
objective_grant_maintenance_janitor                 Contrata pelo menos dois técnicos de limpeza
objective_grant_maintenance_gardener                Contrata um jardineiro

objective_grant_visitation                          Direito a visita
objective_grant_visitation_description              Outras prisões na região estão a ser processadas por negarem o direito de visita aos prisioneiros. Os investidores não querem um escândalo e estão a disponibilizar esse subsídio para garantir que instalações adequadas estejam disponíveis.
objective_grant_visitation_room                     Constrói uma sala de visitas
objective_grant_visitation_tables                   Adicione pelo menos três mesas para visitantes
objective_grant_visitation_commonroom               Constrói uma sala comunitária
objective_grant_visitation_pooltable                Adicione uma mesa de snooker
objective_grant_visitation_tv                       Adiciona pelo menos duas TVs
objective_grant_visitation_phones                   Constrói pelo menos cinco cabines telefónicas

objective_grant_basicsecurity                       Certificação em Procedimentos de Segurança
objective_grant_basicsecurity_description           Um problema comum nas prisões novas é a falta de segurança devido à inexperiência dos funcionários com o complexo. Garante que não há esses percalços iniciais que podem manchar o nosso currículo no futuro, aumentando a segurança para um nível aceitável.
objective_grant_basicsecurity_chief                 Contrata um Chefe de Segurança (requer um escritório)
objective_grant_basicsecurity_guards                Contrata dez guardas
objective_grant_basicsecurity_patrols               Designa três guardas para patrulhas
objective_grant_basicsecurity_research              Desbloqueia Rondas através da Burocracia

objective_grant_enhancedsecurity                    Avaliações de Segurança Governamental
objective_grant_enhancedsecurity_description        O governo tem certos requisitos de segurança para prisões que passam de um certo tamanho e aplica multas severas para as que não atendem. Assegura que isso não se torne num problema.
objective_grant_enhancedsecurity_armoury            Constrói um Arsenal
objective_grant_enhancedsecurity_kennel             Constrói um Canil
objective_grant_enhancedsecurity_guards             Contrata dois guardas armados
objective_grant_enhancedsecurity_dogs               Contrata dois treinadores
objective_grant_enhancedsecurity_patroldogs         Designa dois treinadores de cães para as rondas com cão
objective_grant_enhancedsecurity_patrolarmed        Designa dois guardas armados para uma ronda

objective_grant_advancedsecurity                    Construir Infraestrutura de Segurança Máxima
objective_grant_advancedsecurity_description        Manter a segurança para um número grande de prisioneiros pode ser difícil, mas o custo de uma fuga pode ser ainda maior do que o custo de implementar medidas de segurança apropriadas. Instala o equipamento de segurança necessário para toda a prisão.
objective_grant_advancedsecurity_guards             Aumenta o tamanho da força de segurança
objective_grant_advancedsecurity_researchcctv       Desbloqueia o CITV através da Burocracia
objective_grant_advancedsecurity_researchbodyarmour Desbloqueia Armaduras através da Burocracia
objective_grant_advancedsecurity_researchtazers     Desbloqueia Tasers através da Burocracia
objective_grant_advancedsecurity_office             Constrói uma Sala de Segurança
objective_grant_advancedsecurity_cctvmonitor        Constrói um Monitor de CITV
objective_grant_advancedsecurity_cctvcameras        Coloca câmaras de CITV por toda a prisão

objective_grant_prisonerworkforce                   Aclimatação e Compromisso de prisioneiros
objective_grant_prisonerworkforce_description       Ter prisioneiros a trabalhar na prisão é uma boa maneira de integrá-los no ambiente e reduzir custos. Finaliza o treino necessário e constrói as instalações necessárias para mandares os teus prisioneiros trabalhar.
objective_grant_prisonerworkforce_research          Desbloqueia o Trabalho Prisional através da Burocracia
objective_grant_prisonerworkforce_cleaning          Constrói uma Despensa
objective_grant_prisonerworkforce_laundry           Constrói uma Lavandaria
objective_grant_prisonerworkforce_kitchenclass      Tem 3 prisioneiros aprovados no programa de Higiene e Segurança na Cozinha
objective_grant_prisonerworkforce_laundryassigned   Designa 3 prisioneiros para trabalhar na Lavandaria
objective_grant_prisonerworkforce_kitchenassigned   Designa 3 prisioneiros para trabalhar na Cozinha
objective_grant_prisonerworkforce_cleaningassigned  Designa 3 prisioneiros para trabalhar na Despensa

objective_grant_educationreformprogram              A Iniciativa de Reintegração Através da Educação
objective_grant_educationreformprogram_description  Um grupo de campanha de destaque está a efetuar uma experiência social de grande escala sobre os efeitos da educação nos índices de reincidência dos prisioneiros. Organiza algumas salas de aula e começa a educar os prisioneiros.
objective_grant_educationreformprogram_research     Desbloqueia a Educação através da Burocracia
objective_grant_educationreformprogram_classroom    Constrói uma Sala de Aula
objective_grant_educationreformprogram_desks        Constrói 20 mesas de estudo
objective_grant_educationreformprogram_foundationed Tem 10 prisioneiros aprovados no curso de Fundamentos de Educação
objective_grant_educationreformprogram_generaled    Tem um prisioneiro aprovado no curso de Qualificação Geral em Educação

objective_grant_prisonlabour                        Produção Prisional
objective_grant_prisonlabour_description            Os financiadores querem que aumentes a rentabilidade da prisão e estão dispostos a investir para te ajudar a construir oficinas e aproveitar a mão de obra dos prisioneiros.
objective_grant_prisonlabour_workshop               Constrói uma Oficina
objective_grant_prisonlabour_saw                    Constrói duas serras elétricas
objective_grant_prisonlabour_press                  Constrói duas prensas hidráulicas
objective_grant_prisonlabour_reform                 Tem 5 prisioneiros aprovados no Programa de Segurança no Trabalho
objective_grant_prisonlabour_plates                 Produz 30 matrículas

objective_grant_furnituremanufacturing              Programa de Aprendizagem em Carpintaria
objective_grant_furnituremanufacturing_description  A oferta de cursos de carpintaria aos prisioneiros pode ensinar-lhes uma habilidade valiosa, que podem usar quando forem soltos, e permite que produzam móveis de alta qualidade na carpintaria, que podem ser vendidos para aumentar os rendimentos.
objective_grant_furnituremanufacturing_forestry     Constrói uma Floresta
objective_grant_furnituremanufacturing_table        Constrói duas mesas de carpintaria
objective_grant_furnituremanufacturing_reform       Tem 2 prisioneiros aprovados no Curso de Carpintaria
objective_grant_furnituremanufacturing_bed          Produz 10 camas melhores

objective_grant_reducestaffstress                   Iniciativa ao Bem-Estar da Equipa
objective_grant_reducestaffstress_description       Os sindicatos dos funcionários prisionais receberam relatórios de funcionários stressados e sobrecarregados, com o agravante de ocorrências de erros. Garante que tais problemas não ocorrem no teu complexo.
objective_grant_reducestaffstress_staffroom         Constrói uma Sala da Equipa
objective_grant_reducestaffstress_freeguards        Tem pelo menos 5 guardas sem tarefas definidas
objective_grant_reducestaffstress_restedstaff       Assegura que nenhum dos teus funcionários está exausto

objective_grant_shortterminvestment                 Investimento a Curto Prazo
objective_grant_shortterminvestment_description     Aplica num fundo de investimento que dará um retorno razoável pela sua quantia inicial.
objective_grant_shortterminvestment_wait            Aguarda pelo retorno do investimento...

objective_grant_longterminvestment                  Investimento a Longo Prazo
objective_grant_longterminvestment_description      Aplica num fundo de investimento de longo prazo, que dará um retorno razoável pela sua quantia inicial.
objective_grant_longterminvestment_wait             Aguarda pelo retorno do investimento...

objective_grant_cellblock50                         Bloco B
objective_grant_cellblock50_description             Está na hora de expandires a prisão para além de um mero complexo temporário.
objective_grant_cellblock50_cells                   Aumenta a capacidade prisional para 50

objective_grant_cellblock100                        Bloco C
objective_grant_cellblock100_description            Faz um uso adequado do teu terreno expandindo a prisão.
objective_grant_cellblock100_cells                  Aumenta a capacidade prisional para 100

objective_grant_cellblock200                        Bloco D
objective_grant_cellblock200_description            Mais prisioneiros significa mais investimento do governo. Aumenta a capacidade prisional para beneficiares com isso.
objective_grant_cellblock200_cells                  Aumenta a capacidade prisional para 200

objective_grant_cellblock500                        Bloco E
objective_grant_cellblock500_description            O governo disponibiliza ótimos incentivos financeiros para as grandes prisões. Está na hora de trabalhar para atingir esse objetivo.
objective_grant_cellblock500_cells                  Aumenta a capacidade prisional para 500

objective_grant_nutritionresearch                   Pesquisa de Nutrição Prisional
objective_grant_nutritionresearch_description       Um grupo independente de pesquisa está a financiar a participação num teste para avaliar os efeitos da variação nos hábitos alimentares dos prisioneiros.
objective_grant_nutritionresearch_poor              Serve apenas uma refeição de baixa quantidade e variedade por dois dias
objective_grant_nutritionresearch_good              Serve três refeições de alta variedade e quantidade por dois dias

objective_grant_drugsearch                          Apreensão de Drogas
objective_grant_drugsearch_description              A preocupação sobre o uso de drogas em grandes prisões está a aumentar. Tem uma atitude proativa e mostra que estás a par da situação.
objective_grant_drugsearch_find                     Encontra 10 drogas ilegais

objective_grant_contrabandsupply                    Limpeza de Ferramentas
objective_grant_contrabandsupply_description        Após diversos incidentes noutras prisões envolvendo objetos roubados, um grupo está a efetuar estudos sobre a distribuição de ferramentas e armas em prisões. Esta parte do teste envolve a tentativa de remover todos esses itens da população da prisão.
objective_grant_contrabandsupply_tools              Remove o stock de ferramentas roubadas
objective_grant_contrabandsupply_weapons            Remove o stock de armas roubadas

grant_category_completed                            Completo:
grant_category_unlocked                             Desbloqueado:
grant_category_cash                                 Dinheiro:
grant_category_cashflow                             Fluxo de caixa:
grant_category_debt                                 Dívidas:
grant_category_prisoners                            Prisioneiros:

grant_property_atleast                              Pelo menos *X
grant_property_atmost                               Não mais que *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Nenhum
object_box                               Caixa
object_stack                             Pilha
object_bed                               Cama
object_toilet                            Sanita
object_table                             Mesa
object_chair                             Cadeira
object_bench                             Banco
object_electricchair                     Cadeira elétrica
object_jaildoor                          Porta de barra
object_jaildoorlarge                     Porta de barra grande
object_door                              Porta
object_solitarydoor                      Porta de solitária
object_staffdoor                         Porta de serviço
object_remotedoor                        Porta automática
object_roadgate                          Portão
object_jailbars                          Barras da prisão
object_window                            Janela
object_windowlarge                       Janela grande
object_tree                              Árvore
object_light                             Luz
object_cooker                            Fogão
object_fridge                            Frigorífico
object_bin                               Lixeira
object_sink                              Lavatório
object_servingtable                      Mesa de jantar
object_showerhead                        Chuveiro
object_brick                             Tijolo
object_concrete                          Betão
object_steel                             Aço
object_ingredients                       Ingredientes
object_ingredientscooking                Ingredientes (A Cozinhar)
object_ingredientscooked                 Ingredientes (Cozidos)
object_ingredientsspoiled                Ingredientes (Estragados)
object_meal                              Refeição
object_foodtray                          Tabuleiro
object_foodtraydirty                     Tabuleiro (Sujo)
object_grassturf                         Tufo de relva
object_prisoneruniform                   Uniforme
object_dirtyprisoneruniform              Uniforme (Sujo)
object_crumpledprisoneruniform           Uniforme (Amarrotado)
object_bleach                            Lixívia
object_sheetmetal                        Folha de metal
object_licenseplateblank                 Matrícula de carro (em branco)
object_licenseplate                      Matrícula de carro
object_log                               Registo
object_wood                              Madeira
object_workman                           Operário
object_truckdriver                       Motorista
object_guard                             Guarda
object_riotguard                         Polícia de choque
object_armedguard                        Guarda armado
object_prisoner                          Prisioneiro
object_doctor                            Médico
object_paramedic                         Paramédico
object_cook                              Cozinheiro
object_gardener                          Jardineiro
object_janitor                           Técnico de limpeza
object_fireman                           Bombeiro
object_avatar                            Avatar
object_actor                             Ator
object_visitor                           Visitante
object_executionwitness                  Testemunha de execução
object_doghandler                        Treinador de cão
object_dog                               Cão polícia
object_dogcrate                          Casota do cão
object_teacher                           Professor
object_soldier                           Soldado
object_warden                            Diretor
object_chief                             Chefe de segurança
object_foreman                           Mestre de obras
object_psychologist                      Psicólogo
object_accountant                        Contabilista
object_lawyer                            Advogado
object_supplytruck                       Camião de abastecimentos
object_prisonerbus                       Autocarro de prisioneiros
object_fireengine                        Carro de bombeiros
object_riotvan                           Carrinha da polícia de choque
object_ambulance                         Ambulância
object_hearse                            Carro fúnebre
object_trooptruck                        Camião do exército
object_fire                              Fogo
object_garbage                           Lixo
object_rubble                            Cascalho
object_bookshelf                         Prateleira
object_officedesk                        Mesa de escritório
object_filingcabinet                     Arquivo
object_medicalbed                        Maca médica
object_morgueslab                        Mesa de morgue
object_equipment                         Equipamento
object_prop                              Acessório
object_dummy                             Boneco
object_powerstation                      Estação de energia
object_capacitor                         Transformador
object_electricalcable                   Cabo elétrico
object_powerswitch                       Disjuntor
object_logiccircuit                      Circuito lógico
object_logicbridge                       Ponte lógica
object_waterpumpstation                  Bomba de água
object_pipevalve                         Válvula
object_pipelarge                         Cano largo
object_pipesmall                         Cano estreito
object_drain                             Ralo
object_sprinkler                         Extintor de incêndio
object_metaldetector                     Detetor de metais
object_weightsbench                      Banco de musculação
object_phonebooth                        Cabine telefónica
object_tv                                TV
object_largetv                           TV grande
object_pooltable                         Mesa de snooker
object_polaroid                          Polaroid
object_cctv                              CITV
object_cctvmonitor                       Monitor de CITV
object_laundrymachine                    Máquina de lavar a roupa
object_laundrybasket                     Cesto da roupa suja
object_ironingboard                      Tábua de passar
object_visitortable                      Mesa de visitas
object_workshopsaw                       Serra elétrica
object_workshoppress                     Prensa hidráulica
object_carpentertable                    Mesa de carpintaria
object_boombox                           Caixa de som
object_guardlocker                       Armário
object_sofachairsingle                   Sofá
object_sofachairdouble                   Sofá Grande
object_drinkmachine                      Máquina de bebidas
object_arcadecabinet                     Fliperama
object_radio                             Rádio
object_bookshelflarge                    Estantes de biblioteca
object_weaponrack                        Suporte de armas
object_treestump                         Tronco de árvore
object_schooldesk                        Carteira escolar
object_superiorbed                       Cama melhor
object_doorcontrolsystem                 Sistema de controlo de portas
object_phonemonitor                      Escuta telefónica
object_servo                             Servomotor
object_doortimer                         Temporizador
object_pressurepad                       Placa de pressão
object_statuslight                       Luz indicadora
object_wire                              Ligar
object_dismantleobject                   Desmontar objeto
object_dismantleutility                  Desmontar utensílio
object_sellobject                        Vender objeto
object_canceljobs                        Cancelar tarefas
object_showallwires                      Mostrar fios
object_tidywires                         Fios organizados
object_cutscenepolaroid                  Animação Polaroid
object_cutscenecamera                    Animação de câmara
object_cutscenecue                       Fim de animação
object_foodwaste                         Lixo orgânico
object_altar                             Altar
object_pews                              Banco
object_prayermat                         Tapete de oração
object_paroleofficer                     Oficial da condicional
object_parolelawyer                      Advogado da liberdade condicional
object_spiritualleader                   Líder espiritual
object_librarybookshelf                  Prateleira de biblioteca
object_librarybookunsorted               Livro (Desordenado)
object_librarybooksorted                 Livro (Ordenado)
object_sortingtable                      Mesa de classificação
object_ruinedbook                        Livro destruído
object_foodbowl                          Comida
object_appealslawyer                     Advogado do recurso
object_appealsmagistrate                 Magistrado de recurso
object_mailsatchel                       Mala da correspondência
object_mailunsorted                      Correspondência desordenada
object_mailsorted                        Correspondência ordenada
object_prisonermail                      Correspondência
object_prisonermailopened                Correspondência (Aberta)
object_shopfront                         Vitrine
object_shopgoods                         Produtos
object_shopshelf                         Prateleira

material_none                            Nenhum
material_building                        Fundação (Tijolo)
material_buildingconcrete                Fundação (Betão)
material_demolish                        Demolir
material_clearindoorarea                 Limpar área interna
material_demolishwalls                   Demolir paredes
material_removetunnels                   Remover túneis
material_canceljobs                      Cancelar tarefas
material_dirt                            Terra
material_sand                            Areia
material_pavingstone                     Laje
material_grass                           Relva
material_gravel                          Cascalho
material_road                            Asfalto
material_roadmarkings                    Pintura de rua
material_roadmarkingsleft                Pintura de rua (Esquerda)
material_roadmarkingsright               Pintura de rua (Direita)
material_stone                           Pedra
material_fence                           Cerca
material_concretetiles                   Cimento
material_concretefloor                   Piso de betão
material_woodenfloor                     Piso de madeira
material_ceramicfloor                    Piso de cerâmica
material_mosaicfloor                     Piso xadrez
material_metalfloor                      Piso de metal
material_marbletiles                     Azulejo de mármore
material_whitetiles                      Azulejo branco
material_fancytiles                      Azulejo pintado
material_concretewall                    Parede de betão
material_brickwall                       Parede de tijolo
material_perimeterwall                   Parede de perímetro
material_burntfloor                      Piso queimado
material_burntwall                       Parede queimada
material_buildingframe                   Estrutura de construção
material_roof                            Teto

room_none                                Nenhum
room_cell                                Cela
room_holdingcell                         Cela temporária
room_solitary                            Solitária
room_superiorcell                        Cela melhor
room_canteen                             Cantina
room_kitchen                             Cozinha
room_shower                              Chuveiros
room_yard                                Pátio
room_storage                             Armazém
room_deliveries                          Entregas
room_garbage                             Lixo
room_execution                           Execução
room_workshop                            Oficina
room_security                            Segurança
room_office                              Escritório
room_medicalward                         Enfermaria
room_morgue                              Morgue
room_commonroom                          Área comum
room_laundry                             Lavandaria
room_visitation                          Visitas
room_cleaningcupboard                    Despensa
room_kennel                              Canil
room_armoury                             Arsenal
room_staffroom                           Sala da equipa
room_library                             Biblioteca
room_forestry                            Floresta
room_classroom                           Sala de aula
room_exports                             Exportação
room_chapel                              Capela
room_intake                              Receção
room_clearrooms                          Salas vazias
room_paroleroom                          Sala de audiência
room_mailroom                            Sala de correspondência
room_shop                                Loja

equipment_none                           Nenhum
equipment_fists                          Punhos
equipment_baton                          Cassetete
equipment_club                           Bastão
equipment_shank                          Lâmina
equipment_knife                          Faca
