
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nytt
score_tooltip_clemencychance_title      Sannolikhet för benådan
score_tooltip_clemencychance            Sannolikheten för att överklagandenämnden benådar och omvandlar internens dödsstraff. Varje överklagande som inte lyckas sänker detta värde tills det hamnar nedanför Styrka på fällande dom godkänd av staten, då fullt tillstånd att gå vidare med straffet ges. Om du schemalägger avrättningen innan detta resulterar det i extrema påföljder om man senare finner att internens överklagande hade lyckats.\n\nOm benådan ges frisläpps internen direkt (om denne är oskyldig), annars skickas internen till maxsäkerhetsavdelningen (om han fortfarande är skyldig).
score_tooltip_currentchance             Styrkan på fällande dom godkänd av staten är *X%
score_tooltip_clemencywarning           Chansen för att denna intern ska bli benådad ligger för närvarande ovanför den säkra nivå som är godkänd av staten. Om du går vidare med avrättningen hålls du personligen skyldig om det senare visar sig att han skulle ha blivit benådad.

experiencefactor_FractionalLockedUp     *X% av tiden inlåst i cellen
experiencefactor_FractionalReform       *X% av tiden i reformprogram
experiencefactor_fractionalWorking      *X% av tiden i arbete
experiencefactor_fractionalsuppressed   *X% av tiden kuvad
experiencefactor_fractionalinjured      *X% av tiden med obehandlade skador
experiencefactor_fractionalintoxicated  *X% av tiden berusad (droger/alkohol/abstinens)
experiencefactor_fractionalmisbehaving  *X% av tiden beter internen sig illa
experiencefactor_fractionalarmedguard   *X% av tiden under beväpnad vakthållning eller kuvad
experiencefactor_fractionalwellfed      *X% av tiden mätt
experiencefactor_fractionalexercising   *X% av tiden i motion
experiencefactor_fractionalfreetime     *X% av tiden fritid

experiencefactor_passedeasyprograms             Klarade *X enkla program
experiencefactor_passedintermediateprograms     Klarade *X mellansvåra program
experiencefactor_passedadvancedprograms         Klarade *X avancerade program
experiencefactor_passedexpertprograms           Klarade *X expertprogram

experiencefactor_YearsServed            *X år tjänade
experiencefactor_fights                 Involverad i våldsamma incidenter
experiencefactor_murders                Begick mord *X gånger inom fängelsets murar
experiencefactor_escapeattempts         Försökte rymma *X gånger
experiencefactor_addictions             *X aktiva beroenden
experiencefactor_gangmembership         Gängmedlem

legend_key                              Nyckel:

needs_graphscale_title                  Interner:
needs_key_critical                      Kritisk
needs_key_high                          Hög
needs_key_med                           Mellan
needs_key_satisfied                     Nöjd
needs_key_active                        Aktiv

contraband_supplyanddemand              Tillgång och efterfrågan
contraband_narcotics                    Narkotika
contraband_weapons                      Vapen
contraband_tools                        Verktyg
contraband_luxuries                     Lyxvaror
contraband_metal                        Metall
contraband_smelly                       Luktande
contraband_rangedweapon                 Handeldsvapen
contraband_improvised                   Improviserat

contraband_key_supply                   Tillgång
contraband_key_demand                   Efterfrågan
contraband_log_stolen                   STULET
contraband_log_position                 POSITION
contraband_log_smuggled                 SMUGGLAT
contraband_log_traded                   UTBYTT
contraband_log_thrown                   KASTAT
contraband_log_hidden                   GÖMT
contraband_log_detected                 UPPTÄCKT
contraband_log_dog                      HUND
contraband_log_found                    HITTAT
contraband_log_owner                    ÄGARE

schedule_zone_shared                    Delad
schedule_zone_minseconly                Lågsäkerhet
schedule_zone_medseconly                Normal säkerhet
schedule_zone_maxseconly                Högsäkerhet
schedule_zone_protectedonly             Skyddshäkte
schedule_zone_supermaxonly              Superhög säkerhet
schedule_zone_deathrowonly              Dödscell
schedule_zone_staffonly                 Endast personal
schedule_zone_unlocked                  Olåst



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Bajsa
action_wee                              Kissa
action_wash                             Duscha
action_relax                            Koppla av
action_sleep                            Sova
action_nap                              Ta en lur
action_getmeal                          Hämta mat
action_sit                              Sitta
action_exercise                         Träna
action_liftweights                      Träna tyngdlyftning
action_phonehome                        Ringa familjen
action_watchtv                          Titta på TV
action_playpool                         Spela biljard
action_stealknife                       Agera misstänkt
action_stealspoon                       Agera misstänkt
action_urinate                          Kissar
action_soilsuit                         Gör i byxan
action_eat                              Äter
action_complain                         Klagar
action_work                             Arbetar
action_visitation                       Får besök
action_parole                           Samtal om villkorlig frigivning
action_none                             Inget
action_misbehaving                      Missköter sig
action_escaping                         Rymmer
action_destroying                       Vandaliserar
action_spoiling                         Muckar
action_fighting                         Slåss
action_rioting                          Gör upplopp
action_hostagetaking                    Tar gisslan
action_reformprogram                    Reformprogram
action_changeclothes                    Byter om
action_getbook                          Hämtar en bok
action_pray                             Ber
action_shopping                         Handlar

status_effect_title						=[Statuseffekter]=
status_effect_none						Ingen
status_effect_suppressed				Kuvad
status_effect_goodfood					Mätt
status_effect_drunk						Berusad
status_effect_high                      Hög
status_effect_withdrawal				Abstinensbesvär
status_effect_tazed                     Fått en elchock
status_effect_overdosed                 Fått en överdos
status_effect_surrendered               Gav upp
status_effect_calming                   Lugnar sig
status_effect_angst                     Arg
status_effect_wounded                   Blöder
status_effect_virus                     Sjuk
status_effect_virusdeadly               Sjuk

condition_treated                       Behandlad
condition_needstreating                 Behöver behandling

experience_totaltime                    Total tid
experience_misconduct                   Dåligt uppförande
experience_lockeddown                   Låsning
experience_regime                       Regim
experience_sleep                        Sömn
experience_work                         Arbete
experience_class                        Lektion
experience_freetime                     Fritid
experience_moodbad                      Dåligt
experience_moodnormal                   Normalt
experience_moodgood                     Bra
experience_nocondition                  Inget
experience_kod                          Knockad
experience_hurt                         Skadad
experience_suppressed                   Tystad
experience_intoxicated                  Berusad
experience_wellfed                      Mätt
experience_exercise                     Träning

need_name_nothing                       Ingenting
need_name_bladder                       Kissa
need_name_bowels                        Bajsa
need_name_sleep                         Sömn
need_name_food                          Mat
need_name_safety                        Säkerhet
need_name_hygiene                       Hygien
need_name_exercise                      Träning
need_name_family                        Familj
need_name_recreation                    Fritid
need_name_comfort                       Komfort
need_name_environment                   Miljö
need_name_privacy                       Privatliv
need_name_freedom                       Frihet
need_name_clothing                      Kläder
need_name_drugs                         Droger
need_name_alcohol                       Alkohol
need_name_starving                      Svälter
need_name_spirituality                  Andlighet
need_name_literacy                      Läskunnighet
needs_locked                            (Psykolog krävs för att visa behov)
needs_title                             =[Behov]=

reputation_title                        Rykte
reputation_hidden                       (Okänt rykte)
reputation_hidden_short                 ???

reputation_legendary                    --LEGEND--
reputation_strong                       Stark
reputation_tough                        Tuff
reputation_volatile                     Ostabil
reputation_snitch                       Tjallare
reputation_deadly                       Dödlig
reputation_stoical                      Stoisk
reputation_fearless                     Orädd
reputation_exlaw                        Före detta brottsbekämpare
reputation_copkiller                    Polismördare
reputation_quick                        Snabb
reputation_instigator                   Uppviglare
reputation_fighter                      Skicklig på att slåss
reputation_gangmember                   Gängmedlem
reputation_federalwitness               Federalt vittne

reputation_strong_high                  Extremt stark
reputation_tough_high                   Extremt tuff
reputation_volatile_high                Extremt ostabil
reputation_deadly_high                  Extremt dödlig
reputation_exlaw_high                   Före detta fängelsevakt
reputation_quick_high                   Extremt snabb
reputation_fighter_high                 Expert på att slåss

reputation_legendary_high               --LEGEND--
reputation_snitch_high                  Tjallare
reputation_stoical_high                 Stoisk
reputation_fearless_high                Orädd
reputation_copkiller_high               Polismördare
reputation_instigator_high              Uppviglare
reputation_gangmember_high              Gängmedlem

reputationtooltip_legendary             Denna intern är en legend i den undre världen, och har flera olika färdigheter som gör honom mycket farlig.
reputationtooltip_strong                Denna intern slår hårdare för varje slag under bråk.
reputationtooltip_tough                 Denna intern klarar av mycket mer stryk i ett bråk. Han kan också ibland tåla att bli träffad av en elpistol.
reputationtooltip_volatile              Denna intern kan sätta igång med saker utan varning och utan anledning.
reputationtooltip_stoical               Denna intern blir inte kuvad när han blir inlåst i isoleringscellen. Han bryr sig verkligen inte.
reputationtooltip_snitch                Denna intern är en känd uppgiftslämnare och hans liv kan vara i fara. Lämna honom inte ensam med andra interner för länge.
reputationtooltip_deadly                Denna intern är en mästare i dödliga slag, och kan ibland döda med en enda träff.
reputationtooltip_exlaw                 Denna intern har en gång varit polis, eller något annat yrke inom brottsbekämpning. Hans liv kan vara i fara.
reputationtooltip_copkiller             Denna intern har mördat en polis. Dina vakter kan kanske inte lägga band på sig själva när de tar hand om honom.
reputationtooltip_fearless              Denna intern är inte rädd för beväpnade vakter, och det är mindre troligt att han ger upp under ett bråk.
reputationtooltip_quick                 Denna intern springer ovanligt snabbt.
reputationtooltip_instigator            Denna intern sår frön av missnöje hos alla i närheten. När han orsakar trubbel får han andra interner i närheten att göra detsamma.
reputationtooltip_fighter               Denna intern är bra på att försvara sig. Han kan avväpna sin motståndare, eller till och med ta vapnet ifrån dem under ett bråk.
reputationtooltip_gangmember            Denna intern tillhör ett gäng. Han försvarar de andra gängmedlemmarna och föraktar rivaliserande gäng.
reputationtooltip_federalwitness        Denna intern är ett vittne till ett viktigt rättsfall, och kan därför dödas av ett gäng eller en stor brottsling.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Jobbar
nameplate_stationed                     Stationerad
nameplate_patrolling                    Patrullerar
nameplate_resting                       Vilar sig
nameplate_tired                         Trött
nameplate_injured                       Skadad
nameplate_unconscious                   Medvetslös
nameplate_dead                          DÖD
nameplate_released                      FRIGIVEN
nameplate_researching                   Forskar
nameplate_overdose                      TOG ÖVERDOS
nameplate_starving                      SVÄLTER
nameplate_wounded                       BLÖDER


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Ge mat åt alla interner
objective_caption_prisoners             Interner
objective_caption_meals                 Måltider
objective_readceosletter                Läs VD:ns brev
objective_actionrequired                Incidentrapporter

objective_deathrowinmates               Status för interner i dödsceller

objective_prisonerintake                Internintag
objective_intake_arrivals               *X interner ankommer kl. 08.00
objective_intake_closed                 Ditt fängelse är stängt för nya interner
objective_intake_closed2                (Se internrapporten)
objective_intake_closed3                (Se intagsrapporten)
objective_intake_specials				Speciella överföringar:
objective_intake_categories             Kategorier:
objective_intake_minsec                 Låg,
objective_intake_medsec                 Normal,
objective_intake_maxsec                 Hög
objective_intake_deathrow               Dödscell

objective_builddeliveriesroom           Ordna ett leveransområde

objective_outgoing                      Interner som kommer att släppas
objective_outgoing_count                *X interner släpps snart
objective_outgoing_timer                (*X timmar)

objective_visitors                      Besökare (08.00 till 20.00)
objective_visitors_waiting              *familjer väntar på att besöka
objective_visitors_onsite               *X besökare på fängelset i *Y grupper

objective_staffexhausted                Personal är utmattad
objective_reststaff_exhausted           *X anställda är utmattade.
objective_reststaff_resting             (*X vilar sig)
objective_reststaff_needstaffroom       Bygg ett personalrum så att de kan vila.

objective_punishment_solitary           *X i isoleringscell
objective_punishment_solitary_queue     *X väntar på isoleringscell
objective_punishment_solitary_mix       *X i isoleringscell (+*Y som väntar)
objective_punishment_lockdown           *X är inlåsta
objective_incident_medical              *X behöver vård
objective_incident_dead                 *X döda kroppar

objective_prisonerparole                Villkorlig frigivning
objective_parole_count                  *X väntar villkorlig frigivning

objective_payment_receivedfull          Betalning: *X togs emot
objective_payment_receivedpart          Betalning: *X togs emot av *Y totalt

objective_grant_bootstraps                  Enkelt interneringsläger
objective_grant_bootstraps_description      Gör ett tomt fält till ett fungerande fängelse. Detta myndighetskontrakt ger dig de pengar som är nödvändiga för att bygga det absolut minsta som krävs för dina första interner.
objective_grant_bootstraps_holdingcell      Bygg en häktescell
objective_grant_bootstraps_shower           Bygg en dusch
objective_grant_bootstraps_yard             Bygg en gård
objective_grant_bootstraps_kitchen          Bygg ett kök
objective_grant_bootstraps_canteen          Bygg en matsal
objective_grant_bootstraps_guard            Anställ minst två vakter
objective_grant_bootstraps_chef             Anställ minst två kockar

objective_grant_administration                          Administrationen
objective_grant_administration_description              Varje fängelseprojekt behöver en fungerande administrationsavdelning, för att se till att saker och ting fungerar så smidigt som möjligt och för att hålla projektet ansvarigt. Detta kontrakt betalar för en Fängelsedirektör och en Revisor samt deras kontor, som sedan ger tillgång till hela bidragssystemet.
objective_grant_administration_offices                  Bygg två kontor
objective_grant_administration_warden                   Anställ en Fängelsedirektör
objective_grant_administration_accountant_research      Lås upp Ekonomi via Byråkrati
objective_grant_administration_accountant               Anställ en revisor

objective_grant_firstcellblock                  Cellblock A
objective_grant_firstcellblock_description      Nu har vi grunderna. Det är dags att bygga ditt första cellblock, och överföra de interner som finns till egna celler.
objective_grant_firstcellblock_cells            Öka din internkapacitet till 15

objective_grant_health                      Hälsa och välbefinnande för internerna
objective_grant_health_description          Den fysiska och mentala hälsan för internerna är väldigt viktig för oss. Detta bidrag hjälper dig att bygga en modern sjukstuga, och anställa doktorer och psykologer som kan hålla koll på internernas hälsobehov.
objective_grant_health_ward                 Bygg en sjukstuga
objective_grant_health_doctors              Anställ minst två doktorer
objective_grant_health_psychologist         Anställ en psykolog (kräver ett Kontor)

objective_grant_bailout                     Räddningsaktion från myndigheterna
objective_grant_bailout_description         Myndigheterna är ytterst missnöjda med dina prestationer, men man har bestämt att fängelset är för stort för att misslyckas. Pengar från skattebetalarna betalas in för att rädda fängelset från konkurs. Du måste dock se till att balansera dina intäkter och utgifter. Få fängelset att återgå till ett positivt kassaflöde (en daglig inkomst som är högre än utgifterna), och betala tillbaka dina skulder till banken.
objective_grant_bailout_cashflow            Inkomst högre än utgifter
objective_grant_bailout_debt                Betala tillbaka dina skulder


objective_grant_maintenance                         Fängelseunderhåll
objective_grant_maintenance_description             Allmän skötsel och underhåll av fängelset och dess marker är viktigt för säkerheten och tryggheten hos både personalen och internerna. Anställ nödvändig personal för att hålla fängelset rent och välordnat.
objective_grant_maintenance_research_root           Låser upp Underhåll via Byråkrati
objective_grant_maintenance_research_cleaning       Låser upp Städning via Byråkrati
objective_grant_maintenance_research_groundskeeping Låser upp Trädgårdsskötsel via Byråkrati
objective_grant_maintenance_foreman                 Anställ en Arbetsledare (kräver ett Kontor)
objective_grant_maintenance_janitor                 Anställ minst två vaktmästare
objective_grant_maintenance_gardener                Anställ en trädgårdsmästare

objective_grant_visitation                          Rättighet till besök
objective_grant_visitation_description              Ett antal andra anläggningar i området står inför rättsliga åtgärder efter att ha nekat interner deras rättighet till besök. Investerarna vill inte ha en skandal på halsen, så de erbjuder detta bidrag för att se till att det finns lämpliga faciliteter.
objective_grant_visitation_room                     Bygg ett besöksrum
objective_grant_visitation_tables                   Lägg till minst tre bord för besökare
objective_grant_visitation_commonroom               Bygg ett allrum
objective_grant_visitation_pooltable                Lägg till ett biljardbord
objective_grant_visitation_tv                       Lägg till minst två TV-apparater
objective_grant_visitation_phones                   Bygg minst fem telefonkiosker

objective_grant_basicsecurity                       Certifiering för säkerhetsprocedur
objective_grant_basicsecurity_description           En vanlig fallgrop för nya fängelser är misstag inom säkerheten på grund av oerfarenhet hos personalen. Se till att vi inte får några tidiga misstag som kan påverka vårt rykte negativt i framtiden, genom att öka säkerhetsnivån till en acceptabel nivå.
objective_grant_basicsecurity_chief                 Anställ en Säkerhetschef (kräver ett Kontor)
objective_grant_basicsecurity_guards                Anställ tio vakter
objective_grant_basicsecurity_patrols               Anställ tre vakter för att patrullera
objective_grant_basicsecurity_research              Låser upp Patruller via Byråkrati

objective_grant_enhancedsecurity                    Säkerhetsbetyg från myndigheterna
objective_grant_enhancedsecurity_description        Myndigheterna har särskilda föreskrifter gällande säkerheten i fängelser som är över en viss storlek, och tar häftigt betalt för de som inte klarar kraven. Se till att detta inte blir ett problem.
objective_grant_enhancedsecurity_armoury            Bygg ett Vapenförråd
objective_grant_enhancedsecurity_kennel             Bygg en Kennel
objective_grant_enhancedsecurity_guards             Anställ två Beväpnade vakter
objective_grant_enhancedsecurity_dogs               Anställ två Hundförare
objective_grant_enhancedsecurity_patroldogs         Tilldela två Hundförare till en Hundpatrull
objective_grant_enhancedsecurity_patrolarmed        Tilldela två Beväpnade vakter till en Patrull

objective_grant_advancedsecurity                    Införande av infrastruktur för högsäkerhetsavdelning
objective_grant_advancedsecurity_description        Det kan vara svårt att upprätthålla säkerheten för ett stort antal interner, men kostnaden för om denna skulle brytas är mycket större än att sätta in lämpliga åtgärder. Installera nödvändig utrustning i ditt fängelse.
objective_grant_advancedsecurity_guards             Öka storleken på din säkerhetsstyrka
objective_grant_advancedsecurity_researchcctv       Lås upp Kameraövervakning via Byråkrati
objective_grant_advancedsecurity_researchbodyarmour Lås upp Skyddsvästar via Byråkrati
objective_grant_advancedsecurity_researchtazers     Lås upp Elpistoler via Byråkrati
objective_grant_advancedsecurity_office             Bygg en säkerhetsavdelning
objective_grant_advancedsecurity_cctvmonitor        Bygg en övervakningsmonitor
objective_grant_advancedsecurity_cctvcameras        Placera övervakningskameror i ditt fängelse

objective_grant_prisonerworkforce                   Internacklimatisering och Arbete
objective_grant_prisonerworkforce_description       Att låta internerna arbeta i ditt fängelse är ett bra sätt att integrera dem i miljön samtidigt som du minskar kostnaderna. Fullgör den nödvändiga utbildningen och bygg de faciliteter som behövs för att låta dina interner arbeta. 
objective_grant_prisonerworkforce_research          Lås upp Fängelsearbete via Byråkrati
objective_grant_prisonerworkforce_cleaning          Bygg en Städskrubb
objective_grant_prisonerworkforce_laundry           Bygg en Tvättstuga
objective_grant_prisonerworkforce_kitchenclass      Låt tre interner slutföra programmet Säkerhet och hygien i köket
objective_grant_prisonerworkforce_laundryassigned   Låt tre interner arbeta i Tvättstugan
objective_grant_prisonerworkforce_kitchenassigned   Låt tre interner arbeta i Köket
objective_grant_prisonerworkforce_cleaningassigned  Låt tre interner arbeta i Städskrubben

objective_grant_educationreformprogram              Initiativet Reform genom Utbildning
objective_grant_educationreformprogram_description  En framträdande kampanjgrupp genomför ett storskaligt socialt experiment i effekten på återfallsgraderna för utbildade interner. Bygg några klassrum och börja utbilda dina interner.
objective_grant_educationreformprogram_research     Lås upp Utbildning via Byråkrati
objective_grant_educationreformprogram_classroom    Bygg ett Klassrum
objective_grant_educationreformprogram_desks        Bygg tjugo skolbänkar
objective_grant_educationreformprogram_foundationed Låt tio interner klara Grundkurs i utbildning
objective_grant_educationreformprogram_generaled    Låt en intern klara Allmänbildande utbildningskurs

objective_grant_prisonlabour                        Tillverkningsanläggning på fängelset
objective_grant_prisonlabour_description            Finansiärer vill att du ökar ditt fängelses lönsamhet, och de är villiga att investera pengar för att hjälpa dig bygga verkstäder så att dina interner blir arbetskraft.
objective_grant_prisonlabour_workshop               Bygg en Verkstad
objective_grant_prisonlabour_saw                    Bygg två verkstadssågar
objective_grant_prisonlabour_press                  Bygg två verkstadspressar
objective_grant_prisonlabour_reform                 Låt fem interner klara programmet Säkerhet i Verkstaden
objective_grant_prisonlabour_plates                 Producera 30 registreringsskyltar

objective_grant_furnituremanufacturing              Lärlingsprogram för snickeriarbete
objective_grant_furnituremanufacturing_description  Erbjuder kurser i snickeri för dina interner som kan lära dem något värdefullt som de kan använda när de har blivit frigivna. Låter dem producera möbler i din verkstad som kan säljas för att öka dina intäkter.
objective_grant_furnituremanufacturing_forestry     Bygg ett Skogsbruk
objective_grant_furnituremanufacturing_table        Bygg två snickarbord
objective_grant_furnituremanufacturing_reform       Låt fem interner klara kursen Snickeri
objective_grant_furnituremanufacturing_bed          Producera tio Lyxiga sängar

objective_grant_reducestaffstress                   Iniativ för personalens välbefinnande
objective_grant_reducestaffstress_description       Fackföreningar för fängelsearbetare har börjat få in rapporter om att personalen är stressad och överarbetad – så mycket att man börjat göra misstag. Se till att liknande händelser inte sker hos dig.
objective_grant_reducestaffstress_staffroom         Bygg ett Personalrum
objective_grant_reducestaffstress_freeguards        Låt minst fem vakter vara utan tilldelade uppgifter
objective_grant_reducestaffstress_restedstaff       Se till att ingen ur personalstyrkan är utmattad

objective_grant_shortterminvestment                 Investering på kort sikt
objective_grant_shortterminvestment_description     Betala pengar till en investeringsfond som ger en rimlig avkastning på din ursprungliga summa.
objective_grant_shortterminvestment_wait            Vänta på pengar…

objective_grant_longterminvestment                  Långsiktig investering
objective_grant_longterminvestment_description      Betala pengar till en investeringsfond som i slutändan ger en stor avkastning på den ursprungliga summan.
objective_grant_longterminvestment_wait             Vänta på pengar…

objective_grant_cellblock50                         Cellblock B
objective_grant_cellblock50_description             Det är dags att bygga ut fängelset till mer än bara ett häkte.
objective_grant_cellblock50_cells                   Öka max antal interner till 50

objective_grant_cellblock100                        Cellblock C
objective_grant_cellblock100_description            Använd din mark på ett lämpligt sätt genom att fortsätta att expandera ditt fängelse.
objective_grant_cellblock100_cells                  Öka max antal interner till 100

objective_grant_cellblock200                        Cellblock D
objective_grant_cellblock200_description            Fler interner betyder mer pengar från staten. Öka kapaciteten för att utnyttja detta.
objective_grant_cellblock200_cells                  Öka max antal interner till 200

objective_grant_cellblock500                        Cellblock E
objective_grant_cellblock500_description            Myndigheterna erbjuder gott om ekonomiska incitament till de största fängelserna. Det är dags att nå det målet.
objective_grant_cellblock500_cells                  Öka max antal interner till 500

objective_grant_nutritionresearch                   Forskning inom näringslära för interner
objective_grant_nutritionresearch_description       En oberoende forskargrupp erbjuder medel för att delta i en försöksstudie på effekterna av olika matvanor för internerna.
objective_grant_nutritionresearch_poor              Servera en enda måltid med låg kvalitet och lite variation under två dagar
objective_grant_nutritionresearch_good              Servera tre måltider med hög kvalitet och gott om variation under två dagar

objective_grant_drugsearch                          Kraftåtgärd mot droger
objective_grant_drugsearch_description              Nyligen har man alltmer börjat ta upp droganvändning i större fängelser. Ta en proaktiv hållning och visa att du tar itu med problemet.
objective_grant_drugsearch_find                     Hitta tio illegala substanser

objective_grant_contrabandsupply                    Verktygsrensning
objective_grant_contrabandsupply_description        Efter ett antal incidenter i andra fängelser med stulna föremål genomför en kommitté studier om distribueringen av verktyg och vapen på ett fängelse. Denna del av försöket involverar att man ska försöka ta bort alla sådana här objekt från fängelserna.
objective_grant_contrabandsupply_tools              Ta bort utbudet av stulna verktyg
objective_grant_contrabandsupply_weapons            Ta bort utbudet av stulna vapen

grant_category_completed                            Genomfört:
grant_category_unlocked                             Upplåst:
grant_category_cash                                 Pengar:
grant_category_cashflow                             Kassaflöde:
grant_category_debt                                 Skuld:
grant_category_prisoners                            Interner:

grant_property_atleast                              Minst *X
grant_property_atmost                               Inte mer än *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Inget
object_box                               Låda
object_stack                             Hög
object_bed                               Säng
object_toilet                            Toalett
object_table                             Bord
object_chair                             Stol
object_bench                             Bänk
object_electricchair                     Elektriska stolen
object_jaildoor                          Fängelsedörr
object_jaildoorlarge                     Stor fängelsedörr
object_door                              Dörr
object_solitarydoor                      Isoleringsdörr
object_staffdoor                         Personaldörr
object_remotedoor                        Fjärrstyrd dörr
object_roadgate                          Vägport
object_jailbars                          Fängelsegaller
object_window                            Fönster
object_windowlarge                       Stort fönster
object_tree                              Träd
object_light                             Ljus
object_cooker                            Spis
object_fridge                            Kyl
object_bin                               Sopkorg
object_sink                              Diskbänk
object_servingtable                      Serveringsbord
object_showerhead                        Duschmunstycke
object_brick                             Tegelsten
object_concrete                          Betong
object_steel                             Stål
object_ingredients                       Ingredienser
object_ingredientscooking                Ingredienser (Tillagas)
object_ingredientscooked                 Ingredienser (Tillagade)
object_ingredientsspoiled                Ingredienser (Skämda)
object_meal                              Måltid
object_foodtray                          Matbricka
object_foodtraydirty                     Matbricka (Smutsig)
object_grassturf                         Gräs
object_prisoneruniform                   Internuniform
object_dirtyprisoneruniform              Internuniform (Smutsig)
object_crumpledprisoneruniform           Internuniform (Skrynklig)
object_bleach                            Blekmedel
object_sheetmetal                        Plåt
object_licenseplateblank                 Registreringsskyltar (Utan text)
object_licenseplate                      Registreringsskyltar
object_log                               Virke
object_wood                              Trä
object_workman                           Arbetare
object_truckdriver                       Lastbilschaufför
object_guard                             Vakt
object_riotguard                         Kravallvakt
object_armedguard                        Beväpnad vakt
object_prisoner                          Intern
object_doctor                            Doktor
object_paramedic                         Sjukvårdare
object_cook                              Kock
object_gardener                          Trädgårdsmästare
object_janitor                           Vaktmästare
object_fireman                           Brandman
object_avatar                            Avatar
object_actor                             Aktör
object_visitor                           Besökare
object_executionwitness                  Vittne till avrättning
object_doghandler                        Hundförare
object_dog                               Vakthund
object_dogcrate                          Hundbur
object_teacher                           Lärare
object_soldier                           Soldat
object_warden                            Fängelsedirektör
object_chief                             Säkerhetschef
object_foreman                           Arbetsledare
object_psychologist                      Psykolog
object_accountant                        Revisor
object_lawyer                            Advokat
object_supplytruck                       Lastbil
object_prisonerbus                       Internbuss
object_fireengine                        Brandbil
object_riotvan                           Kravallvaktsbuss
object_ambulance                         Ambulans
object_hearse                            Likbil
object_trooptruck                        Soldatbuss
object_fire                              Eld
object_garbage                           Sopor
object_rubble                            Bråte
object_bookshelf                         Bokhylla
object_officedesk                        Skrivbord
object_filingcabinet                     Arkivskåp
object_medicalbed                        Sjuksäng
object_morgueslab                        Obduktionsbord
object_equipment                         Utrustning
object_prop                              Föremål
object_dummy                             Atrapp
object_powerstation                      Kraftverk
object_capacitor                         Kondensator
object_electricalcable                   Elkabel
object_powerswitch                       Strömbrytare
object_logiccircuit                      Logikkrets
object_logicbridge                       Logikbro
object_waterpumpstation                  Vattenpumpsstation
object_pipevalve                         Vattenventil
object_pipelarge                         Stort vattenrör
object_pipesmall                         Litet vattenrör
object_drain                             Avlopp
object_sprinkler                         Sprinkler
object_metaldetector                     Metalldetektor
object_weightsbench                      Tyngdlyftarbänk
object_phonebooth                        Telefonkiosk
object_tv                                TV
object_largetv                           Stor TV
object_pooltable                         Biljardbord
object_polaroid                          Fotografi
object_cctv                              Kameraövervakning
object_cctvmonitor                       Övervakningsmonitor
object_laundrymachine                    Tvättmaskin
object_laundrybasket                     Tvättkorg
object_ironingboard                      Strykbräda
object_visitortable                      Besökarbord
object_workshopsaw                       Verkstadssåg
object_workshoppress                     Verkstadspress
object_carpentertable                    Snickarbord
object_boombox                           Stereo
object_guardlocker                       Vaktskåp
object_sofachairsingle                   Soffa
object_sofachairdouble                   Bred soffa
object_drinkmachine                      Drickaautomat
object_arcadecabinet                     Arkadspel
object_radio                             Radio
object_bookshelflarge                    Bibliotekshylla
object_weaponrack                        Vapenställ
object_treestump                         Stubbe
object_schooldesk                        Skolbänk
object_superiorbed                       Lyxig säng
object_doorcontrolsystem                 Dörrkontrollssystem
object_phonemonitor                      Telefonavlyssning
object_servo                             Dörrservo
object_doortimer                         Dörrtimer
object_pressurepad                       Tryckplatta
object_statuslight                       Statuslampa
object_wire                              Anslut
object_dismantleobject                   Ta isär objekt
object_dismantleutility                  Ta isär utilitetsobjekt
object_sellobject                        Sälj objekt
object_canceljobs                        Avbryt jobb
object_showallwires                      Visa ledningar
object_tidywires                         Rensa upp ledningar
object_cutscenepolaroid                  Fotografi från mellansekvens
object_cutscenecamera                    Mellansekvenskamera
object_cutscenecue                       Stickreplik i mellansekvens
object_foodwaste                         Matavfall
object_altar                             Altare
object_pews                              Kyrkbänk
object_prayermat                         Bönematta
object_paroleofficer                     Övervakare
object_parolelawyer                      Advokat för villkorlig frigivning
object_spiritualleader                   Andlig ledare
object_librarybookshelf                  Bibliotekshylla
object_librarybookunsorted               Biblioteksbok (Osorterad)
object_librarybooksorted                 Biblioteksbok (Sorterad)
object_sortingtable                      Sorteringsskrivbord
object_ruinedbook                        Förstörd bok
object_foodbowl                          Mat
object_appealslawyer                     Apellationsadvokat
object_appealsmagistrate                 Apellationsdomare
object_mailsatchel                       Postväska
object_mailunsorted                      Osorterad post
object_mailsorted                        Sorterad post
object_prisonermail                      Brev
object_prisonermailopened                Brev (Öppnat)
object_shopfront                         Kassa
object_shopgoods                         Butiksvaror
object_shopshelf                         Butikshylla

material_none                            Inget
material_building                        Byggnad (Tegel)
material_buildingconcrete                Byggnad (Betong)
material_demolish                        Riv
material_clearindoorarea                 Ta bort inomhusområde
material_demolishwalls                   Riv väggar
material_removetunnels                   Ta bort tunnlar
material_canceljobs                      Avbryt jobb
