
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Novo
contraband_log_smuggled                 CONTRABANDEADO
contraband_log_traded                   NEGOCIADO
contraband_log_thrown                   JOGADO
contraband_log_hidden                   ESCONDIDO
contraband_log_detected                 DETECTADO
contraband_log_dog                      CÃO
contraband_log_found                    ENCONTRADO
contraband_log_owner                    DONO

schedule_zone_shared                    Compartilhado
schedule_zone_minseconly                Seg. Mín.
schedule_zone_medseconly                Seg. Méd.
schedule_zone_maxseconly                Seg. Máx.
schedule_zone_protectedonly             Custódia Preventiva
schedule_zone_supermaxonly              SuperMax
schedule_zone_deathrowonly              Corredor da Morte
schedule_zone_staffonly                 Apenas equipe
schedule_zone_unlocked                  Liberada



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Cocô
action_wee                              Xixi
action_wash                             Tomando banho
action_relax                            Descansando
action_sleep                            Dormindo
action_nap                              Cochilando
action_getmeal                          Pegando comida
action_sit                              Sentado
action_exercise                         Exercitando
action_liftweights                      Levantando peso
action_phonehome                        Telefonando para a família
action_watchtv                          Assistindo TV
action_playpool                         Jogando sinuca
action_stealknife                       Agindo estranho
action_stealspoon                       Agindo estranho
action_urinate                          Urinando
action_soilsuit                         Sujando o traje
action_eat                              Comendo
action_complain                         Reclamando
action_work                             Trabalhando
action_visitation                       Recebendo visita
action_parole                           Na audiência
action_none                             Nenhum
action_misbehaving                      Aprontando
action_escaping                         Fugindo
action_destroying                       Destruindo
action_spoiling                         Causando
action_fighting                         Lutando
action_rioting                          Rebelião
action_hostagetaking                    Tomando refém
action_reformprogram                    Programa de Reintegração
action_changeclothes                    Trocando de roupa
action_getbook                          Pegando livro
action_pray                             Rezando
action_shopping                         Comprando

status_effect_title						=[Efeitos]=
status_effect_none						Nenhum
status_effect_suppressed				Reprimido
status_effect_goodfood					Bem alimentado
status_effect_drunk						Bêbado
status_effect_high                      Alto
status_effect_withdrawal				Abstinência
status_effect_tazed                     Atordoado
status_effect_overdosed                 Overdose
status_effect_surrendered               Rendido
status_effect_calming                   Calmo
status_effect_angst                     Zangado
status_effect_wounded                   Sangrando
status_effect_virus                     Passando mal
status_effect_virusdeadly               Passando mal

condition_treated                       Tratado
condition_needstreating                 Precisa de tratamento

experience_totaltime                    Tempo total
experience_misconduct                   Má conduta
experience_lockeddown                   Fechar celas
experience_regime                       Regime
experience_sleep                        Dormir
experience_work                         Trabalho
experience_class                        Aula
experience_freetime                     Tempo livre
experience_moodbad                      Mau humor
experience_moodnormal                   Normal
experience_moodgood                     Bom humor
experience_nocondition                  Nenhum
experience_kod                          Nocauteado
experience_hurt                         Machucado
experience_suppressed                   Reprimido
experience_intoxicated                  Intoxicado
experience_wellfed                      Bem alimentado
experience_exercise                     Exercício

need_name_nothing                       Nada
need_name_bladder                       Xixi
need_name_bowels                        Cocô
need_name_sleep                         Dormir
need_name_food                          Comida
need_name_safety                        Segurança
need_name_hygiene                       Higiene
need_name_exercise                      Exercício
need_name_family                        Família
need_name_recreation                    Recreação
need_name_comfort                       Conforto
need_name_environment                   Ambiente
need_name_privacy                       Privacidade
need_name_freedom                       Liberdade
need_name_clothing                      Vestuário
need_name_drugs                         Drogas
need_name_alcohol                       Álcool
need_name_starving                      Inanição
need_name_spirituality                  Espiritualidade
need_name_literacy                      Estudo
needs_locked                            (Requer Psicólogo para exibir as necessidades)
needs_title                             =[Necessidades]=

reputation_title                        Reputação
reputation_hidden                       (Traços de Reputação Desconhecidos)
reputation_hidden_short                 ???

reputation_legendary                    --LENDÁRIA--
reputation_strong                       Forte
reputation_tough                        Resistente
reputation_volatile                     Instável
reputation_snitch                       Dedo Duro
reputation_deadly                       Mortal
reputation_stoical                      Inabalável
reputation_fearless                     Destemido
reputation_exlaw                        Ex-agente da lei
reputation_copkiller                    Assassino de policiais
reputation_quick                        Rápido
reputation_instigator                   Instigador
reputation_fighter                      Lutador habilidoso
reputation_gangmember                   Membro de Gangue
reputation_federalwitness               Testemunha Federal

reputation_strong_high                  Extremamente forte
reputation_tough_high                   Extremamente resistente
reputation_volatile_high                Extremamente instável
reputation_deadly_high                  Extremamente mortal
reputation_exlaw_high                   Ex-agente carcerário
reputation_quick_high                   Extremamente rápido
reputation_fighter_high                 Lutador experiente

reputation_legendary_high               --LENDÁRIA--
reputation_snitch_high                  Dedo Duro
reputation_stoical_high                 Inabalável
reputation_fearless_high                Destemido
reputation_copkiller_high               Assassino de policiais
reputation_instigator_high              Instigador
reputation_gangmember_high              Membro de Gangue

reputationtooltip_legendary             Este detento é uma lenda do submundo do crime e tem vários atributos e habilidades que o tornam muito perigoso.
reputationtooltip_strong                Este detento soca mais forte numa luta.
reputationtooltip_tough                 Este detento suporta muito mais porrada numa luta. Ele as vezes consegue ficar em pé ao ser atingido por uma Taser.
reputationtooltip_volatile              Este detento pode se tornar agressivo a qualquer instante e sem motivo algum.
reputationtooltip_stoical               Este detento não ficara reprimido quando trancado na solitária. Ele realmente não se importa com nada.
reputationtooltip_snitch                Este detento é um informante conhecido, portanto sua vida pode estar em perigo. Não o deixe com outros detentos por muito tempo.
reputationtooltip_deadly                Este detento é mestre em movimentos letais e pode matar com apenas um golpe.
reputationtooltip_exlaw                 Este detento já foi um Policial ou teve alguma profissão da lei. Sua vida pode estar em perigo.
reputationtooltip_copkiller             Este detento é culpado de matar um Policial. Os guardas da sua prisão podem não se conter ao reprimi-lo.
reputationtooltip_fearless              Este detento não fica intimidado ao ver Guardas Armados e não se rende facilmente numa luta.
reputationtooltip_quick                 Este detento é um corredor excepcional.
reputationtooltip_instigator            Este detento semeia desordem ao seu redor. Quando ele causa problemas, outros detentos têm vontade de fazer o mesmo.
reputationtooltip_fighter               Este detento é habilidoso em combate defensivo. Ele pode desarmar seu oponente e até tomar sua arma numa luta.
reputationtooltip_gangmember            Este detento pertence a uma gangue. Ele defenderá seus camaradas da gangue e incitará o ódio aos membros das gangues rivais.
reputationtooltip_federalwitness        Este detento é uma testemunha em um caso legal importante, e assim foi jurado de morte por uma gangue ou chefe do crime.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Trabalhando
nameplate_stationed                     Parado
nameplate_patrolling                    Patrulhando
nameplate_resting                       Descansando
nameplate_tired                         Cansado
nameplate_injured                       Ferido
nameplate_unconscious                   Inconsciente
nameplate_dead                          MORTO
nameplate_released                      LIBERADO
nameplate_researching                   Pesquisando
nameplate_overdose                      OVERDOSE
nameplate_starving                      INANIÇÃO
nameplate_wounded                       SANGRANDO


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Alimentar todos os detentos
objective_caption_prisoners             Detentos
objective_caption_meals                 Refeições
objective_readceosletter                Ler a carta do Presidente
objective_actionrequired                Relatórios de incidentes

objective_deathrowinmates               Situação dos detentos do Corredor da Morte

objective_prisonerintake                Ingresso de Detentos
objective_intake_arrivals               *X detentos chegando às 8:00
objective_intake_closed                 Sua prisão não receberá novos detentos
objective_intake_closed2                (Veja o Relatório de Detentos)
objective_intake_closed3                (Veja o Relatório de Admissão)
objective_intake_specials				Transferências especiais:
objective_intake_categories             Categorias: 
objective_intake_minsec                 Mínima, 
objective_intake_medsec                 Média, 
objective_intake_maxsec                 Máxima
objective_intake_deathrow               Corredor da Morte

objective_builddeliveriesroom           Defina uma área de entrega 

objective_outgoing                      Detentos a serem liberados
objective_outgoing_count                *X detentos prontos para serem liberados
objective_outgoing_timer                (*X horas)

objective_visitors                      Visitantes (8:00 - 20:00)
objective_visitors_waiting              *X famílias esperando para a visita
objective_visitors_onsite               *X visitantes no local em *Y grupos

objective_staffexhausted                Equipe esgotada
objective_reststaff_exhausted           *X funcionários estão exaustos.
objective_reststaff_resting             (*X estão descansando)
objective_reststaff_needstaffroom       Construa uma Sala da Equipe para que eles possam descansar.

objective_punishment_solitary           *X na solitária
objective_punishment_solitary_queue     *X esperando para solitária
objective_punishment_solitary_mix       *X na solitária (+*Y esperando)
objective_punishment_lockdown           *X na cela
objective_incident_medical              *X necessitando atendimento médico
objective_incident_dead                 *X corpos

objective_prisonerparole                Liberdade condicional
objective_parole_count                  *X detentos prontos para liberdade condicional

objective_payment_receivedfull          Pagamento: *X recebido
objective_payment_receivedpart          Pagamento: *X recebido do total de *Y

objective_grant_bootstraps                  Centro Básico de Detenção
objective_grant_bootstraps_description      Transforme um campo vazio em uma prisão funcional. Este contrato governamental lhe dá os recursos necessários para construir as estruturas básicas para o seu primeiro conjunto de detentos.
objective_grant_bootstraps_holdingcell      Construa uma cela temporária
objective_grant_bootstraps_shower           Construa um chuveiro
objective_grant_bootstraps_yard             Construa um pátio
objective_grant_bootstraps_kitchen          Construa uma cozinha
objective_grant_bootstraps_canteen          Construa uma cantina
objective_grant_bootstraps_guard            Contrate no mínimo 2 guardas
objective_grant_bootstraps_chef             Contrate no mínimo 2 cozinheiros

objective_grant_administration                          Centro Administrativo
objective_grant_administration_description              Todo projeto de prisão necessita de um centro administrativo, para assegurar que as coisas funcionem e manter o projeto dentro do orçamento. Este contrato assume a contratação de um Diretor e uma Contadora e seus respectivos escritórios, que nos darão acesso ao sistema completo de Verbas Federais.
objective_grant_administration_offices                  Construa 2 escritórios
objective_grant_administration_warden                   Contrate um Diretor
objective_grant_administration_accountant_research      Desbloqueie as Finanças através da Burocracia
objective_grant_administration_accountant               Contrate uma Contadora

objective_grant_firstcellblock                  Bloco A
objective_grant_firstcellblock_description      O básico está construído e funcionando. Agora é hora de construir seu primeiro bloco de celas e transferir os detentos existentes para suas próprias celas.
objective_grant_firstcellblock_cells            Aumente a capacidade de detentos para 15

objective_grant_health                      Saúde e bem-estar dos detentos
objective_grant_health_description          A saúde física e mental de seus detentos é muito importante para nós. Este subsídio é para facilitar a construção de uma ala médica com tecnologia de ponta e contratar médicos e psicólogos para cuidar das necessidades médicas dos seus detentos.
objective_grant_health_ward                 Construa uma ala médica
objective_grant_health_doctors              Contrate no mínimo 2 médicos
objective_grant_health_psychologist         Contrate um psicólogo (Requer um Escritório)

objective_grant_bailout                     Fiança Governamental
objective_grant_bailout_description         O governo está muito insatisfeito com o seu desempenho, mas decidiu que sua prisão é muito grande para fechar. Fundos de contribuição serão lançados para resgatar a prisão da falência. Porém, você deve realinhar seu caixa. Recupere o fluxo de caixa positivo (receita diária maior que as despesas) e salde os débitos com o banco.
objective_grant_bailout_cashflow            Receita maior que débitos
objective_grant_bailout_debt                Quite suas dívidas


objective_grant_maintenance                         Manutenção da prisão
objective_grant_maintenance_description             A conservação e manutenção geral da sua prisão e dos arredores é importante tanto para a proteção quanto para a segurança dos funcionários e dos detentos. Contrate o pessoal necessário para manter sua prisão limpa e organizada.
objective_grant_maintenance_research_root           Desbloqueie a Manutenção através da Burocracia
objective_grant_maintenance_research_cleaning       Desbloqueie o Faxineiro através da Burocracia
objective_grant_maintenance_research_groundskeeping Desbloqueie a Jardinagem através da Burocracia
objective_grant_maintenance_foreman                 Contrate um Mestre de Obra (requer um escritório)
objective_grant_maintenance_janitor                 Contrate pelo menos dois faxineiros
objective_grant_maintenance_gardener                Contrate um jardineiro

objective_grant_visitation                          Direito a visita
objective_grant_visitation_description              Outras prisões na região estão sofrendo processos por negar o direito de visita aos detentos. Os investidores não querem um escândalo e estão provendo esse subsídio para garantir que instalações adequadas estejam disponíveis.
objective_grant_visitation_room                     Construa uma sala de visitação
objective_grant_visitation_tables                   Adicione pelo menos três mesas de visitação
objective_grant_visitation_commonroom               Construa uma sala comunitária
objective_grant_visitation_pooltable                Adicione uma mesa de sinuca
objective_grant_visitation_tv                       Adicione pelo menos duas TVs
objective_grant_visitation_phones                   Construa pelo menos cinco orelhões

objective_grant_basicsecurity                       Certificação em Procedimentos de Segurança
objective_grant_basicsecurity_description           Um problema comum em novas prisões é a falta de segurança devido à inexperiência dos funcionários com o complexo. Garanta que não tenhamos esses percalços iniciais que podem manchar nosso currículo no futuro, aumentando a segurança para um nível aceitável.
objective_grant_basicsecurity_chief                 Contrate um Chefe de Segurança (requer um escritório)
objective_grant_basicsecurity_guards                Contrate dez guardas
objective_grant_basicsecurity_patrols               Designe três guardas para patrulhas
objective_grant_basicsecurity_research              Desbloqueie Rondas através da Burocracia

objective_grant_enhancedsecurity                    Avaliações de Segurança Governamental
objective_grant_enhancedsecurity_description        O governo tem certos requisitos de segurança para prisões que passam de um certo tamanho e aplica multas severas para as que não atendem. Assegure que isso não se torne um problema.
objective_grant_enhancedsecurity_armoury            Construa um Arsenal
objective_grant_enhancedsecurity_kennel             Construa um Canil
objective_grant_enhancedsecurity_guards             Contrate dois guardas armados
objective_grant_enhancedsecurity_dogs               Contrate dois adestradores
objective_grant_enhancedsecurity_patroldogs         Designe dois adestradores para rondas com cão
objective_grant_enhancedsecurity_patrolarmed        Designe dois guardas armados para uma ronda

objective_grant_advancedsecurity                    Construção de Infraestrutura de Segurança Máxima
objective_grant_advancedsecurity_description        Manter a segurança para um número grande de detentos pode ser difícil, mas o custo de uma fuga pode ser ainda maior que o custo de implantar medidas de segurança apropriadas. Instale o equipamento de segurança necessário por toda a prisão.
objective_grant_advancedsecurity_guards             Aumente o tamanho do seu efetivo de segurança
objective_grant_advancedsecurity_researchcctv       Desbloqueie o CITV através da Burocracia
objective_grant_advancedsecurity_researchbodyarmour Desbloqueie Coletes através da Burocracia
objective_grant_advancedsecurity_researchtazers     Desbloqueie Tasers através da Burocracia
objective_grant_advancedsecurity_office             Construa uma Sala de Segurança
objective_grant_advancedsecurity_cctvmonitor        Construa um Monitor de CITV
objective_grant_advancedsecurity_cctvcameras        Coloque câmeras de CITV por toda a prisão

objective_grant_prisonerworkforce                   Aclimatação e Compromisso de Detentos
objective_grant_prisonerworkforce_description       Ter detentos trabalhando na sua prisão é uma boa maneira de integrá-los no ambiente e reduzir custos. Finalize o treinamento necessário e construa as instalações necessárias para colocar seus detentos para trabalhar.
objective_grant_prisonerworkforce_research          Desbloqueie o Trabalho Prisional através da Burocracia
objective_grant_prisonerworkforce_cleaning          Construa uma Despensa
objective_grant_prisonerworkforce_laundry           Construa uma Lavanderia
objective_grant_prisonerworkforce_kitchenclass      Tenha 3 detentos aprovados no programa de Higiene e Segurança na Cozinha
objective_grant_prisonerworkforce_laundryassigned   Designe 3 detentos para trabalhar na Lavanderia
objective_grant_prisonerworkforce_kitchenassigned   Designe 3 detentos para trabalhar na Cozinha
objective_grant_prisonerworkforce_cleaningassigned  Designe 3 detentos para trabalhar na Despensa

objective_grant_educationreformprogram              A Iniciativa de Reintegração Através da Educação
objective_grant_educationreformprogram_description  Um grupo de campanha de destaque está realizando um esperimento social de grande escala sobre os efeitos da educação nos índices de reincidência dos detentos. Organize algumas salas de aula e comece a educar seus detentos.
objective_grant_educationreformprogram_research     Desbloqueie a Educação através da Burocracia
objective_grant_educationreformprogram_classroom    Construa uma Sala de Aula
objective_grant_educationreformprogram_desks        Construa 20 mesas de estudo
objective_grant_educationreformprogram_foundationed Tenha 10 detentos aprovados no curso de Fundamentos de Educação
objective_grant_educationreformprogram_generaled    Tenha um detento aprovado no curso de Qualificação Geral em Educação

objective_grant_prisonlabour                        Manufatura Prisional
objective_grant_prisonlabour_description            Os financiadores querem que você aumente a lucratividade da sua prisão e estão dispostos a investir para ajudá-lo a construir oficinas e aproveitar a mão de obra de seus detentos.
objective_grant_prisonlabour_workshop               Construa uma Oficina
objective_grant_prisonlabour_saw                    Construa duas serras elétricas
objective_grant_prisonlabour_press                  Construa duas prensas hidráulicas
objective_grant_prisonlabour_reform                 Tenha 5 detentos aprovados no Programa de Segurança no Trabalho
objective_grant_prisonlabour_plates                 Produza 30 placas de carro

objective_grant_furnituremanufacturing              Programa de Aprendizado em Carpintaria
objective_grant_furnituremanufacturing_description  A oferta de cursos de carpintaria aos detentos pode ensinar-lhes uma habilidade valiosa, que podem usar quando forem soltos, e permite que produzam móveis de alta qualidade em sua oficina, que podem ser vendidos para aumentar a renda.
objective_grant_furnituremanufacturing_forestry     Construa uma Floresta
objective_grant_furnituremanufacturing_table        Construa duas mesas de carpintaria
objective_grant_furnituremanufacturing_reform       Tenha 2 detentos aprovados no Curso de Carpintaria
objective_grant_furnituremanufacturing_bed          Produza 10 camas melhores

objective_grant_reducestaffstress                   Iniciativa ao Bem-Estar da Equipe
objective_grant_reducestaffstress_description       Os sindicatos dos funcionários prisionais receberam relatórios de funcionários estressados e sobrecarregados, com o agravante de ocorrências de erros. Garanta que tais problemas não ocorram no seu complexo.
objective_grant_reducestaffstress_staffroom         Construa uma Sala da Equipe
objective_grant_reducestaffstress_freeguards        Tenha pelo menos 5 guardas sem tarefas definidas
objective_grant_reducestaffstress_restedstaff       Assegure que nenhum dos seus funcionários esteja exausto

objective_grant_shortterminvestment                 Investimento de Curto Prazo
objective_grant_shortterminvestment_description     Aplique num fundo de investimento que lhe dará um retorno razoável pela sua quantia inicial.
objective_grant_shortterminvestment_wait            Aguarde pelo retorno do investimento...

objective_grant_longterminvestment                  Investimento de Longo Prazo
objective_grant_longterminvestment_description      Aplique num fundo de investimento de longo prazo, que lhe dará um retorno razoável pela sua quantia inicial.
objective_grant_longterminvestment_wait             Aguarde pelo retorno do investimento...

objective_grant_cellblock50                         Bloco B
objective_grant_cellblock50_description             Está na hora de expandir sua prisão para além de um mero complexo temporário.
objective_grant_cellblock50_cells                   Aumente a capacidade prisional para 50

objective_grant_cellblock100                        Bloco C
objective_grant_cellblock100_description            Faça um uso adequado do seu terreno expandindo a sua prisão.
objective_grant_cellblock100_cells                  Aumente a capacidade prisional para 100

objective_grant_cellblock200                        Bloco D
objective_grant_cellblock200_description            Mais detentos significa mais investimento do governo. Aumente a capacidade prisional para lucrar com isso.
objective_grant_cellblock200_cells                  Aumente a capacidade prisional para 200

objective_grant_cellblock500                        Bloco E
objective_grant_cellblock500_description            O governo oferece ótimos incentivos financeiros para as grandes prisões. Está na hora de trabalhar para atingir esse objetivo.
objective_grant_cellblock500_cells                  Aumente a capacidade prisional para 500

objective_grant_nutritionresearch                   Pesquisa de Nutrição Prisional
objective_grant_nutritionresearch_description       Um grupo independente de pesquisa está financiando a participação num teste para avaliar os efeitos da variação nos hábitos alimentares dos detentos.
objective_grant_nutritionresearch_poor              Sirva apenas uma refeição de baixa quantidade e variedade por dois dias
objective_grant_nutritionresearch_good              Sirva três refeições de alta variedade e quantidade por dois dias

objective_grant_drugsearch                          Apreensão de Drogas
objective_grant_drugsearch_description              A preocupação sobre o uso de drogas em grandes prisões está aumentando. Tenha uma atitude proativa e mostre que você está a par da situação.
objective_grant_drugsearch_find                     Encontre 10 entorpecentes ilegais

objective_grant_contrabandsupply                    Limpeza e Ferramentaria
objective_grant_contrabandsupply_description        Após diversos incidentes em outras prisões envolvendo objetos roubados, um grupo está realizando estudos sobre a distribuição de ferramentas e armas em prisões. Esta parte do teste envolve a tentativa de remover todos esses itens da população da prisão.
objective_grant_contrabandsupply_tools              Remova o estoque de ferramentas roubadas
objective_grant_contrabandsupply_weapons            Remova o estoque de armas roubadas

grant_category_completed                            Completado:
grant_category_unlocked                             Desbloqueado:
grant_category_cash                                 Dinheiro:
grant_category_cashflow                             Fluxo de Caixa:
grant_category_debt                                 Dívidas:
grant_category_prisoners                            Detentos:

grant_property_atleast                              Ao menos *X
grant_property_atmost                               Não mais que *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              Nenhum
object_box                               Caixa
object_stack                             Pilha
object_bed                               Cama
object_toilet                            Vaso sanitário
object_table                             Mesa
object_chair                             Cadeira
object_bench                             Banco
object_electricchair                     Cadeira elétrica
object_jaildoor                          Porta de barra
object_jaildoorlarge                     Porta de barra grande
object_door                              Porta
object_solitarydoor                      Porta de solitária
object_staffdoor                         Porta de serviço
object_remotedoor                        Porta automática
object_roadgate                          Portão
object_jailbars                          Barras de ferro
object_window                            Janela
object_windowlarge                       Janela grande
object_tree                              Árvore
object_light                             Luz
object_cooker                            Fogão
object_fridge                            Geladeira
object_bin                               Lixeira
object_sink                              Pia
object_servingtable                      Mesa de buffet
object_showerhead                        Chuveiro
object_brick                             Tijolo
object_concrete                          Concreto
object_steel                             Aço
object_ingredients                       Ingredientes
object_ingredientscooking                Ingredientes (Cozinhando)
object_ingredientscooked                 Ingredientes (Cozidos)
object_ingredientsspoiled                Ingredientes (Estragados)
object_meal                              Refeição
object_foodtray                          Bandeja
object_foodtraydirty                     Bandeja (Suja)
object_grassturf                         Tufo de grama
object_prisoneruniform                   Uniforme
object_dirtyprisoneruniform              Uniforme (Sujo)
object_crumpledprisoneruniform           Uniforme (Amarrotado)
object_bleach                            Alvejante
object_sheetmetal                        Folha de metal
object_licenseplateblank                 Placa de carro (Lisa)
object_licenseplate                      Placa de carro
object_log                               Tora
object_wood                              Madeira
object_workman                           Operário
object_truckdriver                       Motorista
object_guard                             Guarda
object_riotguard                         Tropa de Choque
object_armedguard                        Guarda armado
object_prisoner                          Detento
object_doctor                            Médico
object_paramedic                         Paramédico
object_cook                              Cozinheiro
object_gardener                          Jardineiro
object_janitor                           Faxineiro
object_fireman                           Bombeiro
object_avatar                            Avatar
object_actor                             Ator
object_visitor                           Visitante
object_executionwitness                  Testemunha de execução
object_doghandler                        Adestrador
object_dog                               Cão policial
object_dogcrate                          Casa de cachorro
object_teacher                           Professor
object_soldier                           Soldado
object_warden                            Diretor
object_chief                             Chefe de segurança
object_foreman                           Mestre de obras
object_psychologist                      Psicólogo
object_accountant                        Contadora
object_lawyer                            Advogado
object_supplytruck                       Caminhão de suprimentos
object_prisonerbus                       Ônibus de detentos
object_fireengine                        Carro de bombeiros
object_riotvan                           Furgão da tropa de choque
object_ambulance                         Ambulância
object_hearse                            Carro fúnebre
object_trooptruck                        Caminhão do exército
object_fire                              Fogo
object_garbage                           Lixo
object_rubble                            Cascalho
object_bookshelf                         Prateleira
object_officedesk                        Mesa de escritório
object_filingcabinet                     Arquivo
object_medicalbed                        Cama médica
object_morgueslab                        Mesa de necrotério
object_equipment                         Equipamento
object_prop                              Acessório
object_dummy                             Boneco
object_powerstation                      Estação de energia
object_capacitor                         Capacitor
object_electricalcable                   Cabo elétrico
object_powerswitch                       Disjuntor
object_logiccircuit                      Circuito lógico
object_logicbridge                       Ponte lógica
object_waterpumpstation                  Bomba d'água
object_pipevalve                         Válvula
object_pipelarge                         Cano grosso
object_pipesmall                         Cano fino
object_drain                             Ralo
object_sprinkler                         Extintor de incêndio
object_metaldetector                     Detector de metais
object_weightsbench                      Banco de musculação
object_phonebooth                        Cabine telefônica
object_tv                                TV
object_largetv                           TV grande
object_pooltable                         Mesa de sinuca
object_polaroid                          Polaroide
object_cctv                              CITV
object_cctvmonitor                       Monitor de CITV
object_laundrymachine                    Lavadora de roupas
object_laundrybasket                     Cesta de roupas
object_ironingboard                      Mesa de passar roupa
object_visitortable                      Mesa de visitação
object_workshopsaw                       Serra elétrica
object_workshoppress                     Prensa hidráulica
object_carpentertable                    Mesa de carpintaria
object_boombox                           Caixa de som
object_guardlocker                       Armário
object_sofachairsingle                   Sofá
object_sofachairdouble                   Sofá Grande
object_drinkmachine                      Máquina de bebidas
object_arcadecabinet                     Fliperama
object_radio                             Radio
object_bookshelflarge                    Livreiro
object_weaponrack                        Cremalheira
object_treestump                         Toco de árvore
object_schooldesk                        Carteira escolar
object_superiorbed                       Cama melhor
object_doorcontrolsystem                 Sistema de controle de portas
object_phonemonitor                      Escuta telefônica
object_servo                             Servomotor
object_doortimer                         Temporizador
object_pressurepad                       Placa de pressão
object_statuslight                       Luz indicadora
object_wire                              Conectar
object_dismantleobject                   Desmontar objeto
object_dismantleutility                  Desmontar utensílio
object_sellobject                        Vender objeto
object_canceljobs                        Cancelar tarefas
object_showallwires                      Exibir fios
object_tidywires                         Fios organizados
object_cutscenepolaroid                  Animação Polaroid
object_cutscenecamera                    Animação de câmera
object_cutscenecue                       Fim de animação
object_foodwaste                         Lixo orgânico
object_altar                             Altar
object_pews                              Banco
object_prayermat                         Tapete de oração
object_paroleofficer                     Oficial da condicional
object_parolelawyer                      Advogado da condicional
object_spiritualleader                   Líder espiritual
object_librarybookshelf                  Prateleira de biblioteca
object_librarybookunsorted               Livro (Desordenado)
object_librarybooksorted                 Livro (Ordenado)
object_sortingtable                      Mesa de classificação
object_ruinedbook                        Livro destruído
object_foodbowl                          Comida
object_appealslawyer                     Advogado de recurso
object_appealsmagistrate                 Magistrado de recurso
object_mailsatchel                       Sacola de correspondência
object_mailunsorted                      Correspondência desordenada
object_mailsorted                        Correspondência ordenada
object_prisonermail                      Correspondência
object_prisonermailopened                Correspondência (Aberta)
object_shopfront                         Vitrine
object_shopgoods                         Produtos
object_shopshelf                         Prateleira

material_none                            Nenhum
material_building                        Fundação (Tijolo)
material_buildingconcrete                Fundação (Concreto)
material_demolish                        Demolir
material_clearindoorarea                 Limpar área interna
material_demolishwalls                   Demolir paredes
material_removetunnels                   Remover túneis
material_canceljobs                      Cancelar tarefas
material_dirt                            Terra
material_sand                            Areia
material_pavingstone                     Laje
material_grass                           Grama
material_gravel                          Cascalho
material_road                            Asfalto
material_roadmarkings                    Pintura de rua
material_roadmarkingsleft                Pintura de rua (Esquerda)
material_roadmarkingsright               Pintura de rua (Direita)
material_stone                           Pedra
material_fence                           Cerca
material_concretetiles                   Lajota de concreto
material_concretefloor                   Piso de concreto
material_woodenfloor                     Piso de madeira
material_ceramicfloor                    Piso de cerâmica
material_mosaicfloor                     Piso xadrez
material_metalfloor                      Piso de metal
material_marbletiles                     Lajota de mármore
material_whitetiles                      Lajota branca
material_fancytiles                      Lajota pintada
material_concretewall                    Parede de concreto
material_brickwall                       Parede de tijolo
material_perimeterwall                   Parede de perímetro
material_burntfloor                      Piso queimado
material_burntwall                       Parede queimada
material_buildingframe                   Estrutura de construção
material_roof                            Teto

room_none                                Nenhum
room_cell                                Cela
room_holdingcell                         Cela temporária
room_solitary                            Solitária
room_superiorcell                        Cela melhor
room_canteen                             Cantina
room_kitchen                             Cozinha
room_shower                              Chuveiros
room_yard                                Pátio
room_storage                             Armazém
room_deliveries                          Entregas
room_garbage                             Lixo
room_execution                           Execução
room_workshop                            Oficina
room_security                            Segurança
room_office                              Escritório
room_medicalward                         Enfermaria
room_morgue                              Necrotério
room_commonroom                          Área comum
room_laundry                             Lavanderia
room_visitation                          Visita
room_cleaningcupboard                    Despensa
room_kennel                              Canil
room_armoury                             Arsenal
room_staffroom                           Sala da equipe
room_library                             Biblioteca
room_forestry                            Floresta
room_classroom                           Sala de aula
room_exports                             Exportação
room_chapel                              Capela
room_intake                              Recepção
room_clearrooms                          Salas vazias
room_paroleroom                          Sala de audiência
room_mailroom                            Sala de correspondência
room_shop                                Loja

equipment_none                           Nenhum
equipment_fists                          Punhos
equipment_baton                          Cassetete
equipment_club                           Porrete
equipment_shank                          Lâmina
equipment_knife                          Faca
equipment_fork                           Garfo
equipment_gun                            Revólver
equipment_spoon                          Colher
equipment_needle                         Seringa
equipment_booze                          Bebida
equipment_poison                         Veneno
equipment_cigs                           Cigarros
equipment_saw                            Serra
equipment_jailkeys                       Chave de cela
equipment_mobilephone                    Celular
equipment_lighter                        Isqueiro
equipment_screwdriver                    Chave de fenda
equipment_drugs                          Drogas
equipment_sheers                         Tesoura
equipment_mop                            Esfregão
equipment_rake                           Rastelo
equipment_hose                           Mangueira
equipment_spatula                        Espátula
equipment_woodenspoon                    Colher de pau
equipment_cleaningbrush                  Escova
equipment_hammer                         Martelo
equipment_clipboard                      Prancheta
equipment_drill                          Furadeira
equipment_pianowire                      Corda de piano
equipment_scissors                       Tesoura
equipment_medicine                       Remédio
equipment_shotgun                       Espingarda
equipment_moneybag                      Saco de dinheiro
equipment_tazer                         Taser
